training_id,employee_id,course_name,course_category,assigned_date,completion_date,completion_status,training_hours,training_score,ingestion_timestamp,source_file_name,source_system,pipeline_run_id
TRN000772,EMP0303,Coaching Skills,Leadership,2026-01-29,2026-02-05,Completed,1.0,98.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000773,EMP0303,Financial Controls,Finance,2024-10-28,,In Progress,1.5,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000774,EMP0304,Workplace Health and Safety,Compliance,2025-03-19,2025-04-01,Completed,13.0,98.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000775,EMP0304,Inclusive Hiring,HR,2025-09-13,2025-10-03,Completed,3.7,84.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000776,EMP0304,Leading High Performing Teams,Leadership,2024-08-09,2024-09-10,Completed,3.0,56.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000777,EMP0304,First Line Manager Training,Leadership,2024-11-19,2024-12-11,Completed,10.7,99.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000778,EMP0305,Stakeholder Management,Soft Skills,2024-10-27,2024-12-10,Completed,7.5,72.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000779,EMP0305,Information Security Awareness,Compliance,2024-06-25,2024-06-29,Completed,13.5,88.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000780,EMP0305,Workplace Health and Safety,Compliance,2024-09-21,,Overdue,11.5,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000781,EMP0305,SQL for Analysts,Technical,2025-03-02,,Overdue,4.8,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000782,EMP0305,Coaching Skills,Leadership,2025-03-07,2025-03-12,Completed,1.4,67.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000783,EMP0306,Budget Management,Finance,2025-07-15,,Not Started,2.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000784,EMP0307,Leading High Performing Teams,Leadership,2024-05-15,2024-05-25,Completed,14.4,61.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000785,EMP0308,Python for Data Analysis,Technical,2026-05-09,2026-05-17,Completed,14.6,95.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000786,EMP0308,Power BI Fundamentals,Technical,2025-10-17,2025-11-19,Completed,2.9,76.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000787,EMP0309,Employee Relations Essentials,HR,2025-06-17,2025-07-09,Completed,6.5,94.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000788,EMP0309,Communication Skills,Soft Skills,2024-12-19,,In Progress,11.8,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000789,EMP0309,Power BI Fundamentals,Technical,2026-04-13,2026-05-04,Completed,15.6,74.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000790,EMP0309,Leading High Performing Teams,Leadership,2024-09-20,2024-09-27,Completed,8.7,88.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000791,EMP0310,Presentation Skills,Soft Skills,2025-05-25,2025-07-04,Completed,13.1,75.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000792,EMP0310,Cloud Data Fundamentals,Technical,2024-12-06,2025-01-02,Completed,12.7,66.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000793,EMP0310,Data Protection Training,Compliance,2025-01-29,2025-02-24,Completed,2.3,74.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000794,EMP0311,Cloud Data Fundamentals,Technical,2025-11-14,2025-12-02,Completed,10.8,91.1,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000795,EMP0311,Inclusive Hiring,HR,2026-05-15,2026-06-03,Completed,9.7,67.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000796,EMP0312,Stakeholder Management,Soft Skills,2024-12-22,2025-01-13,Completed,15.0,95.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000797,EMP0312,Stakeholder Management,Soft Skills,2025-06-24,2025-07-20,Completed,9.6,72.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000798,EMP0313,Employee Relations Essentials,HR,2025-01-30,2025-02-24,Completed,2.8,63.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000799,EMP0313,Presentation Skills,Soft Skills,2025-01-25,2025-03-03,Completed,12.9,100.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000800,EMP0313,Inclusive Hiring,HR,2025-09-25,,Not Started,2.5,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000801,EMP0314,Budget Management,Finance,2026-05-04,2026-06-15,Completed,13.4,58.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000802,EMP0315,Data Protection Training,Compliance,2024-02-09,2024-03-23,Completed,9.0,71.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000803,EMP0316,Inclusive Hiring,HR,2026-06-10,2026-06-15,Completed,10.3,98.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000804,EMP0316,SQL for Analysts,Technical,2024-10-22,,In Progress,5.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000805,EMP0316,Leading High Performing Teams,Leadership,2024-04-24,2024-05-12,Completed,7.7,88.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000806,EMP0317,Employee Relations Essentials,HR,2025-06-24,2025-07-06,Completed,9.5,66.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000807,EMP0317,Stakeholder Management,Soft Skills,2024-08-16,2024-09-04,Completed,4.0,51.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000808,EMP0317,Cloud Data Fundamentals,Technical,2025-01-20,,Not Started,9.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000809,EMP0317,Data Protection Training,Compliance,2024-09-22,2024-10-24,Completed,13.2,87.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000810,EMP0318,Inclusive Hiring,HR,2025-12-12,,In Progress,6.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000811,EMP0319,Power BI Fundamentals,Technical,2024-12-24,,In Progress,13.4,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000812,EMP0319,Cloud Data Fundamentals,Technical,2024-01-29,2024-02-09,Completed,15.5,90.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000813,EMP0319,Employee Relations Essentials,HR,2024-06-10,2024-07-20,Completed,9.0,69.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000814,EMP0320,Coaching Skills,Leadership,2026-03-09,2026-03-15,Completed,9.7,64.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000815,EMP0320,Workplace Health and Safety,Compliance,2025-06-13,2025-07-18,Completed,13.3,83.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000816,EMP0321,Leading High Performing Teams,Leadership,2024-05-23,,Overdue,6.9,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000817,EMP0321,First Line Manager Training,Leadership,2025-05-19,,In Progress,14.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000818,EMP0321,Leading High Performing Teams,Leadership,2024-02-25,,Not Started,2.8,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000819,EMP0322,Budget Management,Finance,2026-04-07,2026-05-19,Completed,2.2,60.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000820,EMP0322,Budget Management,Finance,2025-08-13,,In Progress,7.4,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000821,EMP0322,Financial Controls,Finance,2025-10-10,,In Progress,9.8,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000822,EMP0323,Stakeholder Management,Soft Skills,2025-08-13,2025-09-11,Completed,2.4,69.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000823,EMP0323,Presentation Skills,Soft Skills,2024-03-16,2024-03-31,Completed,11.2,87.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000824,EMP0323,First Line Manager Training,Leadership,2024-11-21,,Overdue,13.8,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000825,EMP0324,Workplace Health and Safety,Compliance,2024-09-03,2024-09-18,Completed,3.1,89.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000826,EMP0325,Cloud Data Fundamentals,Technical,2024-04-14,2024-05-18,Completed,5.6,82.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000827,EMP0325,First Line Manager Training,Leadership,2025-02-15,,In Progress,8.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000828,EMP0325,Financial Controls,Finance,2026-03-01,2026-03-30,Completed,10.7,96.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000829,EMP0326,Data Protection Training,Compliance,2024-06-22,2024-07-09,Completed,14.3,87.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000830,EMP0327,SQL for Analysts,Technical,2025-05-28,2025-06-03,Completed,6.7,78.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000831,EMP0327,Information Security Awareness,Compliance,2025-10-23,2025-10-31,Completed,13.4,79.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000832,EMP0328,First Line Manager Training,Leadership,2024-10-26,2024-11-06,Completed,9.7,55.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000833,EMP0328,Inclusive Hiring,HR,2025-11-26,,Not Started,13.8,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000834,EMP0328,Employee Relations Essentials,HR,2025-07-10,,In Progress,12.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000835,EMP0329,Information Security Awareness,Compliance,2025-12-01,2025-12-13,Completed,13.4,57.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000836,EMP0329,Coaching Skills,Leadership,2024-05-06,,Not Started,13.5,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000837,EMP0329,Inclusive Hiring,HR,2026-01-12,2026-02-17,Completed,5.4,87.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000838,EMP0329,Employee Relations Essentials,HR,2025-06-14,,Overdue,4.8,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000839,EMP0330,Presentation Skills,Soft Skills,2024-11-05,2024-12-02,Completed,16.0,80.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000840,EMP0331,Inclusive Hiring,HR,2024-12-15,,In Progress,5.5,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000841,EMP0331,Financial Controls,Finance,2026-04-03,2026-05-13,Completed,6.4,95.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000842,EMP0331,Stakeholder Management,Soft Skills,2024-06-14,2024-07-18,Completed,11.7,69.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000843,EMP0332,Financial Controls,Finance,2024-02-27,,In Progress,10.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000844,EMP0332,Inclusive Hiring,HR,2025-01-14,2025-01-23,Completed,6.4,54.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000845,EMP0332,Cloud Data Fundamentals,Technical,2024-03-15,2024-03-27,Completed,15.8,90.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000846,EMP0333,Stakeholder Management,Soft Skills,2024-08-29,2024-09-26,Completed,2.5,61.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000847,EMP0333,Communication Skills,Soft Skills,2024-06-11,,Overdue,15.2,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000848,EMP0333,First Line Manager Training,Leadership,2024-05-14,2024-06-27,Completed,5.3,74.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000849,EMP0333,Presentation Skills,Soft Skills,2026-05-22,,Overdue,7.8,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000850,EMP0334,Data Protection Training,Compliance,2024-08-22,,Not Started,12.9,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000851,EMP0334,Presentation Skills,Soft Skills,2025-03-04,,Not Started,6.9,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000852,EMP0334,Leading High Performing Teams,Leadership,2026-01-23,,In Progress,12.3,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000853,EMP0334,Budget Management,Finance,2024-01-19,,Overdue,15.2,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000854,EMP0335,Financial Controls,Finance,2024-11-28,,Overdue,8.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000855,EMP0335,Inclusive Hiring,HR,2024-03-02,,In Progress,9.6,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000856,EMP0336,Financial Controls,Finance,2024-12-27,,In Progress,6.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000857,EMP0336,Financial Controls,Finance,2025-04-19,2025-05-05,Completed,3.6,70.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000858,EMP0336,Cloud Data Fundamentals,Technical,2025-07-24,2025-08-28,Completed,10.6,64.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000859,EMP0337,Employee Relations Essentials,HR,2025-09-12,2025-10-13,Completed,12.8,71.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000860,EMP0337,Financial Controls,Finance,2025-06-19,2025-07-17,Completed,8.3,93.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000861,EMP0337,Presentation Skills,Soft Skills,2024-04-04,,Not Started,12.4,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000862,EMP0337,Financial Controls,Finance,2025-07-25,2025-09-07,Completed,11.5,66.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000863,EMP0338,Leading High Performing Teams,Leadership,2026-05-27,2026-06-30,Completed,11.4,59.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000864,EMP0339,Information Security Awareness,Compliance,2025-03-19,2025-04-15,Completed,2.1,77.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000865,EMP0340,Budget Management,Finance,2025-01-18,2025-02-18,Completed,3.2,86.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000866,EMP0340,Information Security Awareness,Compliance,2026-03-02,,Overdue,6.4,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000867,EMP0340,Budget Management,Finance,2024-02-11,2024-03-24,Completed,3.8,67.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000868,EMP0340,Inclusive Hiring,HR,2026-01-05,2026-01-11,Completed,11.8,76.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000869,EMP0340,Data Protection Training,Compliance,2025-08-15,2025-09-25,Completed,1.7,80.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000870,EMP0341,Data Protection Training,Compliance,2024-02-10,2024-02-25,Completed,10.6,64.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000871,EMP0341,Stakeholder Management,Soft Skills,2024-09-30,2024-10-16,Completed,12.0,66.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000872,EMP0341,Coaching Skills,Leadership,2025-03-29,2025-04-19,Completed,1.4,87.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000873,EMP0341,Workplace Health and Safety,Compliance,2024-10-09,2024-10-11,Completed,11.2,67.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000874,EMP0341,Budget Management,Finance,2025-06-11,,Not Started,7.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000875,EMP0342,Coaching Skills,Leadership,2024-10-30,,Overdue,11.6,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000876,EMP0342,Information Security Awareness,Compliance,2026-05-17,,In Progress,4.3,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000877,EMP0342,Data Protection Training,Compliance,2026-06-01,,Not Started,9.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000878,EMP0343,Financial Controls,Finance,2024-01-03,,In Progress,10.3,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000879,EMP0343,Cloud Data Fundamentals,Technical,2024-06-25,2024-07-08,Completed,8.5,97.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000880,EMP0344,Employee Relations Essentials,HR,2025-02-26,,In Progress,10.8,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000881,EMP0344,Cloud Data Fundamentals,Technical,2025-06-17,2025-07-17,Completed,15.0,69.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000882,EMP0344,Presentation Skills,Soft Skills,2026-05-13,2026-06-02,Completed,13.1,63.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000883,EMP0345,Financial Controls,Finance,2025-07-14,2025-07-28,Completed,4.2,80.6,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000884,EMP0345,Employee Relations Essentials,HR,2025-03-08,,Not Started,1.3,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000885,EMP0346,Employee Relations Essentials,HR,2024-06-10,,Overdue,8.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000886,EMP0346,Data Protection Training,Compliance,2024-06-03,,In Progress,14.9,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000887,EMP0346,Financial Controls,Finance,2025-04-30,2025-05-26,Completed,1.7,74.1,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000888,EMP0347,First Line Manager Training,Leadership,2026-06-15,2026-06-30,Completed,7.0,68.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000889,EMP0347,Budget Management,Finance,2025-08-16,2025-09-28,Completed,2.4,67.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000890,EMP0347,Power BI Fundamentals,Technical,2024-05-29,2024-07-06,Completed,14.0,75.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000891,EMP0347,Power BI Fundamentals,Technical,2025-07-19,2025-08-23,Completed,9.6,92.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000892,EMP0348,Inclusive Hiring,HR,2025-05-30,,Overdue,14.1,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000893,EMP0348,Inclusive Hiring,HR,2024-10-29,2024-12-10,Completed,1.2,81.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000894,EMP0348,Information Security Awareness,Compliance,2025-07-19,2025-08-23,Completed,4.7,62.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000895,EMP0348,Data Protection Training,Compliance,2025-11-29,2026-01-01,Completed,4.0,76.5,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000896,EMP0349,Financial Controls,Finance,2026-03-11,2026-04-19,Completed,4.0,64.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000897,EMP0350,Python for Data Analysis,Technical,2024-03-21,,Overdue,12.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000898,EMP0350,Stakeholder Management,Soft Skills,2024-10-07,2024-11-18,Completed,3.0,81.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000899,EMP0350,Data Protection Training,Compliance,2024-02-26,,In Progress,9.2,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000900,EMP0351,Leading High Performing Teams,Leadership,2026-01-29,2026-02-16,Completed,3.1,52.4,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000901,EMP0352,Stakeholder Management,Soft Skills,2024-12-02,,Not Started,11.9,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000902,EMP0353,Financial Controls,Finance,2024-10-08,2024-11-08,Completed,6.0,85.3,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000903,EMP0353,Inclusive Hiring,HR,2024-02-13,2024-02-27,Completed,1.7,79.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000904,EMP0353,Budget Management,Finance,2025-07-21,2025-08-15,Completed,3.5,65.0,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000905,EMP0354,SQL for Analysts,Technical,2024-01-01,2024-01-21,Completed,13.6,79.8,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000906,EMP0355,Data Protection Training,Compliance,2024-02-28,2024-03-07,Completed,13.5,73.1,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000907,EMP0355,Inclusive Hiring,HR,2024-02-24,,In Progress,12.5,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000908,EMP0355,Workplace Health and Safety,Compliance,2024-01-14,2024-01-24,Completed,13.4,58.9,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000909,EMP0356,Coaching Skills,Leadership,2024-01-06,,Not Started,4.9,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000910,EMP0356,Presentation Skills,Soft Skills,2024-05-08,2024-05-14,Completed,2.1,84.2,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000911,EMP0357,Communication Skills,Soft Skills,2025-12-20,2026-02-02,Completed,7.1,83.7,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000912,EMP0357,Python for Data Analysis,Technical,2024-04-18,,In Progress,4.7,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
TRN000913,EMP0357,Coaching Skills,Leadership,2026-04-04,,Overdue,15.3,,2026-07-09 14:28:10 UTC,training.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
