payroll_id,employee_id,pay_period,annual_salary,monthly_salary,bonus_amount,pay_grade,salary_band,currency,ingestion_timestamp,source_file_name,source_system,pipeline_run_id
PAY006429,EMP0256,2025-12-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006430,EMP0256,2026-01-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006431,EMP0256,2026-02-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006432,EMP0256,2026-03-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006433,EMP0256,2026-04-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006434,EMP0256,2026-05-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006435,EMP0256,2026-06-01,34000,2833.33,0.0,G3,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006436,EMP0257,2024-01-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006437,EMP0257,2024-02-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006438,EMP0257,2024-03-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006439,EMP0257,2024-04-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006440,EMP0257,2024-05-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006441,EMP0257,2024-06-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006442,EMP0257,2024-07-01,55500,4625.0,2117.59,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006443,EMP0257,2024-08-01,55500,4625.0,2571.12,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006444,EMP0257,2024-09-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006445,EMP0257,2024-10-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006446,EMP0257,2024-11-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006447,EMP0257,2024-12-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006448,EMP0257,2025-01-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006449,EMP0257,2025-02-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006450,EMP0257,2025-03-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006451,EMP0257,2025-04-01,55500,4625.0,2656.42,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006452,EMP0257,2025-05-01,55500,4625.0,2129.76,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006453,EMP0257,2025-06-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006454,EMP0257,2025-07-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006455,EMP0257,2025-08-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006456,EMP0257,2025-09-01,55500,4625.0,3148.48,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006457,EMP0257,2025-10-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006458,EMP0257,2025-11-01,55500,4625.0,435.2,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006459,EMP0257,2025-12-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006460,EMP0257,2026-01-01,55500,4625.0,1774.25,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006461,EMP0257,2026-02-01,55500,4625.0,2172.8,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006462,EMP0257,2026-03-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006463,EMP0257,2026-04-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006464,EMP0257,2026-05-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006465,EMP0257,2026-06-01,55500,4625.0,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006466,EMP0258,2024-01-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006467,EMP0258,2024-02-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006468,EMP0258,2024-03-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006469,EMP0258,2024-04-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006470,EMP0258,2024-05-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006471,EMP0258,2024-06-01,57500,4791.67,2660.38,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006472,EMP0258,2024-07-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006473,EMP0258,2024-08-01,57500,4791.67,1197.67,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006474,EMP0258,2024-09-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006475,EMP0258,2024-10-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006476,EMP0258,2024-11-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006477,EMP0258,2024-12-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006478,EMP0258,2025-01-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006479,EMP0258,2025-02-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006480,EMP0258,2025-03-01,57500,4791.67,1033.58,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006481,EMP0258,2025-04-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006482,EMP0258,2025-05-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006483,EMP0258,2025-06-01,57500,4791.67,3497.44,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006484,EMP0258,2025-07-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006485,EMP0258,2025-08-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006486,EMP0258,2025-09-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006487,EMP0258,2025-10-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006488,EMP0258,2025-11-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006489,EMP0258,2025-12-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006490,EMP0258,2026-01-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006491,EMP0258,2026-02-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006492,EMP0258,2026-03-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006493,EMP0258,2026-04-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006494,EMP0258,2026-05-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006495,EMP0258,2026-06-01,57500,4791.67,0.0,G5,50K-65K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006496,EMP0259,2025-02-01,29500,2458.33,2092.48,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006497,EMP0259,2025-03-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006498,EMP0259,2025-04-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006499,EMP0259,2025-05-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006500,EMP0259,2025-06-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006501,EMP0259,2025-07-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006502,EMP0259,2025-08-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006503,EMP0259,2025-09-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006504,EMP0259,2025-10-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006505,EMP0259,2025-11-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006506,EMP0259,2025-12-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006507,EMP0259,2026-01-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006508,EMP0259,2026-02-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006509,EMP0259,2026-03-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006510,EMP0259,2026-04-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006511,EMP0259,2026-05-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006512,EMP0259,2026-06-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006513,EMP0260,2024-01-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006514,EMP0260,2024-02-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006515,EMP0260,2024-03-01,29500,2458.33,414.34,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006516,EMP0260,2024-04-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006517,EMP0260,2024-05-01,29500,2458.33,0.0,G3,Under 30K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006518,EMP0261,2024-01-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006519,EMP0261,2024-02-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006520,EMP0261,2024-03-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006521,EMP0261,2024-04-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006522,EMP0261,2024-05-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006523,EMP0261,2024-06-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006524,EMP0261,2024-07-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006525,EMP0261,2024-08-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006526,EMP0261,2024-09-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006527,EMP0261,2024-10-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006528,EMP0261,2024-11-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006529,EMP0261,2024-12-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006530,EMP0261,2025-01-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006531,EMP0261,2025-02-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006532,EMP0261,2025-03-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006533,EMP0261,2025-04-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006534,EMP0261,2025-05-01,49000,4083.33,2432.13,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006535,EMP0261,2025-06-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006536,EMP0261,2025-07-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006537,EMP0261,2025-08-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006538,EMP0261,2025-09-01,49000,4083.33,1591.78,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006539,EMP0261,2025-10-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006540,EMP0261,2025-11-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006541,EMP0261,2025-12-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006542,EMP0261,2026-01-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006543,EMP0261,2026-02-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006544,EMP0261,2026-03-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006545,EMP0261,2026-04-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006546,EMP0261,2026-05-01,49000,4083.33,0.0,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006547,EMP0261,2026-06-01,49000,4083.33,1682.43,G5,40K-50K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006548,EMP0262,2024-01-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006549,EMP0262,2024-02-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006550,EMP0262,2024-03-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006551,EMP0262,2024-04-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006552,EMP0262,2024-05-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006553,EMP0262,2024-06-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006554,EMP0262,2024-07-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006555,EMP0262,2024-08-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006556,EMP0262,2024-09-01,73000,6083.33,667.02,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006557,EMP0262,2024-10-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006558,EMP0262,2024-11-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006559,EMP0262,2024-12-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006560,EMP0262,2025-01-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006561,EMP0262,2025-02-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006562,EMP0262,2025-03-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006563,EMP0262,2025-04-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006564,EMP0262,2025-05-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006565,EMP0262,2025-06-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006566,EMP0262,2025-07-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006567,EMP0262,2025-08-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006568,EMP0262,2025-09-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006569,EMP0262,2025-10-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006570,EMP0262,2025-11-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006571,EMP0262,2025-12-01,73000,6083.33,1794.97,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006572,EMP0262,2026-01-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006573,EMP0262,2026-02-01,73000,6083.33,1694.21,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
PAY006574,EMP0262,2026-03-01,73000,6083.33,0.0,G5,65K-80K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
