candidate_id,requisition_id,department,job_role,location,recruitment_source,application_date,interview_date,offer_date,hire_date,status,hired_employee_id,time_to_hire_days
CAND000452,REQ3701,Sales,Sales Executive,Manchester,Campus,2026-01-09,,,,Rejected,,
CAND000453,REQ6346,Operations,Senior Operations Specialist,Manchester,LinkedIn,2026-05-02,2026-05-15,2026-05-23,,Offered,,
CAND000454,REQ2950,IT,Senior Data Engineer,Birmingham,LinkedIn,2024-07-22,2024-08-12,,,Interviewed,,
CAND000455,REQ9516,Customer Support,Customer Support Specialist,London,LinkedIn,2026-05-01,2026-05-21,,,Interviewed,,
CAND000456,REQ4039,Operations,Senior Operations Specialist,London,Job Board,2026-06-09,2026-07-02,,,Interviewed,,
CAND000457,REQ6586,HR,HR Business Partner,Leeds,Job Board,2026-05-20,2026-05-26,,,Interviewed,,
CAND000458,REQ8067,IT,Junior Software Developer,London,Referral,2024-06-24,2024-07-04,2024-07-14,,Offered,,
CAND000459,REQ9942,Sales,Senior Account Executive,Edinburgh,Company Website,2026-01-26,2026-02-19,,,Interviewed,,
CAND000460,REQ1223,Operations,Operations Assistant,Birmingham,LinkedIn,2025-08-10,,,,Applied,,
CAND000461,REQ5713,Customer Support,Senior Support Specialist,London,LinkedIn,2026-02-01,,,,Rejected,,
CAND000462,REQ1696,Customer Support,Customer Support Specialist,Edinburgh,LinkedIn,2025-07-08,2025-07-18,,,Interviewed,,
CAND000463,REQ6046,Finance,Finance Analyst,London,Company Website,2026-04-12,,,,Rejected,,
CAND000464,REQ3695,Sales,Sales Development Representative,Manchester,Referral,2025-04-06,,,,Rejected,,
CAND000465,REQ4189,Marketing,Marketing Assistant,Birmingham,Company Website,2025-02-06,,,,Applied,,
CAND000466,REQ6134,HR,HR Advisor,London,Job Board,2025-09-09,,,,Rejected,,
CAND000467,REQ6562,IT,Data Analyst,Manchester,Campus,2026-01-04,,,,Rejected,,
CAND000468,REQ5132,IT,Data Analyst,Birmingham,LinkedIn,2025-06-22,2025-07-15,,,Interviewed,,
CAND000469,REQ5398,Customer Support,Customer Support Specialist,Leeds,Job Board,2026-05-04,2026-05-22,,,Interviewed,,
CAND000470,REQ8426,IT,IT Manager,Bristol,Referral,2025-12-26,,,,Applied,,
CAND000471,REQ3959,Customer Support,Senior Support Specialist,Birmingham,Referral,2026-03-20,2026-04-12,,,Interviewed,,
CAND000472,REQ8509,Marketing,Marketing Assistant,Bristol,Job Board,2024-08-29,,,,Applied,,
CAND000473,REQ5687,Finance,Finance Analyst,Birmingham,Referral,2025-08-03,,,,Rejected,,
CAND000474,REQ6385,HR,HR Director,Bristol,Job Board,2024-01-23,,,,Rejected,,
CAND000475,REQ9664,Finance,Senior Finance Analyst,Leeds,LinkedIn,2025-01-25,2025-02-07,,,Interviewed,,
CAND000476,REQ1331,Finance,Accounts Assistant,London,Referral,2026-01-19,2026-02-07,2026-02-16,,Offered,,
CAND000477,REQ4439,Operations,Operations Assistant,Birmingham,Agency,2024-02-19,2024-02-26,,,Interviewed,,
CAND000478,REQ9741,Marketing,Marketing Assistant,London,Agency,2024-01-06,2024-01-12,,,Interviewed,,
CAND000479,REQ6393,Marketing,Marketing Assistant,Leeds,LinkedIn,2025-08-05,2025-08-15,2025-08-27,,Offered,,
CAND000480,REQ3262,Sales,Sales Manager,Manchester,Referral,2024-11-19,2024-12-07,,,Interviewed,,
CAND000481,REQ8032,Marketing,Marketing Executive,Manchester,Company Website,2026-03-05,,,,Rejected,,
CAND000482,REQ6171,IT,Data Analyst,Birmingham,Job Board,2026-02-06,,,,Rejected,,
CAND000483,REQ9007,Finance,Accounts Assistant,Manchester,Job Board,2025-01-02,,,,Applied,,
CAND000484,REQ1273,Operations,Operations Assistant,London,LinkedIn,2025-10-15,,,,Applied,,
CAND000485,REQ4653,Sales,Sales Manager,London,Referral,2026-05-05,,,,Rejected,,
CAND000486,REQ4364,Customer Support,Customer Support Manager,Edinburgh,LinkedIn,2025-11-27,,,,Rejected,,
CAND000487,REQ9945,Customer Support,Customer Support Advisor,Birmingham,LinkedIn,2024-07-07,,,,Rejected,,
CAND000488,REQ3453,Operations,Operations Analyst,Manchester,Agency,2025-09-02,2025-09-17,,,Interviewed,,
CAND000489,REQ1014,Customer Support,Customer Support Specialist,London,Job Board,2026-01-04,2026-01-17,,,Interviewed,,
CAND000490,REQ6542,Finance,Finance Analyst,London,LinkedIn,2024-04-28,,,,Rejected,,
CAND000491,REQ2971,IT,Senior Data Engineer,Manchester,Campus,2026-03-15,2026-03-31,2026-04-06,,Offered,,
CAND000492,REQ1016,IT,Senior Data Engineer,Manchester,Referral,2024-02-14,,,,Rejected,,
CAND000493,REQ6090,Finance,Senior Finance Analyst,Birmingham,Job Board,2025-04-12,,,,Rejected,,
CAND000494,REQ2577,HR,HR Advisor,Manchester,Job Board,2024-02-23,2024-03-16,,,Interviewed,,
CAND000495,REQ6423,Customer Support,Senior Support Specialist,London,Referral,2025-02-24,,,,Applied,,
CAND000496,REQ2867,Sales,Sales Manager,Birmingham,LinkedIn,2025-03-27,,,,Applied,,
CAND000497,REQ1674,Marketing,Senior Marketing Specialist,London,Company Website,2026-06-12,,,,Applied,,
CAND000498,REQ1562,Customer Support,Senior Support Specialist,London,Agency,2024-09-27,,,,Rejected,,
CAND000499,REQ8281,Sales,Sales Executive,Edinburgh,Job Board,2025-07-13,2025-07-18,2025-07-25,,Offered,,
CAND000500,REQ3122,Marketing,Senior Marketing Specialist,Edinburgh,LinkedIn,2026-01-11,2026-01-21,,,Interviewed,,
CAND000501,REQ5162,Legal,Senior Legal Counsel,Leeds,LinkedIn,2025-01-23,,,,Rejected,,
CAND000502,REQ9555,Finance,Finance Manager,London,Agency,2024-08-13,2024-08-28,,,Interviewed,,
CAND000503,REQ1257,IT,Data Analyst,Bristol,Campus,2024-07-28,,,,Rejected,,
CAND000504,REQ1125,Customer Support,Customer Support Advisor,Leeds,Referral,2024-11-03,,,,Rejected,,
CAND000505,REQ3843,HR,HR Assistant,Edinburgh,Job Board,2025-10-08,2025-10-15,,,Interviewed,,
CAND000506,REQ6825,IT,Senior Data Engineer,Manchester,Referral,2025-09-24,,,,Applied,,
CAND000507,REQ9105,Operations,Operations Assistant,Manchester,Company Website,2026-04-25,,,,Rejected,,
CAND000508,REQ7342,Marketing,Marketing Assistant,Edinburgh,Agency,2025-01-30,2025-02-20,2025-02-24,,Offered,,
CAND000509,REQ7308,Operations,Senior Operations Specialist,Bristol,Company Website,2024-10-06,,,,Applied,,
CAND000510,REQ9238,Sales,Sales Director,London,Job Board,2025-04-15,2025-05-05,,,Interviewed,,
CAND000511,REQ2721,Marketing,Marketing Manager,Birmingham,LinkedIn,2025-05-31,2025-06-17,,,Interviewed,,
CAND000512,REQ9546,HR,HR Assistant,Edinburgh,Job Board,2025-08-06,,,,Rejected,,
CAND000513,REQ1554,HR,HR Assistant,Birmingham,Referral,2024-02-18,,,,Applied,,
CAND000514,REQ3742,Customer Support,Senior Support Specialist,London,LinkedIn,2026-06-03,2026-06-17,2026-06-21,,Offered,,
CAND000515,REQ9471,Operations,Senior Operations Specialist,Manchester,Referral,2025-12-25,,,,Rejected,,
CAND000516,REQ4613,IT,IT Manager,Manchester,Campus,2025-06-26,2025-07-19,2025-07-23,,Offered,,
CAND000517,REQ1479,Customer Support,Customer Support Specialist,Bristol,Agency,2024-10-21,,,,Rejected,,
CAND000518,REQ6808,Operations,Senior Operations Specialist,London,LinkedIn,2024-01-27,2024-02-14,,,Interviewed,,
CAND000519,REQ5796,IT,Junior Software Developer,Leeds,LinkedIn,2026-02-07,2026-02-26,,,Interviewed,,
CAND000520,REQ4505,Operations,Operations Manager,London,Job Board,2025-09-07,2025-09-15,,,Interviewed,,
CAND000521,REQ7631,HR,HR Advisor,Leeds,Job Board,2025-07-27,,,,Rejected,,
CAND000522,REQ4400,Marketing,Marketing Executive,London,Job Board,2024-07-01,2024-07-10,,,Interviewed,,
CAND000523,REQ4776,IT,Senior Data Engineer,Manchester,LinkedIn,2024-09-17,,,,Applied,,
CAND000524,REQ6322,Customer Support,Senior Support Specialist,Bristol,Job Board,2026-03-26,,,,Rejected,,
CAND000525,REQ8574,Operations,Operations Manager,Edinburgh,Job Board,2026-04-10,,,,Rejected,,
CAND000526,REQ7394,Customer Support,Customer Support Specialist,London,Company Website,2025-03-30,,,,Rejected,,
CAND000527,REQ8883,IT,Senior Data Engineer,London,Campus,2025-07-31,,,,Applied,,
CAND000528,REQ2634,Customer Support,Senior Support Specialist,Edinburgh,Agency,2025-11-17,,,,Rejected,,
CAND000529,REQ3228,Finance,Accounts Assistant,London,Agency,2024-04-12,,,,Applied,,
CAND000530,REQ8558,Marketing,Senior Marketing Specialist,London,Company Website,2026-01-28,,,,Rejected,,
CAND000531,REQ9554,Operations,Operations Analyst,London,LinkedIn,2025-09-10,2025-09-17,,,Interviewed,,
CAND000532,REQ3876,Sales,Sales Executive,Manchester,LinkedIn,2025-08-28,,,,Applied,,
CAND000533,REQ4748,Sales,Sales Executive,Birmingham,Job Board,2024-11-20,2024-12-09,,,Interviewed,,
CAND000534,REQ8949,Sales,Sales Development Representative,Birmingham,LinkedIn,2024-08-15,2024-08-26,,,Interviewed,,
CAND000535,REQ4001,HR,HR Assistant,Manchester,Referral,2025-05-24,2025-06-01,,,Interviewed,,
CAND000536,REQ2177,Legal,Legal Assistant,Manchester,Referral,2024-10-10,,,,Applied,,
CAND000537,REQ8799,Marketing,Marketing Executive,Birmingham,Referral,2025-02-19,2025-03-08,,,Interviewed,,
CAND000538,REQ7885,Sales,Sales Executive,Edinburgh,Referral,2024-01-22,,,,Rejected,,
CAND000539,REQ9748,Customer Support,Customer Support Specialist,Edinburgh,LinkedIn,2025-10-04,,,,Rejected,,
CAND000540,REQ8874,Sales,Senior Account Executive,London,LinkedIn,2026-04-04,2026-04-21,2026-04-28,,Offered,,
CAND000541,REQ7871,Sales,Sales Development Representative,London,Campus,2024-01-10,,,,Rejected,,
CAND000542,REQ4648,Legal,Legal Advisor,Birmingham,Agency,2024-04-13,,,,Rejected,,
CAND000543,REQ8462,Operations,Operations Assistant,Birmingham,Company Website,2026-04-17,,,,Rejected,,
CAND000544,REQ1282,HR,HR Business Partner,London,Job Board,2025-03-09,,,,Rejected,,
CAND000545,REQ1650,Sales,Senior Account Executive,Edinburgh,Referral,2024-10-15,,,,Rejected,,
CAND000546,REQ7986,Sales,Sales Development Representative,Birmingham,Job Board,2024-12-26,,,,Rejected,,
CAND000547,REQ5182,Operations,Operations Analyst,Manchester,Company Website,2025-11-02,2025-11-14,,,Interviewed,,
CAND000548,REQ3252,Operations,Senior Operations Specialist,London,Job Board,2026-03-16,2026-03-27,,,Interviewed,,
CAND000549,REQ5967,Sales,Sales Executive,Bristol,Job Board,2025-11-11,,,,Applied,,
CAND000550,REQ2169,Sales,Sales Manager,Bristol,LinkedIn,2024-12-10,,,,Rejected,,
CAND000551,REQ3498,IT,Data Analyst,London,Referral,2024-04-07,,,,Applied,,
CAND000552,REQ8690,Customer Support,Senior Support Specialist,Leeds,Agency,2026-01-05,2026-01-17,,,Interviewed,,
CAND000553,REQ5943,Customer Support,Customer Support Advisor,Birmingham,Referral,2024-04-08,,,,Applied,,
CAND000554,REQ3750,IT,Senior Data Engineer,Manchester,LinkedIn,2024-05-30,,,,Applied,,
CAND000555,REQ2630,Finance,Senior Finance Analyst,Manchester,Job Board,2024-11-17,,,,Rejected,,
CAND000556,REQ1141,Operations,Senior Operations Specialist,Leeds,Company Website,2026-04-06,,,,Rejected,,
CAND000557,REQ2129,Sales,Sales Executive,Manchester,Referral,2024-12-10,2024-12-23,,,Interviewed,,
CAND000558,REQ5379,IT,Data Analyst,London,Job Board,2025-06-13,,,,Applied,,
CAND000559,REQ7867,Operations,Operations Manager,Birmingham,Agency,2025-01-20,,,,Rejected,,
CAND000560,REQ2747,Legal,Senior Legal Counsel,London,Job Board,2024-02-11,,,,Rejected,,
CAND000561,REQ6996,IT,Data Analyst,Manchester,LinkedIn,2026-03-29,2026-04-06,2026-04-14,,Offered,,
CAND000562,REQ4215,Customer Support,Senior Support Specialist,Manchester,LinkedIn,2025-09-19,,,,Rejected,,
CAND000563,REQ4179,Customer Support,Customer Support Specialist,Manchester,Referral,2024-06-29,,,,Rejected,,
CAND000564,REQ6668,Marketing,Marketing Executive,Edinburgh,LinkedIn,2024-02-08,2024-02-22,2024-03-01,,Offered,,
CAND000565,REQ5568,Customer Support,Customer Support Specialist,London,Job Board,2025-12-14,,,,Rejected,,
CAND000566,REQ8078,IT,Senior Data Engineer,Manchester,Referral,2024-07-12,,,,Rejected,,
CAND000567,REQ6820,Customer Support,Customer Support Specialist,Manchester,LinkedIn,2024-02-14,2024-03-07,,,Interviewed,,
CAND000568,REQ4338,IT,Senior Data Engineer,Leeds,Referral,2025-11-25,,,,Rejected,,
CAND000569,REQ4719,Customer Support,Customer Support Advisor,London,Job Board,2025-01-02,2025-01-11,2025-01-20,,Offered,,
CAND000570,REQ8946,HR,HR Manager,London,Company Website,2024-02-22,,,,Rejected,,
CAND000571,REQ5574,Operations,Operations Assistant,Bristol,Referral,2026-04-21,,,,Applied,,
CAND000572,REQ3508,Sales,Sales Director,Manchester,Agency,2026-04-11,,,,Rejected,,
CAND000573,REQ1993,Legal,Legal Advisor,London,LinkedIn,2024-03-24,2024-03-31,,,Interviewed,,
CAND000574,REQ4156,Sales,Sales Development Representative,Edinburgh,Job Board,2024-04-03,,,,Applied,,
CAND000575,REQ7028,Operations,Operations Assistant,Edinburgh,Company Website,2025-07-31,,,,Rejected,,
CAND000576,REQ6561,Operations,Operations Analyst,Manchester,LinkedIn,2025-04-14,,,,Applied,,
CAND000577,REQ5424,Operations,Operations Assistant,Leeds,Company Website,2026-04-17,2026-05-03,,,Interviewed,,
CAND000578,REQ2250,Customer Support,Customer Support Manager,Leeds,Job Board,2026-03-30,,,,Rejected,,
CAND000579,REQ7939,Sales,Sales Development Representative,Manchester,Job Board,2025-04-26,,,,Rejected,,
CAND000580,REQ8859,Finance,Senior Finance Analyst,Leeds,Job Board,2026-01-30,,,,Rejected,,
CAND000581,REQ1506,Legal,Legal Director,London,LinkedIn,2025-09-04,,,,Applied,,
CAND000582,REQ9526,Finance,Senior Finance Analyst,London,Referral,2026-01-24,2026-02-14,,,Interviewed,,
CAND000583,REQ8763,Finance,Finance Analyst,Edinburgh,Job Board,2025-11-15,,,,Applied,,
CAND000584,REQ7121,HR,HR Manager,Manchester,Job Board,2025-02-02,2025-02-07,2025-02-14,,Offered,,
CAND000585,REQ6851,Operations,Operations Analyst,Bristol,LinkedIn,2026-03-01,,,,Rejected,,
CAND000586,REQ9587,Finance,Senior Finance Analyst,Manchester,Agency,2024-02-08,,,,Rejected,,
CAND000587,REQ1107,Sales,Sales Manager,London,Agency,2025-11-30,2025-12-11,,,Interviewed,,
CAND000588,REQ2602,Finance,Finance Analyst,London,Agency,2024-03-19,2024-04-07,,,Interviewed,,
CAND000589,REQ2770,Operations,Senior Operations Specialist,Manchester,Company Website,2026-04-09,,,,Applied,,
CAND000590,REQ1975,Finance,Senior Finance Analyst,Leeds,Referral,2025-02-03,,,,Applied,,
CAND000591,REQ9051,Operations,Operations Analyst,Birmingham,LinkedIn,2024-07-29,,,,Rejected,,
CAND000592,REQ1278,Operations,Operations Assistant,Edinburgh,LinkedIn,2024-10-03,2024-10-12,2024-10-21,,Offered,,
CAND000593,REQ1533,Sales,Sales Executive,Manchester,LinkedIn,2024-07-15,,,,Rejected,,
CAND000594,REQ6842,Sales,Sales Development Representative,Manchester,Referral,2025-08-02,2025-08-22,,,Interviewed,,
CAND000595,REQ5738,Sales,Sales Development Representative,Manchester,LinkedIn,2025-06-24,,,,Rejected,,
CAND000596,REQ2089,Operations,Operations Analyst,Bristol,LinkedIn,2026-06-21,2026-06-27,,,Interviewed,,
CAND000597,REQ9993,Finance,Finance Manager,Edinburgh,Job Board,2025-10-31,2025-11-17,,,Interviewed,,
CAND000598,REQ5010,Sales,Senior Account Executive,Birmingham,Job Board,2026-06-13,2026-06-22,,,Interviewed,,
CAND000599,REQ7265,Operations,Operations Manager,Edinburgh,Agency,2024-12-23,,,,Rejected,,
CAND000600,REQ7450,Marketing,Senior Marketing Specialist,Manchester,Job Board,2025-07-20,,,,Rejected,,
CAND000601,REQ9150,Marketing,Marketing Assistant,Bristol,Agency,2025-12-08,2025-12-18,,,Interviewed,,
CAND000602,REQ7316,Marketing,Marketing Assistant,Birmingham,Job Board,2025-09-26,,,,Rejected,,
CAND000603,REQ4595,Customer Support,Customer Support Specialist,Birmingham,Agency,2026-06-15,2026-07-02,,,Interviewed,,
CAND000604,REQ9637,Operations,Operations Analyst,Birmingham,LinkedIn,2025-06-29,,,,Applied,,
CAND000605,REQ9715,Sales,Sales Development Representative,London,Campus,2024-10-19,2024-11-04,,,Interviewed,,
CAND000606,REQ2810,Customer Support,Customer Support Specialist,Manchester,Job Board,2025-02-03,2025-02-25,,,Interviewed,,
CAND000607,REQ6946,Finance,Accounts Assistant,London,Job Board,2025-03-16,2025-03-31,,,Interviewed,,
CAND000608,REQ6502,Legal,Legal Advisor,Leeds,Job Board,2026-01-28,,,,Rejected,,
CAND000609,REQ2988,IT,Junior Software Developer,Manchester,LinkedIn,2024-04-20,,,,Rejected,,
CAND000610,REQ2659,IT,Junior Software Developer,Manchester,LinkedIn,2026-01-29,,,,Applied,,
CAND000611,REQ3453,Customer Support,Customer Support Specialist,Edinburgh,LinkedIn,2025-10-23,,,,Rejected,,
CAND000612,REQ4681,Customer Support,Customer Support Specialist,London,LinkedIn,2024-12-21,,,,Applied,,
CAND000613,REQ6251,Customer Support,Customer Support Specialist,Bristol,Job Board,2025-12-10,,,,Rejected,,
CAND000614,REQ8335,Finance,Finance Analyst,London,LinkedIn,2025-02-23,,,,Rejected,,
CAND000615,REQ1036,Operations,Operations Manager,Leeds,LinkedIn,2024-02-15,,,,Rejected,,
CAND000616,REQ7207,Customer Support,Senior Support Specialist,Birmingham,Job Board,2025-06-23,,,,Rejected,,
CAND000617,REQ6573,Operations,Operations Assistant,London,Agency,2026-01-29,2026-02-10,,,Interviewed,,
CAND000618,REQ7941,Legal,Senior Legal Counsel,Manchester,Campus,2024-02-06,,,,Rejected,,
CAND000619,REQ5088,IT,Data Analyst,London,Job Board,2026-02-28,2026-03-16,,,Interviewed,,
CAND000620,REQ1228,Sales,Sales Development Representative,London,Job Board,2025-08-16,,,,Rejected,,
CAND000621,REQ4192,HR,HR Business Partner,Manchester,LinkedIn,2024-12-28,,,,Rejected,,
CAND000622,REQ3432,Customer Support,Senior Support Specialist,Manchester,LinkedIn,2024-12-18,,,,Rejected,,
CAND000623,REQ1033,Operations,Operations Manager,Birmingham,LinkedIn,2024-08-09,,,,Applied,,
CAND000624,REQ3539,Marketing,Marketing Executive,Manchester,Referral,2024-06-25,,,,Applied,,
CAND000625,REQ8027,Finance,Finance Analyst,Manchester,Referral,2024-02-18,,,,Rejected,,
CAND000626,REQ9348,IT,Junior Software Developer,London,Job Board,2026-05-18,,,,Applied,,
CAND000627,REQ6718,Sales,Senior Account Executive,Bristol,Job Board,2024-05-03,,,,Rejected,,
CAND000628,REQ8317,HR,HR Advisor,London,LinkedIn,2025-06-06,,,,Applied,,
CAND000629,REQ5809,Customer Support,Customer Support Manager,Leeds,LinkedIn,2024-03-11,2024-03-24,,,Interviewed,,
CAND000630,REQ3746,Operations,Operations Manager,Birmingham,Company Website,2026-06-13,2026-06-22,,,Interviewed,,
CAND000631,REQ4936,Operations,Senior Operations Specialist,Bristol,LinkedIn,2024-02-20,2024-02-29,,,Interviewed,,
CAND000632,REQ6864,Sales,Sales Manager,Manchester,LinkedIn,2024-03-06,,,,Rejected,,
CAND000633,REQ8172,Marketing,Marketing Executive,London,Job Board,2026-04-13,,,,Rejected,,
CAND000634,REQ5974,IT,Data Analyst,Bristol,Campus,2026-03-11,,,,Rejected,,
CAND000635,REQ3843,Marketing,Marketing Executive,Birmingham,LinkedIn,2024-10-17,,,,Rejected,,
CAND000636,REQ4188,Legal,Legal Advisor,Birmingham,Agency,2025-08-26,2025-09-10,,,Interviewed,,
CAND000637,REQ1353,Sales,Sales Manager,Birmingham,LinkedIn,2025-11-05,2025-11-20,2025-12-01,,Offered,,
CAND000638,REQ2421,Sales,Senior Account Executive,London,LinkedIn,2026-02-26,2026-03-18,,,Interviewed,,
CAND000639,REQ6223,IT,Junior Software Developer,Manchester,Campus,2025-08-04,2025-08-21,,,Interviewed,,
CAND000640,REQ5638,Sales,Sales Executive,Manchester,Referral,2025-10-17,,,,Rejected,,
CAND000641,REQ1926,IT,Junior Software Developer,London,Referral,2025-03-05,2025-03-18,,,Interviewed,,
CAND000642,REQ7390,Sales,Sales Manager,Edinburgh,Referral,2024-04-28,2024-05-06,,,Interviewed,,
CAND000643,REQ3278,Sales,Sales Manager,Birmingham,Referral,2024-10-20,,,,Rejected,,
CAND000644,REQ6233,Operations,Operations Analyst,Manchester,Job Board,2024-12-14,,,,Rejected,,
CAND000645,REQ6070,Marketing,Marketing Executive,Birmingham,Job Board,2026-02-25,,,,Applied,,
CAND000646,REQ5261,Operations,Senior Operations Specialist,Birmingham,LinkedIn,2024-12-07,2024-12-27,2025-01-02,,Offered,,
CAND000647,REQ7033,Operations,Operations Assistant,Manchester,Referral,2025-06-01,2025-06-14,2025-06-25,,Offered,,
CAND000648,REQ8016,Operations,Operations Analyst,Birmingham,LinkedIn,2026-06-29,,,,Applied,,
CAND000649,REQ3658,Sales,Sales Development Representative,Leeds,Job Board,2024-08-19,2024-08-28,2024-09-10,,Offered,,
CAND000650,REQ3808,IT,Data Analyst,Edinburgh,Job Board,2024-01-08,2024-01-31,2024-02-04,,Offered,,
CAND000651,REQ7598,Sales,Sales Executive,Leeds,Agency,2025-02-04,2025-02-15,2025-02-25,,Offered,,
CAND000652,REQ8825,Operations,Operations Analyst,London,Referral,2024-11-25,,,,Rejected,,
CAND000653,REQ5000,IT,Senior Data Engineer,Leeds,Agency,2025-05-04,,,,Applied,,
CAND000654,REQ2357,Customer Support,Senior Support Specialist,Birmingham,Referral,2026-03-31,,,,Applied,,
CAND000655,REQ2976,Operations,Senior Operations Specialist,Birmingham,Campus,2025-09-17,,,,Rejected,,
CAND000656,REQ8812,Finance,Accounts Assistant,Manchester,Job Board,2026-03-19,,,,Rejected,,
CAND000657,REQ8016,Sales,Sales Development Representative,Bristol,Job Board,2026-02-05,2026-03-01,,,Interviewed,,
CAND000658,REQ5108,Customer Support,Customer Support Advisor,London,LinkedIn,2025-06-10,,,,Rejected,,
CAND000659,REQ4004,Marketing,Marketing Executive,Manchester,LinkedIn,2025-09-16,,,,Rejected,,
CAND000660,REQ8242,Customer Support,Customer Support Specialist,London,Agency,2026-01-02,2026-01-13,,,Interviewed,,
CAND000661,REQ9520,Marketing,Marketing Executive,Birmingham,Agency,2025-01-29,,,,Rejected,,
CAND000662,REQ9036,Customer Support,Customer Support Advisor,London,Job Board,2025-11-18,2025-12-08,,,Interviewed,,
CAND000663,REQ1232,Finance,Senior Finance Analyst,Birmingham,Campus,2026-05-20,2026-06-06,,,Interviewed,,
CAND000664,REQ8889,IT,Junior Software Developer,Leeds,Referral,2025-10-07,,,,Rejected,,
CAND000665,REQ4754,Legal,Legal Advisor,London,LinkedIn,2024-10-09,2024-11-01,,,Interviewed,,
CAND000666,REQ5469,Marketing,Senior Marketing Specialist,Bristol,Company Website,2025-03-20,2025-04-08,,,Interviewed,,
CAND000667,REQ9238,IT,Junior Software Developer,London,Company Website,2024-09-13,2024-10-07,,,Interviewed,,
CAND000668,REQ5341,Operations,Senior Operations Specialist,Manchester,LinkedIn,2024-10-12,2024-11-05,,,Interviewed,,
CAND000669,REQ7612,Customer Support,Customer Support Specialist,London,Referral,2026-01-18,2026-01-28,,,Interviewed,,
CAND000670,REQ7989,IT,Junior Software Developer,London,Job Board,2024-12-07,,,,Rejected,,
CAND000671,REQ7491,IT,Data Analyst,London,Agency,2025-03-14,2025-03-21,,,Interviewed,,
CAND000672,REQ6671,IT,Junior Software Developer,Birmingham,LinkedIn,2025-06-22,,,,Rejected,,
CAND000673,REQ7470,Sales,Senior Account Executive,Leeds,Agency,2025-03-22,2025-04-05,,,Interviewed,,
CAND000674,REQ8205,IT,IT Manager,London,Job Board,2025-01-22,,,,Rejected,,
CAND000675,REQ6343,Sales,Sales Executive,Edinburgh,Campus,2024-11-01,,,,Applied,,
CAND000676,REQ3413,Operations,Operations Assistant,Birmingham,Agency,2024-11-16,,,,Rejected,,
CAND000677,REQ7550,Operations,Operations Director,Birmingham,Agency,2025-03-26,2025-03-31,,,Interviewed,,
CAND000678,REQ6311,Operations,Operations Analyst,London,Company Website,2024-03-25,2024-04-17,2024-04-29,,Offered,,
CAND000679,REQ6913,Customer Support,Customer Support Manager,London,LinkedIn,2025-02-14,2025-02-27,,,Interviewed,,
CAND000680,REQ8373,Operations,Senior Operations Specialist,Manchester,Job Board,2024-08-01,2024-08-17,,,Interviewed,,
CAND000681,REQ4361,Sales,Sales Executive,Manchester,Job Board,2025-03-06,2025-03-11,,,Interviewed,,
CAND000682,REQ4159,Sales,Sales Executive,London,LinkedIn,2025-10-10,,,,Rejected,,
CAND000683,REQ1519,Operations,Senior Operations Specialist,Leeds,Referral,2025-05-11,,,,Applied,,
CAND000684,REQ9849,Finance,Accounts Assistant,Bristol,Job Board,2024-02-16,,,,Rejected,,
CAND000685,REQ7677,Finance,Senior Finance Analyst,Edinburgh,Job Board,2024-03-18,,,,Rejected,,
CAND000686,REQ7683,Operations,Operations Manager,London,LinkedIn,2025-09-17,,,,Applied,,
CAND000687,REQ3804,Operations,Operations Assistant,Bristol,Job Board,2026-04-06,,,,Applied,,
CAND000688,REQ3339,Sales,Senior Account Executive,London,Referral,2025-08-08,,,,Rejected,,
CAND000689,REQ2009,Operations,Operations Assistant,London,LinkedIn,2025-04-01,2025-04-24,,,Interviewed,,
CAND000690,REQ4920,Customer Support,Customer Support Manager,Manchester,Job Board,2025-04-28,2025-05-11,,,Interviewed,,
CAND000691,REQ8033,Customer Support,Customer Support Advisor,London,Referral,2026-06-01,,,,Rejected,,
CAND000692,REQ3894,Customer Support,Customer Support Manager,London,Referral,2024-05-01,2024-05-14,,,Interviewed,,
CAND000693,REQ7161,HR,HR Assistant,London,Campus,2026-04-27,2026-05-10,2026-05-14,,Offered,,
CAND000694,REQ3925,Marketing,Marketing Director,Birmingham,Company Website,2024-01-14,2024-01-28,,,Interviewed,,
CAND000695,REQ7507,Customer Support,Customer Support Advisor,Bristol,LinkedIn,2025-02-05,,,,Rejected,,
CAND000696,REQ4970,Sales,Sales Executive,London,Job Board,2024-07-07,2024-07-27,2024-08-09,,Offered,,
CAND000697,REQ4472,Operations,Senior Operations Specialist,Edinburgh,Job Board,2024-03-11,,,,Rejected,,
CAND000698,REQ4188,IT,Junior Software Developer,Leeds,LinkedIn,2026-05-31,2026-06-12,2026-06-15,,Offered,,
CAND000699,REQ3559,Sales,Sales Executive,Leeds,Agency,2024-04-20,,,,Rejected,,
CAND000700,REQ8877,Sales,Sales Director,Edinburgh,LinkedIn,2025-10-14,2025-10-27,,,Interviewed,,
CAND000701,REQ3443,Customer Support,Customer Support Specialist,Leeds,Referral,2025-08-21,,,,Rejected,,
CAND000702,REQ4684,Operations,Operations Director,London,Referral,2025-09-22,,,,Rejected,,
CAND000703,REQ5458,Finance,Finance Analyst,Birmingham,LinkedIn,2025-10-05,2025-10-25,,,Interviewed,,
CAND000704,REQ4246,IT,Senior Data Engineer,Bristol,Job Board,2025-05-04,2025-05-09,2025-05-15,,Offered,,
CAND000705,REQ1503,IT,Data Analyst,Edinburgh,Company Website,2024-05-17,,,,Applied,,
