payroll_id,employee_id,pay_period,annual_salary,monthly_salary,bonus_amount,pay_grade,salary_band,currency
PAY005532,EMP0223,2025-09-01,59000,4916.67,0.0,G5,50K-65K,GBP
PAY005533,EMP0223,2025-10-01,59000,4916.67,1244.87,G5,50K-65K,GBP
PAY005534,EMP0223,2025-11-01,59000,4916.67,0.0,G5,50K-65K,GBP
PAY005535,EMP0223,2025-12-01,59000,4916.67,0.0,G5,50K-65K,GBP
PAY005536,EMP0223,2026-01-01,59000,4916.67,0.0,G5,50K-65K,GBP
PAY005537,EMP0223,2026-02-01,59000,4916.67,0.0,G5,50K-65K,GBP
PAY005538,EMP0223,2026-03-01,59000,4916.67,0.0,G5,50K-65K,GBP
PAY005539,EMP0223,2026-04-01,59000,4916.67,0.0,G5,50K-65K,GBP
PAY005540,EMP0223,2026-05-01,59000,4916.67,0.0,G5,50K-65K,GBP
PAY005541,EMP0223,2026-06-01,59000,4916.67,0.0,G5,50K-65K,GBP
PAY005542,EMP0224,2024-01-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005543,EMP0224,2024-02-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005544,EMP0224,2024-03-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005545,EMP0224,2024-04-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005546,EMP0224,2024-05-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005547,EMP0224,2024-06-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005548,EMP0224,2024-07-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005549,EMP0224,2024-08-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005550,EMP0224,2024-09-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005551,EMP0224,2024-10-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005552,EMP0224,2024-11-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005553,EMP0224,2024-12-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005554,EMP0224,2025-01-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005555,EMP0224,2025-02-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005556,EMP0224,2025-03-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005557,EMP0224,2025-04-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005558,EMP0224,2025-05-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005559,EMP0224,2025-06-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005560,EMP0224,2025-07-01,35000,2916.67,2211.34,G3,30K-40K,GBP
PAY005561,EMP0224,2025-08-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005562,EMP0224,2025-09-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005563,EMP0224,2025-10-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005564,EMP0224,2025-11-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005565,EMP0224,2025-12-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005566,EMP0224,2026-01-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005567,EMP0224,2026-02-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005568,EMP0224,2026-03-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005569,EMP0224,2026-04-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005570,EMP0224,2026-05-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005571,EMP0224,2026-06-01,35000,2916.67,0.0,G3,30K-40K,GBP
PAY005572,EMP0225,2024-01-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005573,EMP0225,2024-02-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005574,EMP0225,2024-03-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005575,EMP0225,2024-04-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005576,EMP0225,2024-05-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005577,EMP0225,2024-06-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005578,EMP0225,2024-07-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005579,EMP0225,2024-08-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005580,EMP0225,2024-09-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005581,EMP0225,2024-10-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005582,EMP0225,2024-11-01,50000,4166.67,385.86,G4,50K-65K,GBP
PAY005583,EMP0225,2024-12-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005584,EMP0225,2025-01-01,50000,4166.67,1313.04,G4,50K-65K,GBP
PAY005585,EMP0225,2025-02-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005586,EMP0225,2025-03-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005587,EMP0225,2025-04-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005588,EMP0225,2025-05-01,50000,4166.67,481.28,G4,50K-65K,GBP
PAY005589,EMP0225,2025-06-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005590,EMP0225,2025-07-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005591,EMP0225,2025-08-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005592,EMP0225,2025-09-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005593,EMP0225,2025-10-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005594,EMP0225,2025-11-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005595,EMP0225,2025-12-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005596,EMP0225,2026-01-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005597,EMP0225,2026-02-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005598,EMP0225,2026-03-01,50000,4166.67,2810.37,G4,50K-65K,GBP
PAY005599,EMP0225,2026-04-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005600,EMP0225,2026-05-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005601,EMP0225,2026-06-01,50000,4166.67,0.0,G4,50K-65K,GBP
PAY005602,EMP0226,2024-11-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005603,EMP0226,2024-12-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005604,EMP0226,2025-01-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005605,EMP0226,2025-02-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005606,EMP0226,2025-03-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005607,EMP0226,2025-04-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005608,EMP0226,2025-05-01,67500,5625.0,2155.96,G6,65K-80K,GBP
PAY005609,EMP0226,2025-06-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005610,EMP0226,2025-07-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005611,EMP0226,2025-08-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005612,EMP0226,2025-09-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005613,EMP0226,2025-10-01,67500,5625.0,2158.77,G6,65K-80K,GBP
PAY005614,EMP0226,2025-11-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005615,EMP0226,2025-12-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005616,EMP0226,2026-01-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005617,EMP0226,2026-02-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005618,EMP0226,2026-03-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005619,EMP0226,2026-04-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005620,EMP0226,2026-05-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005621,EMP0226,2026-06-01,67500,5625.0,0.0,G6,65K-80K,GBP
PAY005622,EMP0227,2024-01-01,33000,2750.0,0.0,G3,30K-40K,GBP
PAY005623,EMP0227,2024-02-01,33000,2750.0,3113.49,G3,30K-40K,GBP
PAY005624,EMP0227,2024-03-01,33000,2750.0,0.0,G3,30K-40K,GBP
PAY005625,EMP0227,2024-04-01,33000,2750.0,0.0,G3,30K-40K,GBP
PAY005626,EMP0228,2024-01-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005627,EMP0228,2024-02-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005628,EMP0228,2024-03-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005629,EMP0228,2024-04-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005630,EMP0228,2024-05-01,48000,4000.0,2538.54,G4,40K-50K,GBP
PAY005631,EMP0228,2024-06-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005632,EMP0228,2024-07-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005633,EMP0228,2024-08-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005634,EMP0228,2024-09-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005635,EMP0228,2024-10-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005636,EMP0228,2024-11-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005637,EMP0228,2024-12-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005638,EMP0228,2025-01-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005639,EMP0228,2025-02-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005640,EMP0228,2025-03-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005641,EMP0228,2025-04-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005642,EMP0228,2025-05-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005643,EMP0228,2025-06-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005644,EMP0228,2025-07-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005645,EMP0228,2025-08-01,48000,4000.0,1409.91,G4,40K-50K,GBP
PAY005646,EMP0228,2025-09-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005647,EMP0228,2025-10-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005648,EMP0228,2025-11-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005649,EMP0228,2025-12-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005650,EMP0228,2026-01-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005651,EMP0228,2026-02-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005652,EMP0228,2026-03-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005653,EMP0228,2026-04-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005654,EMP0228,2026-05-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005655,EMP0228,2026-06-01,48000,4000.0,0.0,G4,40K-50K,GBP
PAY005656,EMP0229,2024-01-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005657,EMP0229,2024-02-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005658,EMP0229,2024-03-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005659,EMP0229,2024-04-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005660,EMP0229,2024-05-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005661,EMP0229,2024-06-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005662,EMP0229,2024-07-01,63500,5291.67,2286.42,G5,50K-65K,GBP
PAY005663,EMP0229,2024-08-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005664,EMP0229,2024-09-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005665,EMP0229,2024-10-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005666,EMP0229,2024-11-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005667,EMP0229,2024-12-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005668,EMP0229,2025-01-01,63500,5291.67,1908.65,G5,50K-65K,GBP
PAY005669,EMP0229,2025-02-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005670,EMP0229,2025-03-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005671,EMP0229,2025-04-01,63500,5291.67,2589.64,G5,50K-65K,GBP
PAY005672,EMP0229,2025-05-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005673,EMP0229,2025-06-01,63500,5291.67,1159.72,G5,50K-65K,GBP
PAY005674,EMP0229,2025-07-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005675,EMP0229,2025-08-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005676,EMP0229,2025-09-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005677,EMP0229,2025-10-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005678,EMP0229,2025-11-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005679,EMP0229,2025-12-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005680,EMP0229,2026-01-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005681,EMP0229,2026-02-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005682,EMP0229,2026-03-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005683,EMP0229,2026-04-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005684,EMP0229,2026-05-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005685,EMP0229,2026-06-01,63500,5291.67,0.0,G5,50K-65K,GBP
PAY005686,EMP0230,2024-03-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005687,EMP0230,2024-04-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005688,EMP0230,2024-05-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005689,EMP0230,2024-06-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005690,EMP0230,2024-07-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005691,EMP0230,2024-08-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005692,EMP0230,2024-09-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005693,EMP0230,2024-10-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005694,EMP0230,2024-11-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005695,EMP0230,2024-12-01,48500,4041.67,1994.89,G4,40K-50K,GBP
PAY005696,EMP0230,2025-01-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005697,EMP0230,2025-02-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005698,EMP0230,2025-03-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005699,EMP0230,2025-04-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005700,EMP0230,2025-05-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005701,EMP0230,2025-06-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005702,EMP0230,2025-07-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005703,EMP0230,2025-08-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005704,EMP0230,2025-09-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005705,EMP0230,2025-10-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005706,EMP0230,2025-11-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005707,EMP0230,2025-12-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005708,EMP0230,2026-01-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005709,EMP0230,2026-02-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005710,EMP0230,2026-03-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005711,EMP0230,2026-04-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005712,EMP0230,2026-05-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005713,EMP0230,2026-06-01,48500,4041.67,0.0,G4,40K-50K,GBP
PAY005714,EMP0231,2024-01-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005715,EMP0231,2024-02-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005716,EMP0231,2024-03-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005717,EMP0231,2024-04-01,30500,2541.67,968.25,G3,30K-40K,GBP
PAY005718,EMP0231,2024-05-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005719,EMP0231,2024-06-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005720,EMP0231,2024-07-01,30500,2541.67,2729.56,G3,30K-40K,GBP
PAY005721,EMP0231,2024-08-01,30500,2541.67,1699.57,G3,30K-40K,GBP
PAY005722,EMP0231,2024-09-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005723,EMP0231,2024-10-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005724,EMP0231,2024-11-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005725,EMP0231,2024-12-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005726,EMP0231,2025-01-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005727,EMP0231,2025-02-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005728,EMP0231,2025-03-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005729,EMP0231,2025-04-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005730,EMP0231,2025-05-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005731,EMP0231,2025-06-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005732,EMP0231,2025-07-01,30500,2541.67,569.33,G3,30K-40K,GBP
PAY005733,EMP0231,2025-08-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005734,EMP0231,2025-09-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005735,EMP0231,2025-10-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005736,EMP0231,2025-11-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005737,EMP0231,2025-12-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005738,EMP0231,2026-01-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005739,EMP0231,2026-02-01,30500,2541.67,2651.37,G3,30K-40K,GBP
PAY005740,EMP0231,2026-03-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005741,EMP0231,2026-04-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005742,EMP0231,2026-05-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005743,EMP0231,2026-06-01,30500,2541.67,0.0,G3,30K-40K,GBP
PAY005744,EMP0232,2024-01-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005745,EMP0232,2024-02-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005746,EMP0232,2024-03-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005747,EMP0232,2024-04-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005748,EMP0232,2024-05-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005749,EMP0232,2024-06-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005750,EMP0232,2024-07-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005751,EMP0232,2024-08-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005752,EMP0232,2024-09-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005753,EMP0232,2024-10-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005754,EMP0232,2024-11-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005755,EMP0232,2024-12-01,51500,4291.67,1287.2,G4,50K-65K,GBP
PAY005756,EMP0232,2025-01-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005757,EMP0232,2025-02-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005758,EMP0232,2025-03-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005759,EMP0232,2025-04-01,51500,4291.67,1213.01,G4,50K-65K,GBP
PAY005760,EMP0232,2025-05-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005761,EMP0232,2025-06-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005762,EMP0232,2025-07-01,51500,4291.67,3437.82,G4,50K-65K,GBP
PAY005763,EMP0232,2025-08-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005764,EMP0232,2025-09-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005765,EMP0232,2025-10-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005766,EMP0232,2025-11-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005767,EMP0232,2025-12-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005768,EMP0232,2026-01-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005769,EMP0232,2026-02-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005770,EMP0232,2026-03-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005771,EMP0232,2026-04-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005772,EMP0232,2026-05-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005773,EMP0232,2026-06-01,51500,4291.67,0.0,G4,50K-65K,GBP
PAY005774,EMP0233,2024-01-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005775,EMP0233,2024-02-01,50000,4166.67,734.11,G5,50K-65K,GBP
PAY005776,EMP0233,2024-03-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005777,EMP0233,2024-04-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005778,EMP0233,2024-05-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005779,EMP0233,2024-06-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005780,EMP0233,2024-07-01,50000,4166.67,2983.63,G5,50K-65K,GBP
PAY005781,EMP0233,2024-08-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005782,EMP0233,2024-09-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005783,EMP0233,2024-10-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005784,EMP0233,2024-11-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005785,EMP0233,2024-12-01,50000,4166.67,2107.42,G5,50K-65K,GBP
PAY005786,EMP0233,2025-01-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005787,EMP0233,2025-02-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005788,EMP0233,2025-03-01,50000,4166.67,2245.38,G5,50K-65K,GBP
PAY005789,EMP0233,2025-04-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005790,EMP0233,2025-05-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005791,EMP0233,2025-06-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005792,EMP0233,2025-07-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005793,EMP0233,2025-08-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005794,EMP0233,2025-09-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005795,EMP0233,2025-10-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005796,EMP0233,2025-11-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005797,EMP0233,2025-12-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005798,EMP0233,2026-01-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005799,EMP0233,2026-02-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005800,EMP0233,2026-03-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005801,EMP0233,2026-04-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005802,EMP0233,2026-05-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005803,EMP0233,2026-06-01,50000,4166.67,0.0,G5,50K-65K,GBP
PAY005804,EMP0234,2024-12-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005805,EMP0234,2025-01-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005806,EMP0234,2025-02-01,80000,6666.67,1932.12,G5,80K-100K,GBP
PAY005807,EMP0234,2025-03-01,80000,6666.67,1967.36,G5,80K-100K,GBP
PAY005808,EMP0234,2025-04-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005809,EMP0234,2025-05-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005810,EMP0234,2025-06-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005811,EMP0234,2025-07-01,80000,6666.67,1231.01,G5,80K-100K,GBP
PAY005812,EMP0234,2025-08-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005813,EMP0234,2025-09-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005814,EMP0234,2025-10-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005815,EMP0234,2025-11-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005816,EMP0234,2025-12-01,80000,6666.67,1212.69,G5,80K-100K,GBP
PAY005817,EMP0234,2026-01-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005818,EMP0234,2026-02-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005819,EMP0234,2026-03-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005820,EMP0234,2026-04-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005821,EMP0234,2026-05-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005822,EMP0234,2026-06-01,80000,6666.67,0.0,G5,80K-100K,GBP
PAY005823,EMP0235,2024-01-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005824,EMP0235,2024-02-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005825,EMP0235,2024-03-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005826,EMP0235,2024-04-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005827,EMP0235,2024-05-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005828,EMP0235,2024-06-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005829,EMP0235,2024-07-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005830,EMP0235,2024-08-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005831,EMP0235,2024-09-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005832,EMP0235,2024-10-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005833,EMP0235,2024-11-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005834,EMP0235,2024-12-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005835,EMP0235,2025-01-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005836,EMP0235,2025-02-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005837,EMP0235,2025-03-01,43000,3583.33,2594.82,G4,40K-50K,GBP
PAY005838,EMP0235,2025-04-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005839,EMP0235,2025-05-01,43000,3583.33,2016.64,G4,40K-50K,GBP
PAY005840,EMP0235,2025-06-01,43000,3583.33,479.76,G4,40K-50K,GBP
PAY005841,EMP0235,2025-07-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005842,EMP0235,2025-08-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005843,EMP0235,2025-09-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005844,EMP0235,2025-10-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005845,EMP0235,2025-11-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005846,EMP0235,2025-12-01,43000,3583.33,0.0,G4,40K-50K,GBP
PAY005847,EMP0235,2026-01-01,43000,3583.33,0.0,G4,40K-50K,GBP
