performance_id,employee_id,review_year,review_period,performance_rating,potential_rating,promotion_flag,manager_id
PERF000879,EMP0360,2024,Annual,3,3,0,
PERF000880,EMP0360,2024,Mid-Year,4,5,1,
PERF000881,EMP0360,2025,Annual,4,4,0,
PERF000882,EMP0361,2024,Annual,2,2,0,EMP0489
PERF000883,EMP0361,2025,Annual,4,4,0,EMP0489
PERF000884,EMP0361,2025,Mid-Year,4,5,0,EMP0489
PERF000885,EMP0363,2024,Annual,4,5,0,EMP0374
PERF000886,EMP0363,2025,Annual,4,4,0,EMP0374
PERF000887,EMP0363,2025,Mid-Year,4,4,0,EMP0374
PERF000888,EMP0364,2024,Annual,4,4,0,EMP0119
PERF000889,EMP0364,2024,Mid-Year,3,4,0,EMP0119
PERF000890,EMP0364,2025,Annual,3,1,0,EMP0119
PERF000891,EMP0365,2024,Annual,4,4,0,EMP0396
PERF000892,EMP0365,2025,Annual,3,3,0,EMP0396
PERF000893,EMP0366,2024,Annual,3,4,0,EMP0141
PERF000894,EMP0366,2024,Mid-Year,3,4,0,EMP0141
PERF000895,EMP0366,2025,Annual,3,3,0,EMP0141
PERF000896,EMP0366,2025,Mid-Year,4,4,0,EMP0141
PERF000897,EMP0367,2024,Annual,4,5,0,EMP0463
PERF000898,EMP0367,2025,Annual,3,3,0,EMP0463
PERF000899,EMP0368,2024,Annual,3,3,0,EMP0512
PERF000900,EMP0368,2025,Annual,3,3,0,EMP0512
PERF000901,EMP0368,2025,Mid-Year,3,4,0,EMP0512
PERF000902,EMP0369,2024,Annual,4,3,0,EMP0530
PERF000903,EMP0369,2025,Annual,4,4,0,EMP0530
PERF000904,EMP0369,2025,Mid-Year,4,4,0,EMP0530
PERF000905,EMP0370,2024,Annual,4,4,0,EMP0489
PERF000906,EMP0370,2024,Mid-Year,3,3,0,EMP0489
PERF000907,EMP0370,2025,Annual,4,3,0,EMP0489
PERF000908,EMP0370,2025,Mid-Year,4,3,0,EMP0489
PERF000909,EMP0371,2025,Annual,4,4,0,EMP0479
PERF000910,EMP0372,2024,Annual,2,3,0,EMP0205
PERF000911,EMP0372,2024,Mid-Year,2,3,0,EMP0205
PERF000912,EMP0372,2025,Annual,3,3,0,EMP0205
PERF000913,EMP0373,2024,Annual,3,2,0,EMP0338
PERF000914,EMP0373,2024,Mid-Year,2,2,0,EMP0338
PERF000915,EMP0373,2025,Annual,3,3,0,EMP0338
PERF000916,EMP0373,2025,Mid-Year,3,3,0,EMP0338
PERF000917,EMP0374,2024,Annual,3,4,0,
PERF000918,EMP0374,2024,Mid-Year,2,2,0,
PERF000919,EMP0374,2025,Annual,2,3,0,
PERF000920,EMP0375,2024,Annual,5,5,1,EMP0491
PERF000921,EMP0375,2024,Mid-Year,4,3,0,EMP0491
PERF000922,EMP0375,2025,Annual,5,5,0,EMP0491
PERF000923,EMP0377,2024,Annual,4,5,0,EMP0353
PERF000924,EMP0377,2025,Annual,5,5,1,EMP0353
PERF000925,EMP0377,2025,Mid-Year,4,5,0,EMP0353
PERF000926,EMP0379,2024,Annual,4,4,0,EMP0600
PERF000927,EMP0379,2024,Mid-Year,5,4,0,EMP0600
PERF000928,EMP0379,2025,Annual,4,3,0,EMP0600
PERF000929,EMP0379,2025,Mid-Year,4,4,0,EMP0600
PERF000930,EMP0380,2024,Annual,3,3,0,EMP0002
PERF000931,EMP0380,2025,Annual,4,5,1,EMP0002
PERF000932,EMP0381,2025,Annual,1,1,0,EMP0091
PERF000933,EMP0382,2025,Annual,2,2,0,EMP0036
PERF000934,EMP0383,2024,Annual,4,3,0,EMP0400
PERF000935,EMP0383,2025,Annual,4,4,0,EMP0400
PERF000936,EMP0384,2024,Annual,4,4,0,EMP0393
PERF000937,EMP0384,2024,Mid-Year,2,2,0,EMP0393
PERF000938,EMP0384,2025,Annual,3,2,0,EMP0393
PERF000939,EMP0385,2024,Annual,2,2,0,EMP0396
PERF000940,EMP0385,2024,Mid-Year,3,3,0,EMP0396
PERF000941,EMP0385,2025,Annual,1,1,0,EMP0396
PERF000942,EMP0385,2025,Mid-Year,1,1,0,EMP0396
PERF000943,EMP0386,2024,Annual,4,4,0,EMP0113
PERF000944,EMP0386,2025,Annual,4,5,0,EMP0113
PERF000945,EMP0387,2024,Annual,4,4,0,EMP0141
PERF000946,EMP0387,2025,Annual,3,4,0,EMP0141
PERF000947,EMP0388,2024,Annual,4,4,0,EMP0384
PERF000948,EMP0388,2025,Annual,4,5,0,EMP0384
PERF000949,EMP0388,2025,Mid-Year,4,4,0,EMP0384
PERF000950,EMP0389,2024,Annual,5,5,0,EMP0006
PERF000951,EMP0389,2025,Annual,5,5,0,EMP0006
PERF000952,EMP0390,2024,Annual,3,2,0,EMP0463
PERF000953,EMP0390,2024,Mid-Year,3,2,0,EMP0463
PERF000954,EMP0392,2024,Annual,3,3,0,EMP0319
PERF000955,EMP0392,2025,Annual,4,4,0,EMP0319
PERF000956,EMP0393,2024,Annual,3,4,0,
PERF000957,EMP0393,2025,Annual,4,5,0,
PERF000958,EMP0393,2025,Mid-Year,3,3,0,
PERF000959,EMP0394,2024,Annual,5,5,0,EMP0361
PERF000960,EMP0394,2025,Annual,5,5,1,EMP0361
PERF000961,EMP0395,2024,Annual,1,1,0,EMP0544
PERF000962,EMP0395,2024,Mid-Year,2,1,0,EMP0544
PERF000963,EMP0395,2025,Annual,3,3,0,EMP0544
PERF000964,EMP0395,2025,Mid-Year,3,3,0,EMP0544
PERF000965,EMP0397,2024,Annual,2,2,0,EMP0460
PERF000966,EMP0397,2025,Annual,2,1,0,EMP0460
PERF000967,EMP0398,2024,Annual,4,4,1,EMP0286
PERF000968,EMP0398,2025,Annual,3,2,0,EMP0286
PERF000969,EMP0399,2025,Annual,2,2,0,EMP0460
PERF000970,EMP0399,2025,Mid-Year,1,1,0,EMP0460
PERF000971,EMP0400,2024,Annual,4,4,0,EMP0002
PERF000972,EMP0400,2025,Annual,3,4,0,EMP0002
PERF000973,EMP0401,2024,Annual,4,4,0,EMP0113
PERF000974,EMP0401,2025,Annual,3,3,0,EMP0113
PERF000975,EMP0401,2025,Mid-Year,2,1,0,EMP0113
PERF000976,EMP0402,2024,Annual,3,3,0,EMP0361
PERF000977,EMP0402,2025,Annual,5,4,0,EMP0361
PERF000978,EMP0403,2024,Annual,4,4,0,EMP0489
PERF000979,EMP0403,2025,Annual,3,2,0,EMP0489
PERF000980,EMP0403,2025,Mid-Year,4,5,0,EMP0489
PERF000981,EMP0404,2024,Annual,3,2,0,EMP0484
PERF000982,EMP0404,2024,Mid-Year,2,3,0,EMP0484
PERF000983,EMP0404,2025,Annual,3,3,0,EMP0484
PERF000984,EMP0405,2025,Annual,5,5,0,EMP0206
PERF000985,EMP0405,2025,Mid-Year,5,3,0,EMP0206
PERF000986,EMP0406,2024,Annual,3,2,0,EMP0328
PERF000987,EMP0406,2025,Annual,3,4,0,EMP0328
PERF000988,EMP0406,2025,Mid-Year,3,4,0,EMP0328
PERF000989,EMP0407,2024,Annual,3,3,0,EMP0600
PERF000990,EMP0407,2024,Mid-Year,2,2,0,EMP0600
PERF000991,EMP0407,2025,Annual,3,4,0,EMP0600
PERF000992,EMP0407,2025,Mid-Year,3,3,0,EMP0600
PERF000993,EMP0408,2024,Annual,3,2,0,EMP0439
PERF000994,EMP0408,2024,Mid-Year,3,3,0,EMP0439
PERF000995,EMP0408,2025,Annual,4,4,0,EMP0439
PERF000996,EMP0409,2024,Annual,3,3,0,EMP0020
PERF000997,EMP0409,2025,Annual,2,1,0,EMP0020
PERF000998,EMP0409,2025,Mid-Year,3,4,0,EMP0020
PERF000999,EMP0410,2024,Annual,3,4,0,EMP0165
PERF001000,EMP0410,2025,Annual,3,4,0,EMP0165
PERF001001,EMP0410,2025,Mid-Year,2,1,0,EMP0165
PERF001002,EMP0411,2025,Annual,3,2,0,EMP0489
PERF001003,EMP0413,2024,Annual,3,2,0,EMP0489
PERF001004,EMP0413,2024,Mid-Year,3,3,0,EMP0489
PERF001005,EMP0413,2025,Annual,3,4,0,EMP0489
PERF001006,EMP0414,2024,Annual,3,3,0,EMP0032
PERF001007,EMP0414,2024,Mid-Year,4,4,0,EMP0032
PERF001008,EMP0414,2025,Annual,5,4,0,EMP0032
PERF001009,EMP0415,2024,Annual,3,3,0,EMP0479
PERF001010,EMP0415,2024,Mid-Year,4,3,0,EMP0479
PERF001011,EMP0415,2025,Annual,4,3,0,EMP0479
PERF001012,EMP0415,2025,Mid-Year,4,4,0,EMP0479
PERF001013,EMP0416,2024,Annual,3,3,0,
PERF001014,EMP0416,2024,Mid-Year,4,4,0,
PERF001015,EMP0416,2025,Annual,4,4,1,
PERF001016,EMP0416,2025,Mid-Year,5,5,1,
PERF001017,EMP0417,2024,Annual,2,2,0,EMP0136
PERF001018,EMP0417,2024,Mid-Year,1,1,0,EMP0136
PERF001019,EMP0417,2025,Annual,1,1,0,EMP0136
PERF001020,EMP0418,2024,Annual,5,5,1,EMP0470
PERF001021,EMP0419,2024,Annual,2,2,0,EMP0495
PERF001022,EMP0420,2025,Annual,3,4,0,EMP0360
PERF001023,EMP0420,2025,Mid-Year,4,4,0,EMP0360
PERF001024,EMP0421,2024,Annual,4,5,0,
PERF001025,EMP0421,2025,Annual,3,2,0,
PERF001026,EMP0421,2025,Mid-Year,3,4,0,
PERF001027,EMP0422,2024,Annual,4,4,0,EMP0165
PERF001028,EMP0422,2025,Annual,4,5,0,EMP0165
PERF001029,EMP0423,2024,Annual,4,4,0,EMP0438
PERF001030,EMP0423,2024,Mid-Year,5,4,1,EMP0438
PERF001031,EMP0423,2025,Annual,5,5,0,EMP0438
PERF001032,EMP0423,2025,Mid-Year,4,4,0,EMP0438
PERF001033,EMP0424,2024,Annual,3,3,0,EMP0002
PERF001034,EMP0424,2025,Annual,3,3,0,EMP0002
PERF001035,EMP0424,2025,Mid-Year,3,2,0,EMP0002
PERF001036,EMP0425,2024,Annual,5,5,0,EMP0329
PERF001037,EMP0425,2024,Mid-Year,4,4,0,EMP0329
PERF001038,EMP0425,2025,Annual,4,4,0,EMP0329
PERF001039,EMP0426,2024,Annual,3,3,0,EMP0215
PERF001040,EMP0426,2024,Mid-Year,3,3,0,EMP0215
PERF001041,EMP0426,2025,Annual,4,4,1,EMP0215
PERF001042,EMP0427,2024,Annual,4,5,0,EMP0286
PERF001043,EMP0427,2025,Annual,4,4,0,EMP0286
PERF001044,EMP0427,2025,Mid-Year,3,2,0,EMP0286
PERF001045,EMP0428,2024,Annual,2,2,0,EMP0530
PERF001046,EMP0428,2024,Mid-Year,4,4,0,EMP0530
PERF001047,EMP0428,2025,Annual,3,3,0,EMP0530
PERF001048,EMP0428,2025,Mid-Year,2,2,0,EMP0530
PERF001049,EMP0429,2025,Annual,4,4,0,EMP0544
PERF001050,EMP0430,2024,Annual,2,2,0,EMP0528
PERF001051,EMP0432,2024,Annual,1,2,0,EMP0489
PERF001052,EMP0432,2025,Annual,3,4,0,EMP0489
PERF001053,EMP0433,2024,Annual,4,4,0,
PERF001054,EMP0433,2025,Annual,4,5,0,
PERF001055,EMP0433,2025,Mid-Year,4,3,0,
PERF001056,EMP0434,2024,Annual,4,4,0,EMP0218
PERF001057,EMP0434,2024,Mid-Year,4,4,1,EMP0218
PERF001058,EMP0434,2025,Annual,4,5,0,EMP0218
PERF001059,EMP0435,2024,Annual,4,3,0,EMP0113
PERF001060,EMP0436,2024,Annual,3,3,0,EMP0530
PERF001061,EMP0436,2025,Annual,3,2,0,EMP0530
PERF001062,EMP0436,2025,Mid-Year,3,3,0,EMP0530
PERF001063,EMP0437,2024,Annual,4,4,1,EMP0374
PERF001064,EMP0437,2025,Annual,4,4,1,EMP0374
PERF001065,EMP0438,2024,Annual,2,2,0,EMP0063
PERF001066,EMP0438,2025,Annual,4,3,0,EMP0063
PERF001067,EMP0438,2025,Mid-Year,3,3,0,EMP0063
PERF001068,EMP0440,2024,Annual,3,3,0,EMP0020
PERF001069,EMP0440,2024,Mid-Year,2,1,0,EMP0020
PERF001070,EMP0440,2025,Annual,3,3,0,EMP0020
PERF001071,EMP0440,2025,Mid-Year,4,3,0,EMP0020
PERF001072,EMP0441,2024,Annual,4,4,0,EMP0416
PERF001073,EMP0441,2024,Mid-Year,4,3,0,EMP0416
PERF001074,EMP0441,2025,Annual,3,3,0,EMP0416
PERF001075,EMP0442,2024,Annual,3,3,0,EMP0328
PERF001076,EMP0442,2024,Mid-Year,4,4,0,EMP0328
PERF001077,EMP0442,2025,Annual,4,3,0,EMP0328
PERF001078,EMP0443,2024,Annual,4,4,0,EMP0396
PERF001079,EMP0443,2024,Mid-Year,5,5,0,EMP0396
PERF001080,EMP0443,2025,Annual,3,4,0,EMP0396
PERF001081,EMP0443,2025,Mid-Year,3,3,0,EMP0396
PERF001082,EMP0444,2024,Annual,1,1,0,EMP0333
PERF001083,EMP0444,2025,Annual,1,1,0,EMP0333
PERF001084,EMP0446,2025,Annual,3,4,0,EMP0504
PERF001085,EMP0447,2024,Annual,3,4,0,EMP0032
PERF001086,EMP0447,2025,Annual,2,2,0,EMP0032
PERF001087,EMP0447,2025,Mid-Year,4,4,1,EMP0032
PERF001088,EMP0448,2024,Annual,3,4,0,EMP0165
PERF001089,EMP0448,2025,Annual,4,4,0,EMP0165
PERF001090,EMP0448,2025,Mid-Year,5,4,0,EMP0165
PERF001091,EMP0449,2025,Annual,4,4,0,EMP0319
PERF001092,EMP0449,2025,Mid-Year,4,3,0,EMP0319
PERF001093,EMP0450,2024,Annual,4,5,0,EMP0396
PERF001094,EMP0450,2024,Mid-Year,4,5,0,EMP0396
PERF001095,EMP0450,2025,Annual,4,3,0,EMP0396
PERF001096,EMP0450,2025,Mid-Year,4,3,0,EMP0396
PERF001097,EMP0451,2024,Annual,3,3,0,EMP0530
PERF001098,EMP0451,2025,Annual,4,5,0,EMP0530
PERF001099,EMP0452,2024,Annual,5,5,0,
PERF001100,EMP0452,2024,Mid-Year,5,5,0,
PERF001101,EMP0452,2025,Annual,4,5,0,
PERF001102,EMP0453,2024,Annual,4,5,0,EMP0353
PERF001103,EMP0453,2025,Annual,3,3,0,EMP0353
PERF001104,EMP0454,2024,Annual,4,4,0,EMP0361
PERF001105,EMP0454,2024,Mid-Year,3,3,0,EMP0361
PERF001106,EMP0454,2025,Annual,4,3,0,EMP0361
PERF001107,EMP0455,2024,Annual,4,3,0,EMP0319
PERF001108,EMP0455,2024,Mid-Year,4,5,1,EMP0319
PERF001109,EMP0455,2025,Annual,3,2,0,EMP0319
PERF001110,EMP0455,2025,Mid-Year,4,3,0,EMP0319
PERF001111,EMP0456,2024,Annual,5,5,1,EMP0484
PERF001112,EMP0456,2024,Mid-Year,5,5,0,EMP0484
PERF001113,EMP0456,2025,Annual,5,5,0,EMP0484
PERF001114,EMP0456,2025,Mid-Year,5,5,0,EMP0484
PERF001115,EMP0457,2024,Annual,2,2,0,
PERF001116,EMP0457,2024,Mid-Year,2,2,0,
PERF001117,EMP0457,2025,Annual,3,3,0,
PERF001118,EMP0457,2025,Mid-Year,3,4,0,
PERF001119,EMP0458,2025,Annual,3,3,0,EMP0452
PERF001120,EMP0459,2024,Annual,5,5,0,EMP0360
PERF001121,EMP0459,2025,Annual,5,5,0,EMP0360
PERF001122,EMP0459,2025,Mid-Year,5,5,0,EMP0360
PERF001123,EMP0460,2025,Annual,4,4,0,EMP0479
PERF001124,EMP0461,2024,Annual,4,4,0,EMP0205
PERF001125,EMP0461,2025,Annual,4,5,0,EMP0205
PERF001126,EMP0461,2025,Mid-Year,4,4,0,EMP0205
PERF001127,EMP0462,2024,Annual,4,5,0,EMP0433
PERF001128,EMP0463,2024,Annual,4,5,0,EMP0360
PERF001129,EMP0463,2025,Annual,4,4,0,EMP0360
PERF001130,EMP0464,2024,Annual,5,5,1,EMP0205
PERF001131,EMP0464,2024,Mid-Year,4,5,0,EMP0205
PERF001132,EMP0464,2025,Annual,3,3,0,EMP0205
PERF001133,EMP0465,2024,Annual,5,5,1,EMP0226
PERF001134,EMP0465,2025,Annual,5,4,0,EMP0226
PERF001135,EMP0465,2025,Mid-Year,4,5,1,EMP0226
PERF001136,EMP0466,2024,Annual,3,2,0,EMP0165
PERF001137,EMP0466,2025,Annual,2,1,0,EMP0165
PERF001138,EMP0466,2025,Mid-Year,3,3,0,EMP0165
PERF001139,EMP0467,2024,Annual,4,3,0,EMP0439
PERF001140,EMP0467,2024,Mid-Year,4,4,0,EMP0439
PERF001141,EMP0467,2025,Annual,5,4,1,EMP0439
PERF001142,EMP0468,2024,Annual,3,4,0,EMP0600
PERF001143,EMP0468,2024,Mid-Year,2,1,0,EMP0600
PERF001144,EMP0468,2025,Annual,2,1,0,EMP0600
PERF001145,EMP0468,2025,Mid-Year,2,2,0,EMP0600
PERF001146,EMP0469,2025,Annual,4,5,0,EMP0433
PERF001147,EMP0470,2024,Annual,5,5,0,
PERF001148,EMP0470,2025,Annual,5,4,0,
PERF001149,EMP0471,2024,Annual,2,2,0,EMP0433
PERF001150,EMP0471,2024,Mid-Year,2,1,0,EMP0433
PERF001151,EMP0471,2025,Annual,2,2,0,EMP0433
PERF001152,EMP0473,2024,Annual,3,3,0,EMP0544
PERF001153,EMP0473,2025,Annual,3,4,0,EMP0544
PERF001154,EMP0474,2024,Annual,3,5,0,EMP0433
PERF001155,EMP0474,2025,Annual,4,4,0,EMP0433
PERF001156,EMP0474,2025,Mid-Year,4,4,0,EMP0433
PERF001157,EMP0475,2024,Annual,4,4,1,EMP0393
PERF001158,EMP0475,2024,Mid-Year,3,3,0,EMP0393
PERF001159,EMP0475,2025,Annual,4,4,0,EMP0393
PERF001160,EMP0476,2024,Annual,3,4,0,EMP0032
PERF001161,EMP0476,2024,Mid-Year,3,3,0,EMP0032
PERF001162,EMP0476,2025,Annual,2,2,0,EMP0032
PERF001163,EMP0477,2024,Annual,5,5,0,EMP0489
PERF001164,EMP0477,2024,Mid-Year,4,5,1,EMP0489
PERF001165,EMP0477,2025,Annual,4,3,0,EMP0489
PERF001166,EMP0477,2025,Mid-Year,4,4,0,EMP0489
PERF001167,EMP0478,2024,Annual,3,1,0,EMP0091
PERF001168,EMP0478,2025,Annual,3,2,0,EMP0091
PERF001169,EMP0478,2025,Mid-Year,4,4,1,EMP0091
PERF001170,EMP0479,2024,Annual,4,3,0,
PERF001171,EMP0479,2025,Annual,4,3,0,
PERF001172,EMP0479,2025,Mid-Year,3,4,0,
PERF001173,EMP0480,2024,Annual,3,3,0,EMP0020
PERF001174,EMP0480,2024,Mid-Year,3,3,0,EMP0020
PERF001175,EMP0480,2025,Annual,4,3,0,EMP0020
PERF001176,EMP0480,2025,Mid-Year,4,2,0,EMP0020
PERF001177,EMP0481,2024,Annual,3,3,0,EMP0544
PERF001178,EMP0481,2025,Annual,3,3,0,EMP0544
PERF001179,EMP0482,2024,Annual,2,2,0,EMP0353
PERF001180,EMP0482,2024,Mid-Year,2,2,0,EMP0353
PERF001181,EMP0482,2025,Annual,2,2,0,EMP0353
PERF001182,EMP0483,2024,Annual,3,3,0,EMP0006
PERF001183,EMP0483,2024,Mid-Year,4,4,0,EMP0006
PERF001184,EMP0483,2025,Annual,3,3,0,EMP0006
PERF001185,EMP0483,2025,Mid-Year,3,4,0,EMP0006
PERF001186,EMP0484,2024,Annual,3,4,0,EMP0063
PERF001187,EMP0484,2025,Annual,2,1,0,EMP0063
PERF001188,EMP0485,2024,Annual,2,2,0,EMP0439
PERF001189,EMP0485,2025,Annual,1,1,0,EMP0439
PERF001190,EMP0485,2025,Mid-Year,2,3,0,EMP0439
PERF001191,EMP0486,2024,Annual,5,5,0,EMP0002
PERF001192,EMP0486,2025,Annual,4,4,0,EMP0002
PERF001193,EMP0486,2025,Mid-Year,3,2,0,EMP0002
PERF001194,EMP0487,2024,Annual,2,2,0,EMP0571
PERF001195,EMP0487,2025,Annual,2,2,0,EMP0571
PERF001196,EMP0487,2025,Mid-Year,3,5,0,EMP0571
PERF001197,EMP0488,2024,Annual,3,3,0,EMP0491
PERF001198,EMP0488,2025,Annual,3,3,0,EMP0491
PERF001199,EMP0489,2024,Annual,4,4,0,
PERF001200,EMP0489,2025,Annual,3,4,0,
PERF001201,EMP0489,2025,Mid-Year,4,4,0,
PERF001202,EMP0490,2024,Annual,3,3,0,EMP0024
PERF001203,EMP0490,2025,Annual,2,2,0,EMP0024
PERF001204,EMP0492,2024,Annual,3,1,0,EMP0396
PERF001205,EMP0492,2025,Annual,3,2,0,EMP0396
PERF001206,EMP0493,2024,Annual,4,2,0,EMP0279
PERF001207,EMP0493,2025,Annual,4,5,0,EMP0279
PERF001208,EMP0493,2025,Mid-Year,4,3,0,EMP0279
PERF001209,EMP0494,2024,Annual,3,3,0,EMP0463
PERF001210,EMP0494,2025,Annual,4,5,0,EMP0463
PERF001211,EMP0494,2025,Mid-Year,4,5,0,EMP0463
PERF001212,EMP0495,2024,Annual,1,1,0,EMP0063
PERF001213,EMP0495,2024,Mid-Year,2,2,0,EMP0063
PERF001214,EMP0495,2025,Annual,1,2,0,EMP0063
PERF001215,EMP0495,2025,Mid-Year,2,2,0,EMP0063
PERF001216,EMP0496,2025,Annual,4,5,1,EMP0113
PERF001217,EMP0496,2025,Mid-Year,3,3,0,EMP0113
PERF001218,EMP0497,2024,Annual,2,2,0,EMP0400
PERF001219,EMP0498,2024,Annual,3,3,0,EMP0287
PERF001220,EMP0498,2025,Annual,3,4,0,EMP0287
PERF001221,EMP0498,2025,Mid-Year,3,2,0,EMP0287
PERF001222,EMP0499,2024,Annual,3,4,0,EMP0360
PERF001223,EMP0499,2025,Annual,2,2,0,EMP0360
PERF001224,EMP0499,2025,Mid-Year,2,2,0,EMP0360
PERF001225,EMP0500,2025,Annual,4,4,0,EMP0489
PERF001226,EMP0501,2024,Annual,2,1,0,EMP0396
PERF001227,EMP0501,2025,Annual,3,3,0,EMP0396
PERF001228,EMP0501,2025,Mid-Year,3,3,0,EMP0396
PERF001229,EMP0503,2024,Annual,3,4,0,EMP0116
PERF001230,EMP0503,2024,Mid-Year,3,2,0,EMP0116
PERF001231,EMP0503,2025,Annual,2,2,0,EMP0116
PERF001232,EMP0505,2024,Annual,2,1,0,EMP0051
PERF001233,EMP0505,2025,Annual,2,2,0,EMP0051
PERF001234,EMP0505,2025,Mid-Year,2,1,0,EMP0051
PERF001235,EMP0506,2024,Annual,3,3,0,EMP0489
PERF001236,EMP0506,2025,Annual,4,5,1,EMP0489
PERF001237,EMP0507,2024,Annual,3,3,0,EMP0032
PERF001238,EMP0507,2024,Mid-Year,4,4,0,EMP0032
PERF001239,EMP0507,2025,Annual,4,4,0,EMP0032
PERF001240,EMP0507,2025,Mid-Year,4,3,0,EMP0032
PERF001241,EMP0508,2025,Annual,3,3,0,EMP0469
PERF001242,EMP0509,2024,Annual,3,2,0,EMP0528
PERF001243,EMP0509,2025,Annual,4,5,0,EMP0528
PERF001244,EMP0510,2024,Annual,3,3,0,EMP0452
PERF001245,EMP0510,2024,Mid-Year,3,4,0,EMP0452
PERF001246,EMP0511,2025,Annual,2,3,0,EMP0276
PERF001247,EMP0512,2024,Annual,3,3,0,EMP0433
PERF001248,EMP0512,2024,Mid-Year,3,3,0,EMP0433
PERF001249,EMP0512,2025,Annual,4,5,0,EMP0433
PERF001250,EMP0513,2024,Annual,3,2,0,EMP0006
PERF001251,EMP0513,2024,Mid-Year,4,4,0,EMP0006
PERF001252,EMP0513,2025,Annual,4,5,0,EMP0006
PERF001253,EMP0514,2024,Annual,3,3,0,EMP0599
PERF001254,EMP0514,2025,Annual,4,5,0,EMP0599
PERF001255,EMP0515,2024,Annual,2,3,0,EMP0333
PERF001256,EMP0515,2025,Annual,2,1,0,EMP0333
PERF001257,EMP0516,2024,Annual,5,5,0,EMP0024
PERF001258,EMP0516,2025,Annual,4,4,0,EMP0024
PERF001259,EMP0517,2024,Annual,4,4,0,EMP0032
PERF001260,EMP0517,2025,Annual,5,5,0,EMP0032
PERF001261,EMP0518,2024,Annual,2,2,0,EMP0400
PERF001262,EMP0518,2025,Annual,2,2,0,EMP0400
PERF001263,EMP0518,2025,Mid-Year,2,1,0,EMP0400
PERF001264,EMP0519,2024,Annual,3,3,0,EMP0582
PERF001265,EMP0519,2025,Annual,4,4,1,EMP0582
PERF001266,EMP0519,2025,Mid-Year,4,4,0,EMP0582
PERF001267,EMP0520,2024,Annual,3,2,0,EMP0400
PERF001268,EMP0520,2024,Mid-Year,3,3,0,EMP0400
PERF001269,EMP0520,2025,Annual,3,2,0,EMP0400
PERF001270,EMP0520,2025,Mid-Year,4,4,0,EMP0400
PERF001271,EMP0521,2024,Annual,2,1,0,EMP0036
PERF001272,EMP0521,2024,Mid-Year,2,2,0,EMP0036
PERF001273,EMP0521,2025,Annual,2,2,0,EMP0036
PERF001274,EMP0522,2024,Annual,5,5,0,EMP0472
PERF001275,EMP0522,2024,Mid-Year,4,4,0,EMP0472
PERF001276,EMP0522,2025,Annual,4,4,0,EMP0472
PERF001277,EMP0523,2025,Annual,4,4,1,EMP0287
PERF001278,EMP0523,2025,Mid-Year,4,4,0,EMP0287
PERF001279,EMP0524,2024,Annual,5,4,0,EMP0528
PERF001280,EMP0524,2025,Annual,5,5,0,EMP0528
PERF001281,EMP0524,2025,Mid-Year,5,4,0,EMP0528
PERF001282,EMP0525,2024,Annual,3,2,0,EMP0205
PERF001283,EMP0525,2025,Annual,2,2,0,EMP0205
PERF001284,EMP0525,2025,Mid-Year,3,4,0,EMP0205
PERF001285,EMP0526,2025,Annual,4,3,0,EMP0051
PERF001286,EMP0527,2025,Annual,3,2,0,EMP0063
PERF001287,EMP0528,2024,Annual,4,5,0,
PERF001288,EMP0528,2025,Annual,3,2,0,
PERF001289,EMP0529,2024,Annual,4,4,0,EMP0528
PERF001290,EMP0529,2024,Mid-Year,4,3,0,EMP0528
PERF001291,EMP0529,2025,Annual,5,4,1,EMP0528
PERF001292,EMP0529,2025,Mid-Year,5,5,0,EMP0528
PERF001293,EMP0531,2025,Annual,2,3,0,EMP0528
PERF001294,EMP0531,2025,Mid-Year,3,3,0,EMP0528
PERF001295,EMP0532,2024,Annual,3,3,0,EMP0215
PERF001296,EMP0532,2025,Annual,2,2,0,EMP0215
PERF001297,EMP0533,2024,Annual,3,3,0,EMP0119
PERF001298,EMP0533,2024,Mid-Year,3,4,0,EMP0119
PERF001299,EMP0533,2025,Annual,5,5,0,EMP0119
PERF001300,EMP0534,2025,Annual,4,4,1,EMP0470
PERF001301,EMP0535,2024,Annual,2,4,0,EMP0165
PERF001302,EMP0537,2024,Annual,3,3,0,EMP0287
PERF001303,EMP0538,2024,Annual,2,1,0,EMP0460
PERF001304,EMP0538,2024,Mid-Year,2,2,0,EMP0460
PERF001305,EMP0538,2025,Annual,2,3,0,EMP0460
PERF001306,EMP0539,2024,Annual,4,3,0,EMP0582
PERF001307,EMP0539,2025,Annual,3,3,0,EMP0582
PERF001308,EMP0540,2024,Annual,3,3,0,EMP0457
PERF001309,EMP0540,2024,Mid-Year,3,3,0,EMP0457
PERF001310,EMP0540,2025,Annual,3,3,0,EMP0457
PERF001311,EMP0540,2025,Mid-Year,2,2,0,EMP0457
PERF001312,EMP0541,2024,Annual,2,1,0,EMP0544
PERF001313,EMP0541,2024,Mid-Year,2,2,0,EMP0544
PERF001314,EMP0541,2025,Annual,3,3,0,EMP0544
PERF001315,EMP0542,2024,Annual,4,4,1,EMP0528
PERF001316,EMP0542,2025,Annual,5,5,0,EMP0528
PERF001317,EMP0542,2025,Mid-Year,4,4,0,EMP0528
PERF001318,EMP0543,2024,Annual,3,3,0,EMP0351
PERF001319,EMP0543,2024,Mid-Year,4,4,0,EMP0351
PERF001320,EMP0543,2025,Annual,4,4,0,EMP0351
