attendance_id,employee_id,attendance_month,working_days,present_days,absent_days,late_arrivals,remote_work_days,overtime_hours
ATT006012,EMP0241,2024-10-01,23,23,0,0,18,6.7
ATT006013,EMP0241,2024-11-01,21,21,0,0,18,0.0
ATT006014,EMP0241,2024-12-01,22,21,1,0,16,0.0
ATT006015,EMP0241,2025-01-01,23,20,3,0,17,2.0
ATT006016,EMP0241,2025-02-01,20,20,0,0,16,2.5
ATT006017,EMP0241,2025-03-01,21,20,1,0,16,5.7
ATT006018,EMP0241,2025-04-01,22,21,1,0,18,0.0
ATT006019,EMP0241,2025-05-01,22,21,1,0,14,2.9
ATT006020,EMP0241,2025-06-01,21,21,0,0,17,6.1
ATT006021,EMP0241,2025-07-01,23,23,0,3,19,2.9
ATT006022,EMP0241,2025-08-01,21,21,0,0,20,6.0
ATT006023,EMP0241,2025-09-01,22,22,0,1,18,1.7
ATT006024,EMP0241,2025-10-01,23,22,1,0,17,4.8
ATT006025,EMP0241,2025-11-01,20,20,0,0,18,1.8
ATT006026,EMP0241,2025-12-01,23,22,1,1,20,0.4
ATT006027,EMP0241,2026-01-01,22,22,0,0,17,0.0
ATT006028,EMP0241,2026-02-01,20,20,0,2,16,4.0
ATT006029,EMP0241,2026-03-01,22,21,1,0,21,0.0
ATT006030,EMP0241,2026-04-01,22,22,0,0,17,0.0
ATT006031,EMP0241,2026-05-01,21,20,1,1,18,0.9
ATT006032,EMP0241,2026-06-01,22,21,1,0,16,7.3
ATT006033,EMP0242,2024-01-01,23,21,2,1,3,11.5
ATT006034,EMP0242,2024-02-01,21,19,2,0,1,5.4
ATT006035,EMP0242,2024-03-01,21,18,3,4,1,1.5
ATT006036,EMP0242,2024-04-01,22,18,4,0,3,9.4
ATT006037,EMP0242,2024-05-01,23,22,1,0,0,14.5
ATT006038,EMP0242,2024-06-01,20,19,1,1,2,0.0
ATT006039,EMP0242,2024-07-01,23,19,4,0,4,0.6
ATT006040,EMP0242,2024-08-01,22,19,3,1,0,0.3
ATT006041,EMP0242,2024-09-01,21,16,5,2,2,6.0
ATT006042,EMP0242,2024-10-01,23,21,2,2,1,10.1
ATT006043,EMP0242,2024-11-01,21,17,4,3,5,5.7
ATT006044,EMP0242,2024-12-01,22,19,3,1,0,2.2
ATT006045,EMP0242,2025-01-01,23,20,3,1,1,2.4
ATT006046,EMP0242,2025-02-01,20,16,4,1,2,2.8
ATT006047,EMP0242,2025-03-01,21,20,1,1,0,4.3
ATT006048,EMP0242,2025-04-01,22,20,2,0,0,4.3
ATT006049,EMP0242,2025-05-01,22,20,2,0,1,4.3
ATT006050,EMP0242,2025-06-01,21,19,2,1,1,7.0
ATT006051,EMP0242,2025-07-01,23,22,1,1,4,1.4
ATT006052,EMP0242,2025-08-01,21,18,3,1,0,0.0
ATT006053,EMP0242,2025-09-01,22,22,0,1,0,6.2
ATT006054,EMP0242,2025-10-01,23,19,4,0,2,6.4
ATT006055,EMP0242,2025-11-01,20,19,1,1,1,9.8
ATT006056,EMP0242,2025-12-01,23,17,6,0,1,9.5
ATT006057,EMP0242,2026-01-01,22,21,1,1,5,7.3
ATT006058,EMP0242,2026-02-01,20,18,2,0,0,0.0
ATT006059,EMP0242,2026-03-01,22,19,3,0,0,9.2
ATT006060,EMP0242,2026-04-01,22,20,2,0,2,0.0
ATT006061,EMP0242,2026-05-01,21,19,2,1,3,18.2
ATT006062,EMP0242,2026-06-01,22,20,2,2,0,5.6
ATT006063,EMP0243,2024-01-01,23,21,2,1,3,4.3
ATT006064,EMP0243,2024-02-01,21,19,2,3,3,7.6
ATT006065,EMP0243,2024-03-01,21,20,1,1,2,6.8
ATT006066,EMP0243,2024-04-01,22,17,5,0,0,3.4
ATT006067,EMP0243,2024-05-01,23,17,6,1,0,5.3
ATT006068,EMP0243,2024-06-01,20,18,2,1,3,5.8
ATT006069,EMP0243,2024-07-01,23,16,7,2,0,0.1
ATT006070,EMP0243,2024-08-01,22,14,8,0,0,0.0
ATT006071,EMP0243,2024-09-01,21,17,4,3,0,0.0
ATT006072,EMP0243,2024-10-01,23,19,4,3,1,3.6
ATT006073,EMP0243,2024-11-01,21,18,3,2,1,6.2
ATT006074,EMP0243,2024-12-01,22,15,7,4,3,2.5
ATT006075,EMP0243,2025-01-01,23,19,4,3,1,11.4
ATT006076,EMP0243,2025-02-01,20,16,4,0,0,0.0
ATT006077,EMP0243,2025-03-01,21,12,9,1,0,3.6
ATT006078,EMP0243,2025-04-01,22,19,3,3,3,6.6
ATT006079,EMP0243,2025-05-01,22,21,1,0,2,4.4
ATT006080,EMP0243,2025-06-01,21,13,8,1,0,11.3
ATT006081,EMP0243,2025-07-01,23,21,2,0,5,5.9
ATT006082,EMP0243,2025-08-01,21,17,4,0,0,7.1
ATT006083,EMP0243,2025-09-01,22,19,3,1,4,2.9
ATT006084,EMP0243,2025-10-01,23,21,2,2,0,0.0
ATT006085,EMP0243,2025-11-01,20,16,4,1,3,8.6
ATT006086,EMP0243,2025-12-01,23,22,1,1,4,4.3
ATT006087,EMP0243,2026-01-01,22,17,5,2,0,6.5
ATT006088,EMP0243,2026-02-01,20,15,5,2,0,7.7
ATT006089,EMP0243,2026-03-01,22,14,8,1,2,6.4
ATT006090,EMP0243,2026-04-01,22,21,1,0,1,12.3
ATT006091,EMP0243,2026-05-01,21,20,1,1,1,7.9
ATT006092,EMP0244,2024-01-01,23,21,2,0,7,6.8
ATT006093,EMP0244,2024-02-01,21,19,2,1,2,7.2
ATT006094,EMP0244,2024-03-01,21,17,4,0,0,3.0
ATT006095,EMP0244,2024-04-01,22,21,1,1,2,0.9
ATT006096,EMP0244,2024-05-01,23,19,4,1,1,2.6
ATT006097,EMP0244,2024-06-01,20,20,0,0,1,2.0
ATT006098,EMP0244,2024-07-01,23,20,3,0,5,7.4
ATT006099,EMP0244,2024-08-01,22,19,3,0,2,3.4
ATT006100,EMP0244,2024-09-01,21,18,3,0,1,10.7
ATT006101,EMP0244,2024-10-01,23,19,4,1,0,2.3
ATT006102,EMP0244,2024-11-01,21,18,3,1,2,7.8
ATT006103,EMP0244,2024-12-01,22,20,2,0,2,3.2
ATT006104,EMP0244,2025-01-01,23,22,1,0,6,7.9
ATT006105,EMP0244,2025-02-01,20,19,1,0,0,1.7
ATT006106,EMP0244,2025-03-01,21,19,2,1,4,0.4
ATT006107,EMP0244,2025-04-01,22,20,2,0,4,2.2
ATT006108,EMP0244,2025-05-01,22,21,1,0,6,4.9
ATT006109,EMP0244,2025-06-01,21,19,2,2,4,6.2
ATT006110,EMP0244,2025-07-01,23,23,0,2,1,3.5
ATT006111,EMP0244,2025-08-01,21,21,0,0,0,0.0
ATT006112,EMP0244,2025-09-01,22,19,3,0,0,4.8
ATT006113,EMP0244,2025-10-01,23,19,4,1,4,6.2
ATT006114,EMP0244,2025-11-01,20,18,2,0,0,3.6
ATT006115,EMP0244,2025-12-01,23,21,2,0,5,0.0
ATT006116,EMP0244,2026-01-01,22,18,4,0,4,5.7
ATT006117,EMP0244,2026-02-01,20,17,3,0,1,4.0
ATT006118,EMP0244,2026-03-01,22,19,3,1,0,1.9
ATT006119,EMP0244,2026-04-01,22,20,2,0,4,15.6
ATT006120,EMP0244,2026-05-01,21,20,1,1,6,2.3
ATT006121,EMP0244,2026-06-01,22,19,3,0,3,2.0
ATT006122,EMP0245,2024-01-01,23,19,4,2,7,0.0
ATT006123,EMP0245,2024-02-01,21,16,5,1,12,7.6
ATT006124,EMP0245,2024-03-01,21,20,1,2,10,3.8
ATT006125,EMP0245,2024-04-01,22,22,0,1,15,2.8
ATT006126,EMP0245,2024-05-01,23,20,3,2,13,0.6
ATT006127,EMP0245,2024-06-01,20,19,1,0,9,2.2
ATT006128,EMP0245,2024-07-01,23,19,4,3,8,5.6
ATT006129,EMP0245,2024-08-01,22,19,3,1,10,3.9
ATT006130,EMP0245,2024-09-01,21,17,4,3,5,1.8
ATT006131,EMP0245,2024-10-01,23,21,2,1,11,3.5
ATT006132,EMP0245,2024-11-01,21,17,4,1,16,7.6
ATT006133,EMP0245,2024-12-01,22,19,3,1,7,0.9
ATT006134,EMP0245,2025-01-01,23,16,7,2,5,2.7
ATT006135,EMP0245,2025-02-01,20,17,3,4,7,6.3
ATT006136,EMP0245,2025-03-01,21,19,2,1,5,9.9
ATT006137,EMP0245,2025-04-01,22,20,2,1,6,0.0
ATT006138,EMP0245,2025-05-01,22,19,3,0,12,7.1
ATT006139,EMP0245,2025-06-01,21,16,5,1,2,0.0
ATT006140,EMP0245,2025-07-01,23,20,3,0,9,6.7
ATT006141,EMP0245,2025-08-01,21,17,4,2,4,0.0
ATT006142,EMP0246,2024-01-01,23,22,1,0,9,6.2
ATT006143,EMP0246,2024-02-01,21,21,0,0,7,13.7
ATT006144,EMP0246,2024-03-01,21,21,0,0,7,5.5
ATT006145,EMP0246,2024-04-01,22,21,1,0,8,9.5
ATT006146,EMP0246,2024-05-01,23,22,1,0,12,0.8
ATT006147,EMP0246,2024-06-01,20,18,2,1,14,7.6
ATT006148,EMP0246,2024-07-01,23,22,1,0,9,8.7
ATT006149,EMP0246,2024-08-01,22,22,0,0,8,2.9
ATT006150,EMP0246,2024-09-01,21,20,1,0,6,3.4
ATT006151,EMP0246,2024-10-01,23,23,0,0,6,11.2
ATT006152,EMP0246,2024-11-01,21,20,1,0,11,2.3
ATT006153,EMP0246,2024-12-01,22,22,0,0,5,0.8
ATT006154,EMP0246,2025-01-01,23,21,2,0,8,0.0
ATT006155,EMP0246,2025-02-01,20,19,1,0,7,7.1
ATT006156,EMP0246,2025-03-01,21,20,1,1,4,9.4
ATT006157,EMP0246,2025-04-01,22,21,1,0,13,6.9
ATT006158,EMP0246,2025-05-01,22,22,0,0,6,9.9
ATT006159,EMP0246,2025-06-01,21,21,0,0,5,8.6
ATT006160,EMP0246,2025-07-01,23,22,1,0,11,3.2
ATT006161,EMP0246,2025-08-01,21,20,1,0,9,6.0
ATT006162,EMP0246,2025-09-01,22,22,0,0,7,6.9
ATT006163,EMP0246,2025-10-01,23,23,0,0,3,6.7
ATT006164,EMP0246,2025-11-01,20,20,0,0,8,4.4
ATT006165,EMP0246,2025-12-01,23,23,0,0,13,11.5
ATT006166,EMP0246,2026-01-01,22,22,0,1,11,0.0
ATT006167,EMP0246,2026-02-01,20,19,1,1,9,7.4
ATT006168,EMP0246,2026-03-01,22,22,0,0,7,9.3
ATT006169,EMP0246,2026-04-01,22,20,2,0,11,6.9
ATT006170,EMP0246,2026-05-01,21,20,1,0,8,8.5
ATT006171,EMP0246,2026-06-01,22,20,2,0,12,6.7
ATT006172,EMP0247,2024-04-01,22,17,5,1,6,6.7
ATT006173,EMP0247,2024-05-01,23,20,3,1,9,6.7
ATT006174,EMP0247,2024-06-01,20,19,1,1,13,10.6
ATT006175,EMP0247,2024-07-01,23,22,1,1,10,2.0
ATT006176,EMP0247,2024-08-01,22,20,2,0,9,2.9
ATT006177,EMP0247,2024-09-01,21,20,1,0,9,14.0
ATT006178,EMP0247,2024-10-01,23,22,1,1,8,11.9
ATT006179,EMP0248,2024-01-01,23,22,1,0,0,0.0
ATT006180,EMP0248,2024-02-01,21,20,1,0,1,8.5
ATT006181,EMP0248,2024-03-01,21,20,1,0,3,3.5
ATT006182,EMP0248,2024-04-01,22,20,2,0,1,0.5
ATT006183,EMP0248,2024-05-01,23,23,0,0,4,11.6
ATT006184,EMP0248,2024-06-01,20,19,1,1,0,4.9
ATT006185,EMP0248,2024-07-01,23,22,1,1,3,13.8
ATT006186,EMP0248,2024-08-01,22,21,1,0,0,2.9
ATT006187,EMP0248,2024-09-01,21,20,1,0,3,4.1
ATT006188,EMP0248,2024-10-01,23,23,0,1,0,1.3
ATT006189,EMP0248,2024-11-01,21,19,2,2,0,11.7
ATT006190,EMP0248,2024-12-01,22,21,1,0,7,12.0
ATT006191,EMP0248,2025-01-01,23,20,3,0,0,6.5
ATT006192,EMP0248,2025-02-01,20,20,0,0,0,6.7
ATT006193,EMP0248,2025-03-01,21,20,1,2,2,10.5
ATT006194,EMP0248,2025-04-01,22,22,0,0,4,4.0
ATT006195,EMP0248,2025-05-01,22,21,1,2,3,1.7
ATT006196,EMP0248,2025-06-01,21,19,2,1,0,6.0
ATT006197,EMP0248,2025-07-01,23,20,3,1,4,5.0
ATT006198,EMP0248,2025-08-01,21,19,2,0,0,4.8
ATT006199,EMP0248,2025-09-01,22,19,3,0,2,10.3
ATT006200,EMP0248,2025-10-01,23,20,3,1,1,8.4
ATT006201,EMP0248,2025-11-01,20,20,0,1,0,4.1
ATT006202,EMP0248,2025-12-01,23,22,1,0,3,0.0
ATT006203,EMP0248,2026-01-01,22,20,2,1,0,9.4
ATT006204,EMP0248,2026-02-01,20,19,1,0,4,3.6
ATT006205,EMP0248,2026-03-01,22,20,2,1,2,7.3
ATT006206,EMP0248,2026-04-01,22,20,2,0,1,0.0
ATT006207,EMP0248,2026-05-01,21,21,0,0,2,0.0
ATT006208,EMP0248,2026-06-01,22,21,1,1,0,0.9
ATT006209,EMP0249,2024-01-01,23,20,3,0,3,3.0
ATT006210,EMP0249,2024-02-01,21,18,3,4,4,7.7
ATT006211,EMP0249,2024-03-01,21,17,4,0,0,7.2
ATT006212,EMP0249,2024-04-01,22,21,1,2,1,0.9
ATT006213,EMP0249,2024-05-01,23,21,2,0,1,6.2
ATT006214,EMP0249,2024-06-01,20,18,2,2,2,2.1
ATT006215,EMP0249,2024-07-01,23,20,3,2,1,5.9
ATT006216,EMP0249,2024-08-01,22,21,1,1,2,6.7
ATT006217,EMP0249,2024-09-01,21,19,2,0,3,1.9
ATT006218,EMP0249,2024-10-01,23,21,2,0,4,0.7
ATT006219,EMP0249,2024-11-01,21,20,1,0,2,0.0
ATT006220,EMP0249,2024-12-01,22,19,3,0,3,6.3
ATT006221,EMP0249,2025-01-01,23,19,4,2,6,7.1
ATT006222,EMP0249,2025-02-01,20,20,0,1,0,5.1
ATT006223,EMP0249,2025-03-01,21,19,2,1,1,5.0
ATT006224,EMP0249,2025-04-01,22,21,1,0,0,0.0
ATT006225,EMP0249,2025-05-01,22,17,5,3,1,1.9
ATT006226,EMP0249,2025-06-01,21,18,3,1,0,6.3
ATT006227,EMP0249,2025-07-01,23,19,4,1,4,2.4
ATT006228,EMP0249,2025-08-01,21,15,6,1,1,1.5
ATT006229,EMP0249,2025-09-01,22,17,5,2,2,7.7
ATT006230,EMP0249,2025-10-01,23,21,2,0,1,8.3
ATT006231,EMP0249,2025-11-01,20,17,3,2,0,1.4
ATT006232,EMP0249,2025-12-01,23,20,3,0,5,0.0
ATT006233,EMP0249,2026-01-01,22,18,4,0,1,4.6
ATT006234,EMP0249,2026-02-01,20,17,3,0,0,0.0
ATT006235,EMP0249,2026-03-01,22,17,5,1,0,0.0
ATT006236,EMP0249,2026-04-01,22,21,1,0,0,5.5
ATT006237,EMP0249,2026-05-01,21,20,1,1,1,6.8
ATT006238,EMP0249,2026-06-01,22,22,0,2,4,1.9
ATT006239,EMP0250,2024-01-01,23,22,1,0,15,5.1
ATT006240,EMP0250,2024-02-01,21,20,1,0,7,4.3
ATT006241,EMP0250,2024-03-01,21,20,1,1,7,14.1
ATT006242,EMP0250,2024-04-01,22,21,1,0,12,2.9
ATT006243,EMP0250,2024-05-01,23,23,0,1,9,2.7
ATT006244,EMP0250,2024-06-01,20,19,1,1,9,7.4
ATT006245,EMP0250,2024-07-01,23,20,3,0,11,0.0
ATT006246,EMP0250,2024-08-01,22,21,1,0,9,6.7
ATT006247,EMP0250,2024-09-01,21,20,1,1,12,0.0
ATT006248,EMP0250,2024-10-01,23,22,1,2,9,0.0
ATT006249,EMP0250,2024-11-01,21,19,2,0,6,5.7
ATT006250,EMP0250,2024-12-01,22,16,6,0,5,7.4
ATT006251,EMP0250,2025-01-01,23,20,3,0,12,0.4
ATT006252,EMP0250,2025-02-01,20,19,1,2,3,0.5
ATT006253,EMP0250,2025-03-01,21,20,1,1,9,4.3
ATT006254,EMP0250,2025-04-01,22,19,3,0,7,0.0
ATT006255,EMP0250,2025-05-01,22,22,0,0,10,5.7
ATT006256,EMP0250,2025-06-01,21,17,4,1,8,1.8
ATT006257,EMP0250,2025-07-01,23,19,4,1,8,0.0
ATT006258,EMP0250,2025-08-01,21,21,0,1,9,0.6
ATT006259,EMP0250,2025-09-01,22,22,0,1,11,0.0
ATT006260,EMP0250,2025-10-01,23,21,2,0,8,0.0
ATT006261,EMP0250,2025-11-01,20,18,2,1,6,9.1
ATT006262,EMP0250,2025-12-01,23,21,2,0,6,5.6
ATT006263,EMP0250,2026-01-01,22,22,0,0,12,0.0
ATT006264,EMP0250,2026-02-01,20,17,3,0,11,0.0
ATT006265,EMP0250,2026-03-01,22,21,1,0,9,4.0
ATT006266,EMP0250,2026-04-01,22,22,0,1,8,0.0
ATT006267,EMP0250,2026-05-01,21,21,0,1,11,5.7
ATT006268,EMP0250,2026-06-01,22,22,0,1,9,5.3
ATT006269,EMP0251,2024-01-01,23,19,4,4,3,4.5
ATT006270,EMP0251,2024-02-01,21,21,0,0,0,8.9
ATT006271,EMP0251,2024-03-01,21,20,1,1,0,7.0
ATT006272,EMP0251,2024-04-01,22,21,1,2,3,5.0
ATT006273,EMP0251,2024-05-01,23,19,4,0,0,1.5
ATT006274,EMP0251,2024-06-01,20,16,4,3,0,6.2
ATT006275,EMP0251,2024-07-01,23,22,1,2,1,2.2
ATT006276,EMP0251,2024-08-01,22,21,1,0,1,7.1
ATT006277,EMP0251,2024-09-01,21,18,3,0,3,9.4
ATT006278,EMP0251,2024-10-01,23,22,1,1,2,0.0
ATT006279,EMP0251,2024-11-01,21,18,3,0,3,3.1
ATT006280,EMP0251,2024-12-01,22,20,2,2,1,8.1
ATT006281,EMP0251,2025-01-01,23,20,3,1,1,0.0
ATT006282,EMP0251,2025-02-01,20,15,5,1,0,1.0
ATT006283,EMP0251,2025-03-01,21,20,1,2,2,5.6
ATT006284,EMP0251,2025-04-01,22,19,3,1,2,5.4
ATT006285,EMP0251,2025-05-01,22,18,4,1,0,0.0
ATT006286,EMP0252,2024-01-01,23,22,1,1,17,5.5
ATT006287,EMP0252,2024-02-01,21,20,1,0,19,5.7
ATT006288,EMP0252,2024-03-01,21,21,0,1,17,4.3
ATT006289,EMP0252,2024-04-01,22,21,1,0,18,15.0
ATT006290,EMP0252,2024-05-01,23,21,2,0,18,8.5
ATT006291,EMP0252,2024-06-01,20,19,1,1,15,5.9
ATT006292,EMP0252,2024-07-01,23,23,0,0,19,0.5
ATT006293,EMP0252,2024-08-01,22,21,1,0,17,2.3
ATT006294,EMP0252,2024-09-01,21,20,1,0,18,9.1
ATT006295,EMP0252,2024-10-01,23,23,0,0,17,8.1
ATT006296,EMP0252,2024-11-01,21,20,1,0,19,0.0
ATT006297,EMP0252,2024-12-01,22,21,1,0,19,0.5
ATT006298,EMP0252,2025-01-01,23,23,0,1,20,6.6
ATT006299,EMP0252,2025-02-01,20,20,0,0,16,0.0
ATT006300,EMP0252,2025-03-01,21,21,0,1,20,5.7
ATT006301,EMP0252,2025-04-01,22,20,2,0,16,3.7
ATT006302,EMP0252,2025-05-01,22,20,2,1,14,1.1
ATT006303,EMP0252,2025-06-01,21,19,2,0,14,12.2
ATT006304,EMP0252,2025-07-01,23,21,2,0,17,10.0
ATT006305,EMP0252,2025-08-01,21,21,0,0,18,0.5
ATT006306,EMP0252,2025-09-01,22,21,1,0,17,3.5
ATT006307,EMP0252,2025-10-01,23,23,0,1,19,1.4
ATT006308,EMP0252,2025-11-01,20,20,0,0,15,6.8
ATT006309,EMP0252,2025-12-01,23,22,1,1,19,0.0
ATT006310,EMP0252,2026-01-01,22,20,2,0,13,4.4
ATT006311,EMP0252,2026-02-01,20,20,0,1,19,12.7
ATT006312,EMP0252,2026-03-01,22,19,3,0,16,0.6
ATT006313,EMP0252,2026-04-01,22,22,0,0,19,1.6
ATT006314,EMP0252,2026-05-01,21,21,0,0,18,1.9
ATT006315,EMP0252,2026-06-01,22,22,0,0,13,0.7
ATT006316,EMP0253,2024-01-01,23,20,3,1,1,0.0
ATT006317,EMP0253,2024-02-01,21,21,0,2,0,5.2
ATT006318,EMP0253,2024-03-01,21,20,1,1,3,2.9
ATT006319,EMP0253,2024-04-01,22,20,2,1,0,6.9
ATT006320,EMP0253,2024-05-01,23,21,2,0,0,1.9
ATT006321,EMP0253,2024-06-01,20,19,1,1,0,4.4
ATT006322,EMP0253,2024-07-01,23,22,1,0,2,3.8
ATT006323,EMP0253,2024-08-01,22,20,2,1,1,10.3
ATT006324,EMP0253,2024-09-01,21,19,2,0,2,9.9
ATT006325,EMP0253,2024-10-01,23,20,3,0,6,4.5
ATT006326,EMP0253,2024-11-01,21,20,1,1,1,1.9
ATT006327,EMP0253,2024-12-01,22,18,4,1,2,5.6
ATT006328,EMP0253,2025-01-01,23,17,6,0,1,3.6
ATT006329,EMP0253,2025-02-01,20,20,0,0,0,8.2
ATT006330,EMP0253,2025-03-01,21,19,2,2,1,12.1
ATT006331,EMP0253,2025-04-01,22,20,2,1,0,4.6
ATT006332,EMP0253,2025-05-01,22,21,1,1,3,9.7
ATT006333,EMP0253,2025-06-01,21,17,4,1,0,5.0
ATT006334,EMP0253,2025-07-01,23,19,4,1,4,5.2
ATT006335,EMP0253,2025-08-01,21,21,0,1,0,7.0
ATT006336,EMP0253,2025-09-01,22,21,1,1,2,4.6
ATT006337,EMP0253,2025-10-01,23,19,4,0,0,7.1
ATT006338,EMP0253,2025-11-01,20,18,2,0,2,5.6
ATT006339,EMP0253,2025-12-01,23,21,2,3,2,0.0
ATT006340,EMP0253,2026-01-01,22,20,2,1,3,9.6
ATT006341,EMP0253,2026-02-01,20,18,2,0,0,5.8
ATT006342,EMP0253,2026-03-01,22,21,1,1,1,8.9
ATT006343,EMP0253,2026-04-01,22,19,3,0,2,9.2
ATT006344,EMP0253,2026-05-01,21,19,2,1,4,4.6
ATT006345,EMP0253,2026-06-01,22,21,1,0,0,1.3
ATT006346,EMP0254,2024-01-01,23,15,8,1,8,2.3
ATT006347,EMP0254,2024-02-01,21,18,3,3,7,6.5
ATT006348,EMP0254,2024-03-01,21,21,0,3,6,1.8
ATT006349,EMP0254,2024-04-01,22,16,6,1,6,4.6
ATT006350,EMP0254,2024-05-01,23,20,3,2,13,4.6
ATT006351,EMP0254,2024-06-01,20,15,5,3,9,3.2
ATT006352,EMP0254,2024-07-01,23,20,3,2,10,0.0
ATT006353,EMP0254,2024-08-01,22,21,1,3,13,0.7
ATT006354,EMP0254,2024-09-01,21,20,1,0,15,0.0
ATT006355,EMP0254,2024-10-01,23,20,3,3,12,10.5
ATT006356,EMP0254,2024-11-01,21,10,11,4,2,3.2
ATT006357,EMP0254,2024-12-01,22,16,6,2,9,6.9
ATT006358,EMP0254,2025-01-01,23,14,9,3,1,4.4
ATT006359,EMP0254,2025-02-01,20,16,4,1,8,2.1
ATT006360,EMP0254,2025-03-01,21,13,8,0,2,8.2
ATT006361,EMP0254,2025-04-01,22,14,8,2,1,7.4
ATT006362,EMP0254,2025-05-01,22,19,3,0,4,0.0
ATT006363,EMP0254,2025-06-01,21,21,0,1,15,10.2
ATT006364,EMP0254,2025-07-01,23,17,6,3,11,4.9
ATT006365,EMP0254,2025-08-01,21,16,5,3,10,0.9
ATT006366,EMP0254,2025-09-01,22,16,6,1,4,1.9
ATT006367,EMP0254,2025-10-01,23,18,5,0,3,0.4
ATT006368,EMP0254,2025-11-01,20,15,5,0,13,0.8
ATT006369,EMP0254,2025-12-01,23,18,5,3,9,1.7
ATT006370,EMP0254,2026-01-01,22,19,3,3,4,0.8
ATT006371,EMP0254,2026-02-01,20,18,2,1,10,6.0
ATT006372,EMP0254,2026-03-01,22,21,1,1,13,3.8
ATT006373,EMP0254,2026-04-01,22,19,3,3,5,8.7
ATT006374,EMP0254,2026-05-01,21,19,2,2,7,0.0
ATT006375,EMP0254,2026-06-01,22,18,4,3,6,3.0
ATT006376,EMP0255,2024-01-01,23,22,1,0,11,5.9
ATT006377,EMP0255,2024-02-01,21,20,1,1,10,2.4
ATT006378,EMP0255,2024-03-01,21,19,2,1,8,1.8
ATT006379,EMP0255,2024-04-01,22,19,3,0,1,0.0
ATT006380,EMP0255,2024-05-01,23,22,1,1,8,6.6
ATT006381,EMP0255,2024-06-01,20,19,1,0,5,1.3
ATT006382,EMP0255,2024-07-01,23,20,3,1,10,0.6
ATT006383,EMP0255,2024-08-01,22,20,2,1,14,4.7
ATT006384,EMP0255,2024-09-01,21,20,1,0,11,4.3
ATT006385,EMP0255,2024-10-01,23,22,1,2,11,4.0
ATT006386,EMP0255,2024-11-01,21,19,2,0,7,1.8
ATT006387,EMP0255,2024-12-01,22,21,1,1,10,0.0
ATT006388,EMP0255,2025-01-01,23,22,1,1,6,6.5
ATT006389,EMP0255,2025-02-01,20,19,1,0,5,7.5
ATT006390,EMP0255,2025-03-01,21,21,0,1,5,6.4
ATT006391,EMP0255,2025-04-01,22,19,3,0,8,8.3
ATT006392,EMP0255,2025-05-01,22,20,2,1,5,3.5
ATT006393,EMP0255,2025-06-01,21,21,0,1,5,1.4
ATT006394,EMP0255,2025-07-01,23,21,2,0,7,4.7
ATT006395,EMP0255,2025-08-01,21,19,2,2,6,9.6
ATT006396,EMP0255,2025-09-01,22,20,2,2,9,0.6
ATT006397,EMP0255,2025-10-01,23,23,0,1,11,2.5
ATT006398,EMP0255,2025-11-01,20,18,2,1,9,4.7
ATT006399,EMP0255,2025-12-01,23,23,0,1,10,5.5
ATT006400,EMP0255,2026-01-01,22,20,2,0,9,4.6
ATT006401,EMP0255,2026-02-01,20,19,1,0,6,2.2
ATT006402,EMP0255,2026-03-01,22,20,2,1,8,0.8
ATT006403,EMP0255,2026-04-01,22,16,6,1,11,3.1
ATT006404,EMP0255,2026-05-01,21,21,0,1,11,1.7
ATT006405,EMP0255,2026-06-01,22,20,2,2,3,3.2
ATT006406,EMP0256,2024-01-01,23,21,2,0,17,5.2
ATT006407,EMP0256,2024-02-01,21,21,0,1,6,4.6
ATT006408,EMP0256,2024-03-01,21,18,3,1,7,0.0
ATT006409,EMP0256,2024-04-01,22,18,4,0,11,6.5
ATT006410,EMP0256,2024-05-01,23,23,0,0,6,8.9
ATT006411,EMP0256,2024-06-01,20,19,1,1,12,8.9
ATT006412,EMP0256,2024-07-01,23,20,3,0,5,13.4
ATT006413,EMP0256,2024-08-01,22,21,1,1,5,0.0
ATT006414,EMP0256,2024-09-01,21,18,3,0,4,7.2
ATT006415,EMP0256,2024-10-01,23,20,3,0,12,7.1
ATT006416,EMP0256,2024-11-01,21,19,2,1,14,7.8
ATT006417,EMP0256,2024-12-01,22,21,1,3,12,12.5
ATT006418,EMP0256,2025-01-01,23,19,4,0,7,0.2
ATT006419,EMP0256,2025-02-01,20,19,1,1,12,2.6
ATT006420,EMP0256,2025-03-01,21,19,2,0,4,11.5
ATT006421,EMP0256,2025-04-01,22,21,1,0,10,4.5
ATT006422,EMP0256,2025-05-01,22,21,1,0,11,11.7
ATT006423,EMP0256,2025-06-01,21,16,5,0,5,6.9
ATT006424,EMP0256,2025-07-01,23,20,3,0,11,3.7
ATT006425,EMP0256,2025-08-01,21,21,0,0,3,4.7
ATT006426,EMP0256,2025-09-01,22,21,1,0,10,0.0
ATT006427,EMP0256,2025-10-01,23,23,0,1,17,3.7
ATT006428,EMP0256,2025-11-01,20,19,1,1,8,4.3
ATT006429,EMP0256,2025-12-01,23,21,2,0,10,0.0
ATT006430,EMP0256,2026-01-01,22,20,2,0,8,3.8
ATT006431,EMP0256,2026-02-01,20,19,1,0,10,1.8
ATT006432,EMP0256,2026-03-01,22,21,1,2,10,7.9
ATT006433,EMP0256,2026-04-01,22,21,1,0,8,4.9
