payroll_key,payroll_id,employee_key,pay_period_key,annual_salary,monthly_salary,bonus_amount,pay_grade,salary_band,salary_band_sort_order,currency
7945,PAY007945,313,20250301,32500,2708.33,0.0,G3,30K-40K,2,GBP
7946,PAY007946,313,20250401,32500,2708.33,1160.6,G3,30K-40K,2,GBP
7947,PAY007947,313,20250501,32500,2708.33,0.0,G3,30K-40K,2,GBP
7948,PAY007948,313,20250601,32500,2708.33,0.0,G3,30K-40K,2,GBP
7949,PAY007949,313,20250701,32500,2708.33,0.0,G3,30K-40K,2,GBP
7950,PAY007950,313,20250801,32500,2708.33,1918.75,G3,30K-40K,2,GBP
7951,PAY007951,313,20250901,32500,2708.33,0.0,G3,30K-40K,2,GBP
7952,PAY007952,313,20251001,32500,2708.33,1297.48,G3,30K-40K,2,GBP
7953,PAY007953,313,20251101,32500,2708.33,0.0,G3,30K-40K,2,GBP
7954,PAY007954,313,20251201,32500,2708.33,0.0,G3,30K-40K,2,GBP
7955,PAY007955,313,20260101,32500,2708.33,0.0,G3,30K-40K,2,GBP
7956,PAY007956,313,20260201,32500,2708.33,0.0,G3,30K-40K,2,GBP
7957,PAY007957,313,20260301,32500,2708.33,0.0,G3,30K-40K,2,GBP
7958,PAY007958,313,20260401,32500,2708.33,0.0,G3,30K-40K,2,GBP
7959,PAY007959,313,20260501,32500,2708.33,0.0,G3,30K-40K,2,GBP
7960,PAY007960,314,20250801,72000,6000.0,0.0,G6,65K-80K,5,GBP
7961,PAY007961,314,20250901,72000,6000.0,0.0,G6,65K-80K,5,GBP
7962,PAY007962,314,20251001,72000,6000.0,0.0,G6,65K-80K,5,GBP
7963,PAY007963,314,20251101,72000,6000.0,2154.34,G6,65K-80K,5,GBP
7964,PAY007964,314,20251201,72000,6000.0,0.0,G6,65K-80K,5,GBP
7965,PAY007965,314,20260101,72000,6000.0,0.0,G6,65K-80K,5,GBP
7966,PAY007966,314,20260201,72000,6000.0,0.0,G6,65K-80K,5,GBP
7967,PAY007967,314,20260301,72000,6000.0,0.0,G6,65K-80K,5,GBP
7968,PAY007968,314,20260401,72000,6000.0,0.0,G6,65K-80K,5,GBP
7969,PAY007969,314,20260501,72000,6000.0,0.0,G6,65K-80K,5,GBP
7970,PAY007970,314,20260601,72000,6000.0,0.0,G6,65K-80K,5,GBP
7971,PAY007971,315,20240101,49000,4083.33,0.0,G5,40K-50K,3,GBP
7972,PAY007972,315,20240201,49000,4083.33,0.0,G5,40K-50K,3,GBP
7973,PAY007973,315,20240301,49000,4083.33,0.0,G5,40K-50K,3,GBP
7974,PAY007974,315,20240401,49000,4083.33,0.0,G5,40K-50K,3,GBP
7975,PAY007975,316,20240101,45500,3791.67,0.0,G4,40K-50K,3,GBP
7976,PAY007976,316,20240201,45500,3791.67,0.0,G4,40K-50K,3,GBP
7977,PAY007977,316,20240301,45500,3791.67,0.0,G4,40K-50K,3,GBP
7978,PAY007978,316,20240401,45500,3791.67,3455.42,G4,40K-50K,3,GBP
7979,PAY007979,316,20240501,45500,3791.67,0.0,G4,40K-50K,3,GBP
7980,PAY007980,316,20240601,45500,3791.67,0.0,G4,40K-50K,3,GBP
7981,PAY007981,316,20240701,45500,3791.67,0.0,G4,40K-50K,3,GBP
7982,PAY007982,316,20240801,45500,3791.67,0.0,G4,40K-50K,3,GBP
7983,PAY007983,316,20240901,45500,3791.67,0.0,G4,40K-50K,3,GBP
7984,PAY007984,316,20241001,45500,3791.67,0.0,G4,40K-50K,3,GBP
7985,PAY007985,316,20241101,45500,3791.67,0.0,G4,40K-50K,3,GBP
7986,PAY007986,316,20241201,45500,3791.67,0.0,G4,40K-50K,3,GBP
7987,PAY007987,316,20250101,45500,3791.67,0.0,G4,40K-50K,3,GBP
7988,PAY007988,316,20250201,45500,3791.67,0.0,G4,40K-50K,3,GBP
7989,PAY007989,316,20250301,45500,3791.67,0.0,G4,40K-50K,3,GBP
7990,PAY007990,316,20250401,45500,3791.67,0.0,G4,40K-50K,3,GBP
7991,PAY007991,316,20250501,45500,3791.67,0.0,G4,40K-50K,3,GBP
7992,PAY007992,316,20250601,45500,3791.67,0.0,G4,40K-50K,3,GBP
7993,PAY007993,316,20250701,45500,3791.67,0.0,G4,40K-50K,3,GBP
7994,PAY007994,316,20250801,45500,3791.67,0.0,G4,40K-50K,3,GBP
7995,PAY007995,316,20250901,45500,3791.67,0.0,G4,40K-50K,3,GBP
7996,PAY007996,316,20251001,45500,3791.67,0.0,G4,40K-50K,3,GBP
7997,PAY007997,316,20251101,45500,3791.67,0.0,G4,40K-50K,3,GBP
7998,PAY007998,316,20251201,45500,3791.67,0.0,G4,40K-50K,3,GBP
7999,PAY007999,316,20260101,45500,3791.67,0.0,G4,40K-50K,3,GBP
8000,PAY008000,316,20260201,45500,3791.67,0.0,G4,40K-50K,3,GBP
8001,PAY008001,316,20260301,45500,3791.67,0.0,G4,40K-50K,3,GBP
8002,PAY008002,316,20260401,45500,3791.67,0.0,G4,40K-50K,3,GBP
8003,PAY008003,316,20260501,45500,3791.67,0.0,G4,40K-50K,3,GBP
8004,PAY008004,316,20260601,45500,3791.67,0.0,G4,40K-50K,3,GBP
8005,PAY008005,317,20240601,28500,2375.0,0.0,G3,Under 30K,1,GBP
8006,PAY008006,317,20240701,28500,2375.0,0.0,G3,Under 30K,1,GBP
8007,PAY008007,317,20240801,28500,2375.0,0.0,G3,Under 30K,1,GBP
8008,PAY008008,317,20240901,28500,2375.0,0.0,G3,Under 30K,1,GBP
8009,PAY008009,317,20241001,28500,2375.0,0.0,G3,Under 30K,1,GBP
8010,PAY008010,317,20241101,28500,2375.0,0.0,G3,Under 30K,1,GBP
8011,PAY008011,317,20241201,28500,2375.0,0.0,G3,Under 30K,1,GBP
8012,PAY008012,317,20250101,28500,2375.0,0.0,G3,Under 30K,1,GBP
8013,PAY008013,317,20250201,28500,2375.0,433.97,G3,Under 30K,1,GBP
8014,PAY008014,317,20250301,28500,2375.0,0.0,G3,Under 30K,1,GBP
8015,PAY008015,317,20250401,28500,2375.0,0.0,G3,Under 30K,1,GBP
8016,PAY008016,317,20250501,28500,2375.0,0.0,G3,Under 30K,1,GBP
8017,PAY008017,317,20250601,28500,2375.0,0.0,G3,Under 30K,1,GBP
8018,PAY008018,317,20250701,28500,2375.0,0.0,G3,Under 30K,1,GBP
8019,PAY008019,317,20250801,28500,2375.0,0.0,G3,Under 30K,1,GBP
8020,PAY008020,317,20250901,28500,2375.0,1581.23,G3,Under 30K,1,GBP
8021,PAY008021,317,20251001,28500,2375.0,0.0,G3,Under 30K,1,GBP
8022,PAY008022,317,20251101,28500,2375.0,0.0,G3,Under 30K,1,GBP
8023,PAY008023,317,20251201,28500,2375.0,0.0,G3,Under 30K,1,GBP
8024,PAY008024,317,20260101,28500,2375.0,0.0,G3,Under 30K,1,GBP
8025,PAY008025,317,20260201,28500,2375.0,0.0,G3,Under 30K,1,GBP
8026,PAY008026,317,20260301,28500,2375.0,0.0,G3,Under 30K,1,GBP
8027,PAY008027,317,20260401,28500,2375.0,0.0,G3,Under 30K,1,GBP
8028,PAY008028,317,20260501,28500,2375.0,0.0,G3,Under 30K,1,GBP
8029,PAY008029,317,20260601,28500,2375.0,0.0,G3,Under 30K,1,GBP
8030,PAY008030,318,20240101,35000,2916.67,0.0,G3,30K-40K,2,GBP
8031,PAY008031,318,20240201,35000,2916.67,0.0,G3,30K-40K,2,GBP
8032,PAY008032,318,20240301,35000,2916.67,3012.08,G3,30K-40K,2,GBP
8033,PAY008033,318,20240401,35000,2916.67,0.0,G3,30K-40K,2,GBP
8034,PAY008034,318,20240501,35000,2916.67,0.0,G3,30K-40K,2,GBP
8035,PAY008035,318,20240601,35000,2916.67,0.0,G3,30K-40K,2,GBP
8036,PAY008036,318,20240701,35000,2916.67,0.0,G3,30K-40K,2,GBP
8037,PAY008037,318,20240801,35000,2916.67,0.0,G3,30K-40K,2,GBP
8038,PAY008038,318,20240901,35000,2916.67,0.0,G3,30K-40K,2,GBP
8039,PAY008039,318,20241001,35000,2916.67,0.0,G3,30K-40K,2,GBP
8040,PAY008040,318,20241101,35000,2916.67,0.0,G3,30K-40K,2,GBP
8041,PAY008041,318,20241201,35000,2916.67,0.0,G3,30K-40K,2,GBP
8042,PAY008042,318,20250101,35000,2916.67,0.0,G3,30K-40K,2,GBP
8043,PAY008043,318,20250201,35000,2916.67,0.0,G3,30K-40K,2,GBP
8044,PAY008044,318,20250301,35000,2916.67,0.0,G3,30K-40K,2,GBP
8045,PAY008045,318,20250401,35000,2916.67,0.0,G3,30K-40K,2,GBP
8046,PAY008046,318,20250501,35000,2916.67,0.0,G3,30K-40K,2,GBP
8047,PAY008047,318,20250601,35000,2916.67,0.0,G3,30K-40K,2,GBP
8048,PAY008048,318,20250701,35000,2916.67,0.0,G3,30K-40K,2,GBP
8049,PAY008049,318,20250801,35000,2916.67,0.0,G3,30K-40K,2,GBP
8050,PAY008050,318,20250901,35000,2916.67,0.0,G3,30K-40K,2,GBP
8051,PAY008051,318,20251001,35000,2916.67,0.0,G3,30K-40K,2,GBP
8052,PAY008052,318,20251101,35000,2916.67,0.0,G3,30K-40K,2,GBP
8053,PAY008053,318,20251201,35000,2916.67,0.0,G3,30K-40K,2,GBP
8054,PAY008054,318,20260101,35000,2916.67,0.0,G3,30K-40K,2,GBP
8055,PAY008055,318,20260201,35000,2916.67,0.0,G3,30K-40K,2,GBP
8056,PAY008056,318,20260301,35000,2916.67,0.0,G3,30K-40K,2,GBP
8057,PAY008057,318,20260401,35000,2916.67,0.0,G3,30K-40K,2,GBP
8058,PAY008058,318,20260501,35000,2916.67,0.0,G3,30K-40K,2,GBP
8059,PAY008059,318,20260601,35000,2916.67,0.0,G3,30K-40K,2,GBP
8060,PAY008060,319,20240101,79000,6583.33,0.0,G6,65K-80K,5,GBP
8061,PAY008061,319,20240201,79000,6583.33,0.0,G6,65K-80K,5,GBP
8062,PAY008062,319,20240301,79000,6583.33,0.0,G6,65K-80K,5,GBP
8063,PAY008063,319,20240401,79000,6583.33,0.0,G6,65K-80K,5,GBP
8064,PAY008064,319,20240501,79000,6583.33,0.0,G6,65K-80K,5,GBP
8065,PAY008065,319,20240601,79000,6583.33,0.0,G6,65K-80K,5,GBP
8066,PAY008066,319,20240701,79000,6583.33,0.0,G6,65K-80K,5,GBP
8067,PAY008067,319,20240801,79000,6583.33,0.0,G6,65K-80K,5,GBP
8068,PAY008068,319,20240901,79000,6583.33,2167.43,G6,65K-80K,5,GBP
8069,PAY008069,319,20241001,79000,6583.33,0.0,G6,65K-80K,5,GBP
8070,PAY008070,319,20241101,79000,6583.33,0.0,G6,65K-80K,5,GBP
8071,PAY008071,319,20241201,79000,6583.33,339.1,G6,65K-80K,5,GBP
8072,PAY008072,319,20250101,79000,6583.33,0.0,G6,65K-80K,5,GBP
8073,PAY008073,320,20240101,31000,2583.33,0.0,G3,30K-40K,2,GBP
8074,PAY008074,320,20240201,31000,2583.33,0.0,G3,30K-40K,2,GBP
8075,PAY008075,320,20240301,31000,2583.33,776.04,G3,30K-40K,2,GBP
8076,PAY008076,320,20240401,31000,2583.33,0.0,G3,30K-40K,2,GBP
8077,PAY008077,320,20240501,31000,2583.33,0.0,G3,30K-40K,2,GBP
8078,PAY008078,320,20240601,31000,2583.33,0.0,G3,30K-40K,2,GBP
8079,PAY008079,320,20240701,31000,2583.33,0.0,G3,30K-40K,2,GBP
8080,PAY008080,320,20240801,31000,2583.33,0.0,G3,30K-40K,2,GBP
8081,PAY008081,320,20240901,31000,2583.33,0.0,G3,30K-40K,2,GBP
8082,PAY008082,320,20241001,31000,2583.33,0.0,G3,30K-40K,2,GBP
8083,PAY008083,320,20241101,31000,2583.33,0.0,G3,30K-40K,2,GBP
8084,PAY008084,320,20241201,31000,2583.33,0.0,G3,30K-40K,2,GBP
8085,PAY008085,320,20250101,31000,2583.33,0.0,G3,30K-40K,2,GBP
8086,PAY008086,320,20250201,31000,2583.33,0.0,G3,30K-40K,2,GBP
8087,PAY008087,320,20250301,31000,2583.33,0.0,G3,30K-40K,2,GBP
8088,PAY008088,320,20250401,31000,2583.33,0.0,G3,30K-40K,2,GBP
8089,PAY008089,320,20250501,31000,2583.33,0.0,G3,30K-40K,2,GBP
8090,PAY008090,320,20250601,31000,2583.33,0.0,G3,30K-40K,2,GBP
8091,PAY008091,320,20250701,31000,2583.33,0.0,G3,30K-40K,2,GBP
8092,PAY008092,320,20250801,31000,2583.33,0.0,G3,30K-40K,2,GBP
8093,PAY008093,320,20250901,31000,2583.33,0.0,G3,30K-40K,2,GBP
8094,PAY008094,320,20251001,31000,2583.33,0.0,G3,30K-40K,2,GBP
8095,PAY008095,320,20251101,31000,2583.33,0.0,G3,30K-40K,2,GBP
8096,PAY008096,320,20251201,31000,2583.33,0.0,G3,30K-40K,2,GBP
8097,PAY008097,320,20260101,31000,2583.33,0.0,G3,30K-40K,2,GBP
8098,PAY008098,320,20260201,31000,2583.33,0.0,G3,30K-40K,2,GBP
8099,PAY008099,320,20260301,31000,2583.33,0.0,G3,30K-40K,2,GBP
8100,PAY008100,320,20260401,31000,2583.33,0.0,G3,30K-40K,2,GBP
8101,PAY008101,320,20260501,31000,2583.33,0.0,G3,30K-40K,2,GBP
8102,PAY008102,320,20260601,31000,2583.33,0.0,G3,30K-40K,2,GBP
8103,PAY008103,321,20240101,32000,2666.67,0.0,G3,30K-40K,2,GBP
8104,PAY008104,321,20240201,32000,2666.67,0.0,G3,30K-40K,2,GBP
8105,PAY008105,321,20240301,32000,2666.67,0.0,G3,30K-40K,2,GBP
8106,PAY008106,321,20240401,32000,2666.67,0.0,G3,30K-40K,2,GBP
8107,PAY008107,321,20240501,32000,2666.67,0.0,G3,30K-40K,2,GBP
8108,PAY008108,321,20240601,32000,2666.67,0.0,G3,30K-40K,2,GBP
8109,PAY008109,321,20240701,32000,2666.67,0.0,G3,30K-40K,2,GBP
8110,PAY008110,321,20240801,32000,2666.67,0.0,G3,30K-40K,2,GBP
8111,PAY008111,321,20240901,32000,2666.67,1266.52,G3,30K-40K,2,GBP
8112,PAY008112,321,20241001,32000,2666.67,0.0,G3,30K-40K,2,GBP
8113,PAY008113,321,20241101,32000,2666.67,2089.84,G3,30K-40K,2,GBP
8114,PAY008114,321,20241201,32000,2666.67,0.0,G3,30K-40K,2,GBP
8115,PAY008115,321,20250101,32000,2666.67,0.0,G3,30K-40K,2,GBP
8116,PAY008116,321,20250201,32000,2666.67,0.0,G3,30K-40K,2,GBP
8117,PAY008117,321,20250301,32000,2666.67,404.22,G3,30K-40K,2,GBP
8118,PAY008118,321,20250401,32000,2666.67,0.0,G3,30K-40K,2,GBP
8119,PAY008119,321,20250501,32000,2666.67,0.0,G3,30K-40K,2,GBP
8120,PAY008120,321,20250601,32000,2666.67,0.0,G3,30K-40K,2,GBP
8121,PAY008121,321,20250701,32000,2666.67,0.0,G3,30K-40K,2,GBP
8122,PAY008122,321,20250801,32000,2666.67,0.0,G3,30K-40K,2,GBP
8123,PAY008123,321,20250901,32000,2666.67,0.0,G3,30K-40K,2,GBP
8124,PAY008124,321,20251001,32000,2666.67,0.0,G3,30K-40K,2,GBP
8125,PAY008125,321,20251101,32000,2666.67,0.0,G3,30K-40K,2,GBP
8126,PAY008126,321,20251201,32000,2666.67,0.0,G3,30K-40K,2,GBP
8127,PAY008127,321,20260101,32000,2666.67,0.0,G3,30K-40K,2,GBP
8128,PAY008128,321,20260201,32000,2666.67,0.0,G3,30K-40K,2,GBP
8129,PAY008129,321,20260301,32000,2666.67,0.0,G3,30K-40K,2,GBP
8130,PAY008130,321,20260401,32000,2666.67,0.0,G3,30K-40K,2,GBP
8131,PAY008131,321,20260501,32000,2666.67,0.0,G3,30K-40K,2,GBP
8132,PAY008132,321,20260601,32000,2666.67,0.0,G3,30K-40K,2,GBP
8133,PAY008133,322,20240701,41500,3458.33,0.0,G4,40K-50K,3,GBP
8134,PAY008134,322,20240801,41500,3458.33,0.0,G4,40K-50K,3,GBP
8135,PAY008135,322,20240901,41500,3458.33,0.0,G4,40K-50K,3,GBP
8136,PAY008136,322,20241001,41500,3458.33,0.0,G4,40K-50K,3,GBP
8137,PAY008137,322,20241101,41500,3458.33,0.0,G4,40K-50K,3,GBP
8138,PAY008138,322,20241201,41500,3458.33,0.0,G4,40K-50K,3,GBP
8139,PAY008139,322,20250101,41500,3458.33,0.0,G4,40K-50K,3,GBP
8140,PAY008140,322,20250201,41500,3458.33,0.0,G4,40K-50K,3,GBP
8141,PAY008141,322,20250301,41500,3458.33,0.0,G4,40K-50K,3,GBP
8142,PAY008142,322,20250401,41500,3458.33,0.0,G4,40K-50K,3,GBP
8143,PAY008143,322,20250501,41500,3458.33,0.0,G4,40K-50K,3,GBP
8144,PAY008144,322,20250601,41500,3458.33,0.0,G4,40K-50K,3,GBP
8145,PAY008145,322,20250701,41500,3458.33,0.0,G4,40K-50K,3,GBP
8146,PAY008146,322,20250801,41500,3458.33,0.0,G4,40K-50K,3,GBP
8147,PAY008147,322,20250901,41500,3458.33,0.0,G4,40K-50K,3,GBP
8148,PAY008148,322,20251001,41500,3458.33,0.0,G4,40K-50K,3,GBP
8149,PAY008149,322,20251101,41500,3458.33,0.0,G4,40K-50K,3,GBP
8150,PAY008150,322,20251201,41500,3458.33,0.0,G4,40K-50K,3,GBP
8151,PAY008151,322,20260101,41500,3458.33,0.0,G4,40K-50K,3,GBP
8152,PAY008152,322,20260201,41500,3458.33,2300.74,G4,40K-50K,3,GBP
8153,PAY008153,322,20260301,41500,3458.33,2787.83,G4,40K-50K,3,GBP
8154,PAY008154,322,20260401,41500,3458.33,0.0,G4,40K-50K,3,GBP
8155,PAY008155,322,20260501,41500,3458.33,0.0,G4,40K-50K,3,GBP
8156,PAY008156,322,20260601,41500,3458.33,0.0,G4,40K-50K,3,GBP
8157,PAY008157,323,20240101,65000,5416.67,0.0,G5,65K-80K,5,GBP
8158,PAY008158,323,20240201,65000,5416.67,0.0,G5,65K-80K,5,GBP
8159,PAY008159,323,20240301,65000,5416.67,0.0,G5,65K-80K,5,GBP
8160,PAY008160,323,20240401,65000,5416.67,571.51,G5,65K-80K,5,GBP
8161,PAY008161,323,20240501,65000,5416.67,0.0,G5,65K-80K,5,GBP
8162,PAY008162,323,20240601,65000,5416.67,0.0,G5,65K-80K,5,GBP
8163,PAY008163,323,20240701,65000,5416.67,0.0,G5,65K-80K,5,GBP
8164,PAY008164,323,20240801,65000,5416.67,0.0,G5,65K-80K,5,GBP
8165,PAY008165,323,20240901,65000,5416.67,0.0,G5,65K-80K,5,GBP
8166,PAY008166,323,20241001,65000,5416.67,0.0,G5,65K-80K,5,GBP
8167,PAY008167,323,20241101,65000,5416.67,0.0,G5,65K-80K,5,GBP
8168,PAY008168,323,20241201,65000,5416.67,502.08,G5,65K-80K,5,GBP
8169,PAY008169,323,20250101,65000,5416.67,0.0,G5,65K-80K,5,GBP
8170,PAY008170,323,20250201,65000,5416.67,0.0,G5,65K-80K,5,GBP
8171,PAY008171,323,20250301,65000,5416.67,0.0,G5,65K-80K,5,GBP
8172,PAY008172,323,20250401,65000,5416.67,896.06,G5,65K-80K,5,GBP
8173,PAY008173,323,20250501,65000,5416.67,0.0,G5,65K-80K,5,GBP
8174,PAY008174,323,20250601,65000,5416.67,0.0,G5,65K-80K,5,GBP
8175,PAY008175,323,20250701,65000,5416.67,0.0,G5,65K-80K,5,GBP
8176,PAY008176,323,20250801,65000,5416.67,1490.86,G5,65K-80K,5,GBP
8177,PAY008177,323,20250901,65000,5416.67,0.0,G5,65K-80K,5,GBP
8178,PAY008178,323,20251001,65000,5416.67,0.0,G5,65K-80K,5,GBP
8179,PAY008179,323,20251101,65000,5416.67,0.0,G5,65K-80K,5,GBP
8180,PAY008180,323,20251201,65000,5416.67,0.0,G5,65K-80K,5,GBP
8181,PAY008181,323,20260101,65000,5416.67,2678.66,G5,65K-80K,5,GBP
8182,PAY008182,323,20260201,65000,5416.67,3499.94,G5,65K-80K,5,GBP
8183,PAY008183,323,20260301,65000,5416.67,2477.35,G5,65K-80K,5,GBP
8184,PAY008184,323,20260401,65000,5416.67,0.0,G5,65K-80K,5,GBP
8185,PAY008185,323,20260501,65000,5416.67,0.0,G5,65K-80K,5,GBP
8186,PAY008186,323,20260601,65000,5416.67,0.0,G5,65K-80K,5,GBP
8187,PAY008187,324,20240101,26000,2166.67,0.0,G3,Under 30K,1,GBP
8188,PAY008188,324,20240201,26000,2166.67,0.0,G3,Under 30K,1,GBP
8189,PAY008189,324,20240301,26000,2166.67,0.0,G3,Under 30K,1,GBP
8190,PAY008190,324,20240401,26000,2166.67,0.0,G3,Under 30K,1,GBP
8191,PAY008191,324,20240501,26000,2166.67,0.0,G3,Under 30K,1,GBP
8192,PAY008192,324,20240601,26000,2166.67,0.0,G3,Under 30K,1,GBP
8193,PAY008193,324,20240701,26000,2166.67,0.0,G3,Under 30K,1,GBP
8194,PAY008194,324,20240801,26000,2166.67,0.0,G3,Under 30K,1,GBP
8195,PAY008195,324,20240901,26000,2166.67,0.0,G3,Under 30K,1,GBP
8196,PAY008196,325,20240101,50000,4166.67,0.0,G4,50K-65K,4,GBP
8197,PAY008197,325,20240201,50000,4166.67,0.0,G4,50K-65K,4,GBP
8198,PAY008198,325,20240301,50000,4166.67,0.0,G4,50K-65K,4,GBP
8199,PAY008199,325,20240401,50000,4166.67,0.0,G4,50K-65K,4,GBP
8200,PAY008200,325,20240501,50000,4166.67,0.0,G4,50K-65K,4,GBP
8201,PAY008201,325,20240601,50000,4166.67,0.0,G4,50K-65K,4,GBP
8202,PAY008202,325,20240701,50000,4166.67,0.0,G4,50K-65K,4,GBP
8203,PAY008203,325,20240801,50000,4166.67,0.0,G4,50K-65K,4,GBP
8204,PAY008204,325,20240901,50000,4166.67,0.0,G4,50K-65K,4,GBP
8205,PAY008205,325,20241001,50000,4166.67,0.0,G4,50K-65K,4,GBP
8206,PAY008206,325,20241101,50000,4166.67,0.0,G4,50K-65K,4,GBP
8207,PAY008207,325,20241201,50000,4166.67,0.0,G4,50K-65K,4,GBP
8208,PAY008208,325,20250101,50000,4166.67,0.0,G4,50K-65K,4,GBP
8209,PAY008209,325,20250201,50000,4166.67,0.0,G4,50K-65K,4,GBP
8210,PAY008210,325,20250301,50000,4166.67,0.0,G4,50K-65K,4,GBP
8211,PAY008211,325,20250401,50000,4166.67,0.0,G4,50K-65K,4,GBP
8212,PAY008212,325,20250501,50000,4166.67,0.0,G4,50K-65K,4,GBP
8213,PAY008213,325,20250601,50000,4166.67,0.0,G4,50K-65K,4,GBP
8214,PAY008214,325,20250701,50000,4166.67,0.0,G4,50K-65K,4,GBP
8215,PAY008215,325,20250801,50000,4166.67,0.0,G4,50K-65K,4,GBP
8216,PAY008216,325,20250901,50000,4166.67,0.0,G4,50K-65K,4,GBP
8217,PAY008217,325,20251001,50000,4166.67,0.0,G4,50K-65K,4,GBP
8218,PAY008218,325,20251101,50000,4166.67,0.0,G4,50K-65K,4,GBP
8219,PAY008219,325,20251201,50000,4166.67,0.0,G4,50K-65K,4,GBP
8220,PAY008220,325,20260101,50000,4166.67,0.0,G4,50K-65K,4,GBP
8221,PAY008221,325,20260201,50000,4166.67,0.0,G4,50K-65K,4,GBP
8222,PAY008222,325,20260301,50000,4166.67,0.0,G4,50K-65K,4,GBP
8223,PAY008223,325,20260401,50000,4166.67,0.0,G4,50K-65K,4,GBP
8224,PAY008224,325,20260501,50000,4166.67,0.0,G4,50K-65K,4,GBP
8225,PAY008225,325,20260601,50000,4166.67,0.0,G4,50K-65K,4,GBP
8226,PAY008226,326,20240101,35000,2916.67,0.0,G4,30K-40K,2,GBP
8227,PAY008227,326,20240201,35000,2916.67,0.0,G4,30K-40K,2,GBP
8228,PAY008228,326,20240301,35000,2916.67,0.0,G4,30K-40K,2,GBP
8229,PAY008229,326,20240401,35000,2916.67,0.0,G4,30K-40K,2,GBP
8230,PAY008230,326,20240501,35000,2916.67,0.0,G4,30K-40K,2,GBP
8231,PAY008231,326,20240601,35000,2916.67,0.0,G4,30K-40K,2,GBP
8232,PAY008232,326,20240701,35000,2916.67,0.0,G4,30K-40K,2,GBP
8233,PAY008233,326,20240801,35000,2916.67,0.0,G4,30K-40K,2,GBP
8234,PAY008234,326,20240901,35000,2916.67,0.0,G4,30K-40K,2,GBP
8235,PAY008235,326,20241001,35000,2916.67,0.0,G4,30K-40K,2,GBP
8236,PAY008236,326,20241101,35000,2916.67,0.0,G4,30K-40K,2,GBP
8237,PAY008237,326,20241201,35000,2916.67,0.0,G4,30K-40K,2,GBP
8238,PAY008238,326,20250101,35000,2916.67,0.0,G4,30K-40K,2,GBP
8239,PAY008239,326,20250201,35000,2916.67,0.0,G4,30K-40K,2,GBP
8240,PAY008240,326,20250301,35000,2916.67,0.0,G4,30K-40K,2,GBP
8241,PAY008241,326,20250401,35000,2916.67,379.55,G4,30K-40K,2,GBP
8242,PAY008242,326,20250501,35000,2916.67,0.0,G4,30K-40K,2,GBP
8243,PAY008243,326,20250601,35000,2916.67,0.0,G4,30K-40K,2,GBP
8244,PAY008244,326,20250701,35000,2916.67,514.81,G4,30K-40K,2,GBP
8245,PAY008245,326,20250801,35000,2916.67,0.0,G4,30K-40K,2,GBP
8246,PAY008246,326,20250901,35000,2916.67,3324.98,G4,30K-40K,2,GBP
8247,PAY008247,326,20251001,35000,2916.67,0.0,G4,30K-40K,2,GBP
8248,PAY008248,326,20251101,35000,2916.67,0.0,G4,30K-40K,2,GBP
8249,PAY008249,326,20251201,35000,2916.67,0.0,G4,30K-40K,2,GBP
8250,PAY008250,326,20260101,35000,2916.67,0.0,G4,30K-40K,2,GBP
8251,PAY008251,326,20260201,35000,2916.67,0.0,G4,30K-40K,2,GBP
8252,PAY008252,326,20260301,35000,2916.67,0.0,G4,30K-40K,2,GBP
8253,PAY008253,326,20260401,35000,2916.67,0.0,G4,30K-40K,2,GBP
8254,PAY008254,326,20260501,35000,2916.67,0.0,G4,30K-40K,2,GBP
8255,PAY008255,326,20260601,35000,2916.67,0.0,G4,30K-40K,2,GBP
8256,PAY008256,327,20240101,52000,4333.33,0.0,G4,50K-65K,4,GBP
8257,PAY008257,327,20240201,52000,4333.33,0.0,G4,50K-65K,4,GBP
8258,PAY008258,327,20240301,52000,4333.33,0.0,G4,50K-65K,4,GBP
8259,PAY008259,327,20240401,52000,4333.33,0.0,G4,50K-65K,4,GBP
8260,PAY008260,327,20240501,52000,4333.33,0.0,G4,50K-65K,4,GBP
8261,PAY008261,327,20240601,52000,4333.33,0.0,G4,50K-65K,4,GBP
8262,PAY008262,327,20240701,52000,4333.33,0.0,G4,50K-65K,4,GBP
8263,PAY008263,327,20240801,52000,4333.33,0.0,G4,50K-65K,4,GBP
8264,PAY008264,327,20240901,52000,4333.33,0.0,G4,50K-65K,4,GBP
8265,PAY008265,327,20241001,52000,4333.33,0.0,G4,50K-65K,4,GBP
8266,PAY008266,327,20241101,52000,4333.33,0.0,G4,50K-65K,4,GBP
8267,PAY008267,327,20241201,52000,4333.33,0.0,G4,50K-65K,4,GBP
8268,PAY008268,327,20250101,52000,4333.33,0.0,G4,50K-65K,4,GBP
8269,PAY008269,327,20250201,52000,4333.33,0.0,G4,50K-65K,4,GBP
8270,PAY008270,327,20250301,52000,4333.33,0.0,G4,50K-65K,4,GBP
8271,PAY008271,327,20250401,52000,4333.33,0.0,G4,50K-65K,4,GBP
8272,PAY008272,327,20250501,52000,4333.33,0.0,G4,50K-65K,4,GBP
8273,PAY008273,327,20250601,52000,4333.33,0.0,G4,50K-65K,4,GBP
8274,PAY008274,327,20250701,52000,4333.33,0.0,G4,50K-65K,4,GBP
8275,PAY008275,327,20250801,52000,4333.33,0.0,G4,50K-65K,4,GBP
