recruitment_key,candidate_id,requisition_id,department_key,job_role_key,location_key,application_date_key,interview_date_key,offer_date_key,hire_date_key,recruitment_source,status,hired_employee_key,time_to_hire_days
651,CAND000248,REQ1845,3,33,2,20260223,,,,Agency,Rejected,,
652,CAND000308,REQ8068,4,39,6,20260223,20260308,,,Campus,Interviewed,,
653,CAND000051,REQ5153,4,39,5,20260224,20260310,20260319,20260321,Referral,Hired,196,25
654,CAND000282,REQ9440,2,23,5,20260224,,,,Campus,Applied,,
655,CAND000645,REQ6070,6,7,1,20260225,,,,Job Board,Applied,,
656,CAND000638,REQ2421,8,9,5,20260226,20260318,,,LinkedIn,Interviewed,,
657,CAND000735,REQ5265,7,27,5,20260226,20260309,,,Company Website,Interviewed,,
658,CAND000619,REQ5088,4,39,5,20260228,20260316,,,Job Board,Interviewed,,
659,CAND000439,REQ9269,3,31,6,20260301,20260321,,,Job Board,Interviewed,,
660,CAND000585,REQ6851,7,29,2,20260301,,,,LinkedIn,Rejected,,
661,CAND000481,REQ8032,6,7,6,20260305,,,,Company Website,Rejected,,
662,CAND000314,REQ6232,7,27,4,20260307,,,,Job Board,Rejected,,
663,CAND000153,REQ6841,7,30,1,20260310,,,,Campus,Rejected,,
664,CAND000634,REQ5974,4,39,2,20260311,,,,Campus,Rejected,,
665,CAND000179,REQ8228,7,30,1,20260314,,,,Referral,Applied,,
666,CAND000491,REQ2971,4,40,6,20260315,20260331,20260406,,Campus,Offered,,
667,CAND000271,REQ7892,8,6,5,20260316,20260331,,,Company Website,Interviewed,,
668,CAND000548,REQ3252,7,30,5,20260316,20260327,,,Job Board,Interviewed,,
669,CAND000216,REQ4357,1,19,6,20260318,,,,Job Board,Rejected,,
670,CAND000285,REQ4214,2,22,5,20260319,,,,Referral,Rejected,,
671,CAND000656,REQ8812,2,22,6,20260319,,,,Job Board,Rejected,,
672,CAND000471,REQ3959,1,20,1,20260320,20260412,,,Referral,Interviewed,,
673,CAND000305,REQ1374,2,25,2,20260323,,,,Company Website,Rejected,,
674,CAND000524,REQ6322,1,20,2,20260326,,,,Job Board,Rejected,,
675,CAND000163,REQ2062,1,20,3,20260327,,,,LinkedIn,Rejected,,
676,CAND000376,REQ6448,4,40,5,20260327,,,,Company Website,Rejected,,
677,CAND000315,REQ8011,4,37,6,20260329,,,,LinkedIn,Rejected,,
678,CAND000561,REQ6996,4,39,6,20260329,20260406,20260414,,LinkedIn,Offered,,
679,CAND000578,REQ2250,1,18,4,20260330,,,,Job Board,Rejected,,
680,CAND000304,REQ4931,1,20,5,20260331,,,,Agency,Rejected,,
681,CAND000654,REQ2357,1,20,1,20260331,,,,Referral,Applied,,
682,CAND000540,REQ8874,8,9,5,20260404,20260421,20260428,,LinkedIn,Offered,,
683,CAND000196,REQ3690,7,30,2,20260405,,,,LinkedIn,Rejected,,
684,CAND000556,REQ1141,7,30,4,20260406,,,,Company Website,Rejected,,
685,CAND000687,REQ3804,7,27,2,20260406,,,,Job Board,Applied,,
686,CAND000394,REQ1739,2,23,1,20260408,,,,Job Board,Rejected,,
687,CAND000404,REQ4300,6,3,1,20260409,,,,LinkedIn,Applied,,
688,CAND000589,REQ2770,7,30,6,20260409,,,,Company Website,Applied,,
689,CAND000525,REQ8574,7,28,3,20260410,,,,Job Board,Rejected,,
690,CAND000572,REQ3508,8,2,6,20260411,,,,Agency,Rejected,,
691,CAND000463,REQ6046,2,24,5,20260412,,,,Company Website,Rejected,,
692,CAND000164,REQ5065,1,20,5,20260413,,,,Company Website,Rejected,,
693,CAND000633,REQ8172,6,7,5,20260413,,,,Job Board,Rejected,,
694,CAND000300,REQ8753,4,37,6,20260414,,,,Referral,Rejected,,
695,CAND000158,REQ9525,7,29,5,20260415,,,,Agency,Rejected,,
696,CAND000192,REQ1726,4,37,2,20260415,,,,Referral,Rejected,,
697,CAND000281,REQ8861,8,8,6,20260417,,,,LinkedIn,Applied,,
698,CAND000543,REQ8462,7,27,1,20260417,,,,Company Website,Rejected,,
699,CAND000577,REQ5424,7,27,4,20260417,20260503,,,Company Website,Interviewed,,
700,CAND000360,REQ1919,8,9,2,20260421,,,,Job Board,Applied,,
701,CAND000571,REQ5574,7,27,2,20260421,,,,Referral,Applied,,
702,CAND000429,REQ9564,1,19,6,20260422,20260430,,,LinkedIn,Interviewed,,
703,CAND000180,REQ6123,7,29,1,20260424,,,,Job Board,Applied,,
704,CAND000507,REQ9105,7,27,6,20260425,,,,Company Website,Rejected,,
705,CAND000728,REQ7676,8,4,4,20260425,,,,Company Website,Applied,,
706,CAND000399,REQ2335,1,16,2,20260427,20260507,,,Job Board,Interviewed,,
707,CAND000693,REQ7161,3,31,5,20260427,20260510,20260514,,Campus,Offered,,
708,CAND000185,REQ8380,4,40,5,20260430,,,,LinkedIn,Rejected,,
709,CAND000455,REQ9516,1,19,5,20260501,20260521,,,LinkedIn,Interviewed,,
710,CAND000427,REQ6006,5,14,2,20260502,,,,Job Board,Rejected,,
711,CAND000453,REQ6346,7,30,6,20260502,20260515,20260523,,LinkedIn,Offered,,
712,CAND000443,REQ5063,7,30,5,20260503,20260515,20260523,,LinkedIn,Offered,,
713,CAND000469,REQ5398,1,19,4,20260504,20260522,,,Job Board,Interviewed,,
714,CAND000288,REQ1614,7,27,5,20260505,20260527,,,Agency,Interviewed,,
715,CAND000485,REQ4653,8,6,5,20260505,,,,Referral,Rejected,,
716,CAND000321,REQ4277,2,22,6,20260506,,,,Referral,Rejected,,
717,CAND000369,REQ1862,2,24,6,20260506,,,,LinkedIn,Rejected,,
718,CAND000392,REQ3462,1,17,5,20260507,,,,LinkedIn,Rejected,,
719,CAND000718,REQ4318,7,27,5,20260511,,,,LinkedIn,Rejected,,
720,CAND000151,REQ1921,4,39,1,20260514,,,,Job Board,Rejected,,
721,CAND000407,REQ7219,2,24,4,20260516,,,,LinkedIn,Rejected,,
722,CAND000626,REQ9348,4,37,5,20260518,,,,Job Board,Applied,,
723,CAND000457,REQ6586,3,34,4,20260520,20260526,,,Job Board,Interviewed,,
724,CAND000663,REQ1232,2,25,1,20260520,20260606,,,Campus,Interviewed,,
725,CAND000437,REQ7341,6,10,1,20260526,,,,Referral,Rejected,,
726,CAND000229,REQ8963,2,22,1,20260529,20260614,,,Agency,Interviewed,,
727,CAND000147,REQ6431,3,34,6,20260530,,,,Job Board,Applied,,
728,CAND000698,REQ4188,4,37,4,20260531,20260612,20260615,,LinkedIn,Offered,,
729,CAND000691,REQ8033,1,17,5,20260601,,,,Referral,Rejected,,
730,CAND000414,REQ1717,8,6,4,20260603,,,,LinkedIn,Applied,,
731,CAND000514,REQ3742,1,20,5,20260603,20260617,20260621,,LinkedIn,Offered,,
732,CAND000344,REQ7606,8,8,3,20260607,,,,Job Board,Applied,,
733,CAND000428,REQ6736,4,39,6,20260609,,,,Company Website,Rejected,,
734,CAND000456,REQ4039,7,30,5,20260609,20260702,,,Job Board,Interviewed,,
735,CAND000736,REQ5242,1,17,6,20260610,,,,Company Website,Rejected,,
736,CAND000497,REQ1674,6,10,5,20260612,,,,Company Website,Applied,,
737,CAND000598,REQ5010,8,9,1,20260613,20260622,,,Job Board,Interviewed,,
738,CAND000630,REQ3746,7,28,1,20260613,20260622,,,Company Website,Interviewed,,
739,CAND000603,REQ4595,1,19,1,20260615,20260702,,,Agency,Interviewed,,
740,CAND000596,REQ2089,7,29,2,20260621,20260627,,,LinkedIn,Interviewed,,
741,CAND000725,REQ2758,7,28,1,20260622,20260704,,,Referral,Interviewed,,
742,CAND000648,REQ8016,7,29,1,20260629,,,,LinkedIn,Applied,,
743,CAND000405,REQ4180,2,24,6,20260630,,,,Company Website,Applied,,
