leave_key,leave_id,employee_key,leave_start_date_key,leave_end_date_key,leave_type,leave_days,leave_status,leave_year
892,LEV000893,175,20250116,20250118,Annual,3,Approved,2025
893,LEV000894,175,20250430,20250502,Annual,3,Approved,2025
894,LEV000892,175,20250723,20250723,Annual,1,Approved,2025
895,LEV000895,175,20260515,20260517,Annual,3,Approved,2026
896,LEV000896,176,20260403,20260608,Maternity,67,Approved,2026
897,LEV000899,177,20251024,20251024,Annual,1,Approved,2025
898,LEV000898,177,20251026,20251028,Sick,3,Rejected,2025
899,LEV000897,177,20251115,20251119,Sick,5,Approved,2025
900,LEV000900,177,20260309,20260311,Sick,3,Approved,2026
901,LEV000901,177,20260405,20260414,Annual,10,Approved,2026
902,LEV000902,178,20240312,20240312,Annual,1,Approved,2024
903,LEV000903,178,20240629,20240701,Sick,3,Approved,2024
904,LEV000905,178,20260327,20260404,Annual,9,Rejected,2026
905,LEV000904,178,20260629,20260630,Sick,2,Approved,2026
906,LEV000908,179,20240128,20240128,Annual,1,Approved,2024
907,LEV000907,179,20240507,20240507,Sick,1,Approved,2024
908,LEV000906,179,20240511,20240511,Sick,1,Approved,2024
909,LEV000909,179,20241101,20241103,Annual,3,Approved,2024
910,LEV000910,179,20250619,20250622,Annual,4,Approved,2025
911,LEV000911,179,20250915,20250915,Annual,1,Rejected,2025
912,LEV000916,179,20260223,20260223,Annual,1,Approved,2026
913,LEV000915,179,20260328,20260403,Annual,7,Approved,2026
914,LEV000912,179,20260508,20260512,Annual,5,Approved,2026
915,LEV000913,179,20260516,20260520,Annual,5,Approved,2026
916,LEV000914,179,20260604,20260608,Sick,5,Approved,2026
917,LEV000917,180,20240122,20240122,Annual,1,Approved,2024
918,LEV000918,180,20240729,20240803,Annual,6,Approved,2024
919,LEV000919,180,20250303,20250307,Sick,5,Approved,2025
920,LEV000921,181,20240109,20240116,Annual,8,Approved,2024
921,LEV000924,181,20240308,20240314,Unpaid,7,Approved,2024
922,LEV000923,181,20240512,20240513,Other,2,Approved,2024
923,LEV000920,181,20241029,20241029,Annual,1,Approved,2024
924,LEV000922,181,20241201,20241205,Annual,5,Approved,2024
925,LEV000925,182,20241226,20241227,Annual,2,Approved,2024
926,LEV000926,182,20250405,20250409,Annual,5,Approved,2025
927,LEV000928,182,20260219,20260224,Annual,6,Approved,2026
928,LEV000927,182,20260308,20260314,Annual,7,Pending,2026
929,LEV000929,182,20260623,20260623,Annual,1,Approved,2026
930,LEV000930,183,20240325,20240328,Annual,4,Pending,2024
931,LEV000931,183,20240701,20240706,Annual,6,Approved,2024
932,LEV000933,183,20240704,20240712,Annual,9,Approved,2024
933,LEV000932,183,20240818,20240822,Sick,5,Approved,2024
934,LEV000934,183,20250728,20250803,Annual,7,Approved,2025
935,LEV000936,183,20260128,20260131,Sick,4,Approved,2026
936,LEV000935,183,20260531,20260601,Annual,2,Approved,2026
937,LEV000938,184,20240327,20240328,Sick,2,Approved,2024
938,LEV000937,184,20240915,20240915,Annual,1,Pending,2024
939,LEV000939,184,20250625,20250703,Annual,9,Approved,2025
940,LEV000940,184,20251211,20251213,Sick,3,Approved,2025
941,LEV000942,184,20260107,20260109,Annual,3,Approved,2026
942,LEV000941,184,20260204,20260207,Annual,4,Approved,2026
943,LEV000943,186,20250617,20250621,Sick,5,Approved,2025
944,LEV000945,186,20260209,20260213,Annual,5,Approved,2026
945,LEV000944,186,20260407,20260408,Sick,2,Approved,2026
946,LEV000946,187,20240515,20240516,Sick,2,Approved,2024
947,LEV000947,187,20240605,20240612,Annual,8,Pending,2024
948,LEV000948,187,20241205,20241207,Sick,3,Rejected,2024
949,LEV000949,187,20250517,20250521,Sick,5,Approved,2025
950,LEV000950,187,20260109,20260112,Unpaid,4,Approved,2026
951,LEV000952,187,20260220,20260224,Annual,5,Approved,2026
952,LEV000951,187,20260518,20260519,Annual,2,Approved,2026
953,LEV000956,188,20240129,20240130,Annual,2,Approved,2024
954,LEV000954,188,20240329,20240407,Annual,10,Approved,2024
955,LEV000953,188,20240527,20240531,Annual,5,Approved,2024
956,LEV000955,188,20241220,20241220,Sick,1,Approved,2024
957,LEV000958,188,20250101,20250104,Annual,4,Pending,2025
958,LEV000957,188,20250102,20250104,Annual,3,Approved,2025
959,LEV000960,189,20240311,20240312,Other,2,Approved,2024
960,LEV000959,189,20240407,20240408,Sick,2,Approved,2024
961,LEV000961,189,20241223,20241224,Sick,2,Approved,2024
962,LEV000962,189,20260127,20260130,Sick,4,Pending,2026
963,LEV000964,190,20240520,20240524,Sick,5,Approved,2024
964,LEV000963,190,20240919,20240920,Sick,2,Approved,2024
965,LEV000965,190,20240930,20241007,Annual,8,Approved,2024
966,LEV000967,191,20240818,20240826,Annual,9,Approved,2024
967,LEV000966,191,20240831,20240831,Sick,1,Approved,2024
968,LEV000969,192,20240309,20240309,Sick,1,Approved,2024
969,LEV000971,192,20240626,20240628,Sick,3,Approved,2024
970,LEV000970,192,20240813,20240819,Other,7,Approved,2024
971,LEV000968,192,20241020,20241022,Annual,3,Approved,2024
972,LEV000973,192,20250528,20250602,Other,6,Approved,2025
973,LEV000974,192,20250531,20250603,Annual,4,Approved,2025
974,LEV000975,192,20251115,20251116,Annual,2,Rejected,2025
975,LEV000972,192,20251210,20251218,Annual,9,Pending,2025
976,LEV000976,192,20260125,20260127,Annual,3,Approved,2026
977,LEV000978,192,20260209,20260217,Annual,9,Approved,2026
978,LEV000977,192,20260428,20260428,Other,1,Approved,2026
979,LEV000980,193,20240903,20240904,Unpaid,2,Approved,2024
980,LEV000979,193,20241207,20241213,Annual,7,Approved,2024
981,LEV000981,193,20260225,20260228,Annual,4,Approved,2026
982,LEV000983,193,20260318,20260320,Annual,3,Approved,2026
983,LEV000982,193,20260522,20260524,Sick,3,Approved,2026
984,LEV000984,194,20241221,20241221,Sick,1,Approved,2024
985,LEV000988,194,20250222,20250227,Annual,6,Approved,2025
986,LEV000986,194,20250224,20250227,Other,4,Approved,2025
987,LEV000987,194,20250501,20250503,Annual,3,Approved,2025
988,LEV000985,194,20251122,20251123,Annual,2,Approved,2025
989,LEV000990,194,20260215,20260216,Sick,2,Approved,2026
990,LEV000989,194,20260508,20260510,Annual,3,Pending,2026
991,LEV000992,195,20240108,20240108,Annual,1,Approved,2024
992,LEV000991,195,20240819,20240819,Annual,1,Approved,2024
993,LEV000993,195,20250607,20250608,Other,2,Approved,2025
994,LEV000995,195,20260303,20260303,Unpaid,1,Approved,2026
995,LEV000994,195,20260327,20260328,Annual,2,Approved,2026
996,LEV000996,195,20260506,20260512,Annual,7,Approved,2026
997,LEV000998,196,20260321,20260327,Annual,7,Approved,2026
998,LEV000997,196,20260505,20260508,Sick,4,Approved,2026
999,LEV000999,197,20251229,20251231,Annual,3,Approved,2025
1000,LEV001004,197,20260207,20260211,Sick,5,Approved,2026
1001,LEV001005,197,20260207,20260209,Sick,3,Rejected,2026
1002,LEV001002,197,20260215,20260219,Annual,5,Approved,2026
1003,LEV001001,197,20260426,20260503,Annual,8,Approved,2026
1004,LEV001003,197,20260525,20260603,Annual,10,Pending,2026
1005,LEV001000,197,20260609,20260611,Annual,3,Approved,2026
1006,LEV001006,198,20240616,20240618,Sick,3,Approved,2024
1007,LEV001007,198,20250618,20250622,Sick,5,Approved,2025
1008,LEV001009,198,20250911,20250915,Annual,5,Approved,2025
1009,LEV001008,198,20250925,20250929,Sick,5,Approved,2025
1010,LEV001010,198,20260105,20260107,Annual,3,Approved,2026
1011,LEV001011,198,20260408,20260411,Annual,4,Approved,2026
1012,LEV001012,199,20240214,20240216,Sick,3,Approved,2024
1013,LEV001014,199,20240819,20240826,Annual,8,Approved,2024
1014,LEV001013,199,20241231,20241231,Sick,1,Approved,2024
1015,LEV001015,199,20250113,20250117,Unpaid,5,Approved,2025
1016,LEV001016,200,20241028,20241105,Annual,9,Approved,2024
1017,LEV001018,201,20240118,20240119,Annual,2,Approved,2024
1018,LEV001017,201,20240505,20240508,Sick,4,Approved,2024
1019,LEV001019,201,20250528,20250529,Annual,2,Approved,2025
1020,LEV001021,201,20260415,20260416,Sick,2,Approved,2026
1021,LEV001020,201,20260503,20260503,Sick,1,Approved,2026
1022,LEV001022,201,20260511,20260520,Annual,10,Approved,2026
1023,LEV001023,202,20240303,20240304,Sick,2,Approved,2024
1024,LEV001024,202,20241101,20241105,Annual,5,Approved,2024
1025,LEV001025,202,20250214,20250219,Annual,6,Rejected,2025
1026,LEV001027,202,20260218,20260226,Annual,9,Approved,2026
1027,LEV001026,202,20260626,20260628,Sick,3,Approved,2026
1028,LEV001028,203,20240301,20240310,Annual,10,Pending,2024
1029,LEV001029,203,20250624,20250630,Annual,7,Approved,2025
1030,LEV001030,203,20251202,20251206,Sick,5,Pending,2025
1031,LEV001031,203,20260411,20260411,Unpaid,1,Approved,2026
1032,LEV001032,203,20260524,20260526,Annual,3,Approved,2026
1033,LEV001033,204,20250311,20250316,Unpaid,6,Approved,2025
1034,LEV001034,204,20250413,20250413,Annual,1,Approved,2025
1035,LEV001035,204,20260206,20260207,Annual,2,Approved,2026
1036,LEV001036,204,20260625,20260629,Annual,5,Approved,2026
1037,LEV001039,205,20240301,20240306,Annual,6,Approved,2024
1038,LEV001037,205,20240713,20240928,Paternity,78,Approved,2024
1039,LEV001038,205,20241002,20241008,Annual,7,Approved,2024
1040,LEV001041,205,20250528,20250603,Other,7,Approved,2025
1041,LEV001040,205,20250911,20250920,Annual,10,Approved,2025
1042,LEV001042,205,20260522,20260524,Annual,3,Approved,2026
1043,LEV001048,206,20240104,20240105,Annual,2,Approved,2024
1044,LEV001044,206,20240201,20240201,Annual,1,Approved,2024
1045,LEV001047,206,20240304,20240313,Annual,10,Approved,2024
1046,LEV001046,206,20240319,20240326,Annual,8,Approved,2024
1047,LEV001045,206,20240811,20240816,Annual,6,Approved,2024
1048,LEV001043,206,20241015,20241023,Annual,9,Approved,2024
1049,LEV001049,206,20250214,20250221,Annual,8,Approved,2025
1050,LEV001050,206,20251125,20251128,Annual,4,Approved,2025
1051,LEV001051,206,20260609,20260618,Annual,10,Approved,2026
1052,LEV001052,207,20240323,20240401,Annual,10,Approved,2024
1053,LEV001053,207,20250913,20250921,Annual,9,Approved,2025
1054,LEV001054,208,20241127,20241201,Annual,5,Approved,2024
1055,LEV001056,208,20250316,20250319,Unpaid,4,Approved,2025
1056,LEV001055,208,20251211,20251218,Annual,8,Approved,2025
1057,LEV001057,208,20260224,20260503,Maternity,69,Approved,2026
1058,LEV001058,208,20260411,20260414,Sick,4,Approved,2026
1059,LEV001059,208,20260422,20260424,Annual,3,Approved,2026
1060,LEV001060,209,20240308,20240402,Paternity,26,Approved,2024
1061,LEV001061,209,20241003,20241011,Annual,9,Pending,2024
1062,LEV001063,209,20250131,20250303,Paternity,32,Approved,2025
1063,LEV001062,209,20250816,20250820,Annual,5,Approved,2025
1064,LEV001064,210,20251023,20251029,Annual,7,Approved,2025
1065,LEV001066,210,20251029,20251103,Annual,6,Approved,2025
1066,LEV001067,210,20251113,20251113,Unpaid,1,Approved,2025
1067,LEV001065,210,20251205,20251205,Annual,1,Approved,2025
1068,LEV001068,210,20251225,20251231,Annual,7,Approved,2025
1069,LEV001069,210,20260327,20260531,Paternity,66,Rejected,2026
1070,LEV001070,210,20260411,20260415,Sick,5,Approved,2026
1071,LEV001071,210,20260418,20260422,Unpaid,5,Approved,2026
1072,LEV001073,211,20240518,20240519,Annual,2,Approved,2024
1073,LEV001072,211,20241015,20241019,Annual,5,Pending,2024
1074,LEV001074,211,20251016,20251020,Annual,5,Approved,2025
1075,LEV001076,211,20260507,20260514,Annual,8,Approved,2026
1076,LEV001075,211,20260602,20260607,Unpaid,6,Pending,2026
1077,LEV001079,212,20250810,20250818,Annual,9,Approved,2025
1078,LEV001078,212,20250821,20250823,Annual,3,Approved,2025
1079,LEV001077,212,20251009,20251014,Annual,6,Approved,2025
1080,LEV001080,212,20260101,20260105,Sick,5,Approved,2026
1081,LEV001081,212,20260115,20260124,Annual,10,Approved,2026
1082,LEV001082,213,20240103,20240103,Sick,1,Rejected,2024
1083,LEV001084,213,20240407,20240411,Sick,5,Approved,2024
1084,LEV001083,213,20240914,20240914,Sick,1,Approved,2024
1085,LEV001087,213,20250701,20250705,Annual,5,Approved,2025
1086,LEV001088,213,20251122,20251128,Annual,7,Approved,2025
1087,LEV001085,213,20251206,20251214,Annual,9,Approved,2025
1088,LEV001086,213,20251216,20251222,Annual,7,Approved,2025
1089,LEV001090,213,20260126,20260126,Sick,1,Approved,2026
1090,LEV001089,213,20260215,20260223,Annual,9,Approved,2026
1091,LEV001092,213,20260302,20260304,Sick,3,Approved,2026
1092,LEV001091,213,20260430,20260430,Annual,1,Approved,2026
1093,LEV001094,214,20250122,20250125,Annual,4,Approved,2025
1094,LEV001093,214,20250425,20250504,Annual,10,Approved,2025
1095,LEV001095,214,20251225,20251231,Annual,7,Approved,2025
1096,LEV001096,214,20260224,20260226,Annual,3,Approved,2026
1097,LEV001098,215,20240120,20240121,Sick,2,Approved,2024
1098,LEV001097,215,20240612,20240619,Annual,8,Approved,2024
1099,LEV001100,215,20250120,20250123,Sick,4,Approved,2025
1100,LEV001099,215,20250204,20250204,Sick,1,Approved,2025
1101,LEV001107,215,20260116,20260116,Annual,1,Approved,2026
1102,LEV001101,215,20260227,20260302,Sick,4,Approved,2026
1103,LEV001104,215,20260326,20260331,Annual,6,Approved,2026
1104,LEV001106,215,20260421,20260424,Annual,4,Approved,2026
1105,LEV001102,215,20260503,20260507,Sick,5,Rejected,2026
1106,LEV001103,215,20260515,20260619,Paternity,36,Rejected,2026
1107,LEV001105,215,20260526,20260604,Annual,10,Approved,2026
1108,LEV001108,216,20250125,20250125,Sick,1,Rejected,2025
1109,LEV001110,217,20240313,20240321,Annual,9,Approved,2024
1110,LEV001109,217,20240814,20240814,Sick,1,Approved,2024
1111,LEV001111,217,20251210,20251211,Unpaid,2,Approved,2025
1112,LEV001112,217,20260127,20260205,Annual,10,Approved,2026
1113,LEV001113,217,20260311,20260311,Annual,1,Rejected,2026
1114,LEV001115,217,20260526,20260531,Annual,6,Approved,2026
1115,LEV001114,217,20260603,20260609,Annual,7,Pending,2026
1116,LEV001116,218,20240809,20240813,Annual,5,Rejected,2024
1117,LEV001117,218,20250302,20250304,Annual,3,Pending,2025
1118,LEV001118,219,20241118,20241120,Annual,3,Approved,2024
1119,LEV001119,219,20251008,20251009,Unpaid,2,Approved,2025
1120,LEV001121,220,20240102,20240106,Annual,5,Approved,2024
1121,LEV001120,220,20240226,20240301,Annual,5,Approved,2024
1122,LEV001124,220,20250410,20250412,Annual,3,Approved,2025
1123,LEV001122,220,20250930,20251031,Paternity,32,Approved,2025
1124,LEV001123,220,20251016,20251019,Annual,4,Approved,2025
1125,LEV001125,220,20251226,20251229,Sick,4,Approved,2025
1126,LEV001126,221,20240601,20240604,Sick,4,Approved,2024
1127,LEV001127,221,20250126,20250201,Annual,7,Approved,2025
1128,LEV001128,221,20250611,20250616,Annual,6,Rejected,2025
1129,LEV001129,221,20250716,20250716,Sick,1,Approved,2025
1130,LEV001130,222,20251202,20251206,Annual,5,Approved,2025
1131,LEV001131,222,20251225,20251229,Annual,5,Approved,2025
1132,LEV001133,222,20260124,20260129,Unpaid,6,Approved,2026
1133,LEV001132,222,20260228,20260305,Annual,6,Approved,2026
1134,LEV001134,223,20241228,20241230,Annual,3,Approved,2024
1135,LEV001135,223,20260409,20260413,Annual,5,Approved,2026
1136,LEV001136,224,20240814,20240820,Annual,7,Approved,2024
1137,LEV001137,224,20250406,20250408,Annual,3,Approved,2025
1138,LEV001138,224,20250508,20250512,Sick,5,Approved,2025
1139,LEV001139,224,20260404,20260411,Annual,8,Approved,2026
1140,LEV001140,225,20240112,20240116,Unpaid,5,Approved,2024
1141,LEV001143,225,20250112,20250116,Annual,5,Rejected,2025
1142,LEV001142,225,20250510,20250514,Annual,5,Approved,2025
1143,LEV001141,225,20250610,20250616,Annual,7,Approved,2025
1144,LEV001144,225,20260511,20260518,Annual,8,Approved,2026
1145,LEV001145,226,20241119,20241119,Sick,1,Approved,2024
1146,LEV001146,226,20260329,20260403,Annual,6,Approved,2026
1147,LEV001147,227,20240316,20240324,Annual,9,Approved,2024
1148,LEV001148,227,20240326,20240327,Annual,2,Approved,2024
1149,LEV001149,228,20240911,20240912,Annual,2,Rejected,2024
1150,LEV001150,228,20241015,20241017,Sick,3,Approved,2024
1151,LEV001155,228,20250201,20250204,Sick,4,Approved,2025
1152,LEV001152,228,20250418,20250421,Annual,4,Approved,2025
1153,LEV001156,228,20250429,20250504,Annual,6,Approved,2025
1154,LEV001153,228,20250509,20250511,Annual,3,Approved,2025
1155,LEV001154,228,20251201,20251231,Paternity,31,Approved,2025
1156,LEV001151,228,20251211,20251214,Annual,4,Approved,2025
1157,LEV001157,228,20260228,20260304,Sick,5,Approved,2026
1158,LEV001159,228,20260329,20260330,Sick,2,Approved,2026
1159,LEV001158,228,20260404,20260413,Annual,10,Approved,2026
1160,LEV001161,229,20250201,20250202,Annual,2,Approved,2025
1161,LEV001160,229,20250806,20250809,Sick,4,Approved,2025
1162,LEV001162,229,20260614,20260617,Sick,4,Approved,2026
1163,LEV001164,230,20240515,20240524,Annual,10,Approved,2024
1164,LEV001163,230,20240812,20240818,Annual,7,Approved,2024
1165,LEV001165,230,20251006,20251006,Sick,1,Approved,2025
1166,LEV001166,231,20240102,20240105,Sick,4,Pending,2024
1167,LEV001171,231,20240112,20240113,Sick,2,Approved,2024
1168,LEV001168,231,20240212,20240215,Sick,4,Approved,2024
1169,LEV001167,231,20240305,20240307,Annual,3,Approved,2024
1170,LEV001169,231,20240528,20240529,Sick,2,Approved,2024
1171,LEV001170,231,20240528,20240531,Annual,4,Approved,2024
1172,LEV001173,231,20250124,20250125,Sick,2,Approved,2025
1173,LEV001172,231,20251103,20251107,Sick,5,Approved,2025
1174,LEV001175,231,20260212,20260212,Annual,1,Approved,2026
1175,LEV001174,231,20260226,20260227,Annual,2,Approved,2026
1176,LEV001176,231,20260309,20260317,Annual,9,Pending,2026
1177,LEV001177,232,20241123,20241124,Annual,2,Approved,2024
1178,LEV001178,232,20250704,20250708,Sick,5,Approved,2025
1179,LEV001179,233,20240619,20240621,Annual,3,Approved,2024
1180,LEV001180,233,20250829,20250901,Annual,4,Approved,2025
1181,LEV001181,233,20260223,20260228,Annual,6,Approved,2026
1182,LEV001182,233,20260618,20260619,Sick,2,Approved,2026
1183,LEV001183,234,20241208,20241214,Annual,7,Approved,2024
1184,LEV001184,234,20250611,20250612,Sick,2,Approved,2025
1185,LEV001186,234,20260217,20260220,Unpaid,4,Approved,2026
1186,LEV001188,234,20260228,20260303,Sick,4,Approved,2026
1187,LEV001185,234,20260308,20260315,Annual,8,Approved,2026
1188,LEV001187,234,20260607,20260630,Maternity,24,Pending,2026
1189,LEV001192,235,20240127,20240128,Sick,2,Approved,2024
1190,LEV001189,235,20240718,20240722,Other,5,Approved,2024
1191,LEV001191,235,20241010,20241011,Unpaid,2,Pending,2024
1192,LEV001190,235,20241114,20241118,Annual,5,Approved,2024
1193,LEV001193,235,20251124,20251130,Annual,7,Approved,2025
1194,LEV001194,235,20260408,20260410,Annual,3,Approved,2026
1195,LEV001195,235,20260626,20260630,Annual,5,Pending,2026
1196,LEV001197,236,20240516,20240522,Unpaid,7,Approved,2024
1197,LEV001196,236,20240903,20240910,Annual,8,Approved,2024
1198,LEV001199,236,20260305,20260314,Annual,10,Approved,2026
1199,LEV001198,236,20260529,20260529,Annual,1,Approved,2026
1200,LEV001200,237,20240113,20240115,Annual,3,Approved,2024
1201,LEV001201,237,20251113,20251120,Annual,8,Approved,2025
1202,LEV001202,238,20240105,20240107,Annual,3,Approved,2024
1203,LEV001204,238,20260208,20260212,Unpaid,5,Approved,2026
1204,LEV001203,238,20260504,20260507,Unpaid,4,Approved,2026
1205,LEV001206,239,20240322,20240328,Annual,7,Approved,2024
1206,LEV001207,239,20240616,20240616,Annual,1,Approved,2024
1207,LEV001208,239,20240823,20240823,Annual,1,Approved,2024
1208,LEV001205,239,20241023,20241028,Annual,6,Approved,2024
1209,LEV001209,239,20251007,20251015,Annual,9,Approved,2025
1210,LEV001211,239,20260107,20260111,Sick,5,Approved,2026
1211,LEV001210,239,20260219,20260221,Annual,3,Approved,2026
1212,LEV001214,240,20240607,20240613,Annual,7,Approved,2024
1213,LEV001212,240,20240812,20240813,Sick,2,Approved,2024
1214,LEV001213,240,20241120,20241121,Sick,2,Approved,2024
1215,LEV001217,241,20250222,20250226,Sick,5,Approved,2025
1216,LEV001216,241,20250629,20250630,Annual,2,Approved,2025
1217,LEV001215,241,20250801,20250802,Sick,2,Approved,2025
1218,LEV001219,241,20260123,20260127,Annual,5,Approved,2026
1219,LEV001218,241,20260330,20260403,Sick,5,Approved,2026
1220,LEV001220,242,20240805,20240813,Annual,9,Approved,2024
1221,LEV001221,242,20250328,20250403,Annual,7,Approved,2025
1222,LEV001222,242,20260503,20260503,Other,1,Approved,2026
1223,LEV001223,243,20250120,20250126,Unpaid,7,Rejected,2025
1224,LEV001224,243,20250623,20250623,Other,1,Approved,2025
1225,LEV001227,243,20260201,20260202,Sick,2,Approved,2026
1226,LEV001228,243,20260208,20260211,Annual,4,Approved,2026
1227,LEV001225,243,20260226,20260303,Annual,6,Approved,2026
1228,LEV001226,243,20260316,20260319,Sick,4,Approved,2026
1229,LEV001230,244,20240821,20240823,Sick,3,Approved,2024
1230,LEV001231,244,20240926,20240929,Annual,4,Approved,2024
1231,LEV001229,244,20241008,20241008,Unpaid,1,Approved,2024
1232,LEV001232,244,20250218,20250219,Annual,2,Approved,2025
1233,LEV001234,245,20240509,20240510,Sick,2,Approved,2024
1234,LEV001233,245,20240820,20240907,Maternity,19,Approved,2024
1235,LEV001235,246,20240620,20240803,Paternity,45,Approved,2024
1236,LEV001237,246,20260219,20260226,Annual,8,Approved,2026
1237,LEV001236,246,20260406,20260408,Annual,3,Approved,2026
1238,LEV001238,248,20250116,20250117,Sick,2,Approved,2025
1239,LEV001240,248,20260211,20260220,Annual,10,Approved,2026
1240,LEV001239,248,20260401,20260401,Annual,1,Approved,2026
1241,LEV001241,249,20241225,20241228,Annual,4,Approved,2024
1242,LEV001242,249,20250406,20250415,Annual,10,Approved,2025
1243,LEV001243,249,20250729,20250802,Annual,5,Approved,2025
1244,LEV001244,249,20260121,20260129,Annual,9,Approved,2026
1245,LEV001245,250,20240308,20240312,Unpaid,5,Approved,2024
1246,LEV001247,250,20241019,20241023,Sick,5,Approved,2024
1247,LEV001246,250,20241101,20241230,Maternity,60,Rejected,2024
1248,LEV001248,250,20250129,20250207,Annual,10,Approved,2025
1249,LEV001249,250,20251009,20251012,Sick,4,Approved,2025
1250,LEV001250,250,20260107,20260123,Paternity,17,Approved,2026
1251,LEV001251,250,20260403,20260404,Annual,2,Approved,2026
1252,LEV001252,250,20260405,20260407,Annual,3,Rejected,2026
1253,LEV001254,251,20240415,20240423,Annual,9,Approved,2024
1254,LEV001255,251,20240821,20240822,Sick,2,Approved,2024
1255,LEV001253,251,20241002,20241010,Annual,9,Approved,2024
1256,LEV001258,251,20250113,20250120,Annual,8,Approved,2025
1257,LEV001257,251,20250227,20250228,Sick,2,Approved,2025
1258,LEV001256,251,20250521,20250522,Sick,2,Approved,2025
1259,LEV001260,252,20240107,20240110,Other,4,Approved,2024
1260,LEV001259,252,20240629,20240707,Annual,9,Approved,2024
1261,LEV001261,252,20240910,20240912,Sick,3,Approved,2024
1262,LEV001262,252,20250125,20250130,Annual,6,Approved,2025
1263,LEV001263,252,20260119,20260120,Annual,2,Approved,2026
1264,LEV001267,253,20240317,20240320,Annual,4,Pending,2024
1265,LEV001265,253,20240412,20240415,Annual,4,Approved,2024
1266,LEV001264,253,20240620,20240621,Annual,2,Approved,2024
1267,LEV001266,253,20240815,20240820,Annual,6,Approved,2024
1268,LEV001269,253,20240919,20240922,Sick,4,Approved,2024
1269,LEV001268,253,20241230,20241231,Annual,2,Approved,2024
1270,LEV001270,253,20250119,20250121,Annual,3,Approved,2025
1271,LEV001271,253,20250311,20250320,Annual,10,Approved,2025
1272,LEV001272,253,20260123,20260129,Unpaid,7,Approved,2026
1273,LEV001273,253,20260411,20260414,Unpaid,4,Approved,2026
1274,LEV001274,253,20260522,20260530,Annual,9,Approved,2026
1275,LEV001277,254,20240110,20240110,Sick,1,Pending,2024
1276,LEV001276,254,20240118,20240121,Annual,4,Approved,2024
1277,LEV001275,254,20241021,20241030,Annual,10,Approved,2024
1278,LEV001278,254,20260417,20260420,Sick,4,Pending,2026
1279,LEV001279,254,20260529,20260529,Sick,1,Approved,2026
1280,LEV001280,255,20250404,20250405,Unpaid,2,Approved,2025
1281,LEV001281,255,20251017,20251020,Annual,4,Approved,2025
1282,LEV001282,255,20260402,20260410,Annual,9,Approved,2026
1283,LEV001283,255,20260427,20260505,Annual,9,Approved,2026
1284,LEV001284,255,20260601,20260607,Annual,7,Approved,2026
1285,LEV001285,255,20260609,20260614,Annual,6,Approved,2026
1286,LEV001287,256,20240422,20240424,Annual,3,Approved,2024
1287,LEV001286,256,20241222,20241229,Annual,8,Approved,2024
1288,LEV001288,256,20251221,20251222,Sick,2,Approved,2025
1289,LEV001290,256,20260224,20260301,Annual,6,Approved,2026
1290,LEV001289,256,20260418,20260419,Annual,2,Approved,2026
1291,LEV001291,257,20240613,20240614,Sick,2,Approved,2024
1292,LEV001293,257,20250112,20250119,Annual,8,Approved,2025
1293,LEV001294,257,20250701,20250709,Annual,9,Approved,2025
1294,LEV001292,257,20251209,20251209,Sick,1,Approved,2025
1295,LEV001295,257,20260217,20260217,Annual,1,Approved,2026
1296,LEV001296,258,20251201,20251207,Annual,7,Approved,2025
1297,LEV001297,258,20260627,20260630,Annual,4,Approved,2026
1298,LEV001300,259,20250817,20250825,Annual,9,Approved,2025
1299,LEV001298,259,20251010,20251017,Annual,8,Approved,2025
1300,LEV001299,259,20251222,20251225,Unpaid,4,Approved,2025
1301,LEV001302,259,20260321,20260322,Annual,2,Pending,2026
1302,LEV001301,259,20260331,20260409,Annual,10,Approved,2026
1303,LEV001304,260,20240326,20240401,Annual,7,Approved,2024
1304,LEV001303,260,20240410,20240410,Unpaid,1,Pending,2024
1305,LEV001305,261,20241124,20241231,Paternity,38,Rejected,2024
1306,LEV001306,261,20250321,20250322,Sick,2,Approved,2025
1307,LEV001307,261,20250323,20250327,Sick,5,Approved,2025
1308,LEV001308,261,20250824,20250830,Annual,7,Approved,2025
1309,LEV001310,261,20260228,20260228,Other,1,Approved,2026
1310,LEV001309,261,20260607,20260608,Annual,2,Approved,2026
1311,LEV001313,262,20240124,20240124,Annual,1,Approved,2024
1312,LEV001311,262,20240428,20240504,Unpaid,7,Approved,2024
1313,LEV001312,262,20240928,20241003,Unpaid,6,Approved,2024
1314,LEV001314,262,20241213,20241220,Annual,8,Approved,2024
1315,LEV001315,262,20260101,20260102,Annual,2,Approved,2026
1316,LEV001316,262,20260509,20260512,Sick,4,Approved,2026
1317,LEV001317,263,20260429,20260502,Sick,4,Approved,2026
1318,LEV001319,264,20240408,20240630,Paternity,84,Approved,2024
1319,LEV001318,264,20240913,20240921,Annual,9,Approved,2024
1320,LEV001322,264,20250329,20250329,Sick,1,Approved,2025
1321,LEV001321,264,20250429,20250506,Annual,8,Approved,2025
1322,LEV001320,264,20250827,20250827,Annual,1,Approved,2025
1323,LEV001327,265,20240221,20240224,Other,4,Approved,2024
1324,LEV001324,265,20240512,20240521,Annual,10,Approved,2024
1325,LEV001325,265,20240906,20240914,Annual,9,Approved,2024
1326,LEV001323,265,20241007,20241011,Sick,5,Approved,2024
1327,LEV001326,265,20241030,20241107,Annual,9,Approved,2024
