attendance_key,attendance_id,employee_key,attendance_month_key,working_days,present_days,absent_days,late_arrivals,remote_work_days,overtime_hours,attendance_rate,absence_rate
6350,ATT006350,254,20240501,23,20,3,2,13,4.6,0.8696,0.1304
6351,ATT006351,254,20240601,20,15,5,3,9,3.2,0.75,0.25
6352,ATT006352,254,20240701,23,20,3,2,10,0.0,0.8696,0.1304
6353,ATT006353,254,20240801,22,21,1,3,13,0.7,0.9545,0.0455
6354,ATT006354,254,20240901,21,20,1,0,15,0.0,0.9524,0.0476
6355,ATT006355,254,20241001,23,20,3,3,12,10.5,0.8696,0.1304
6356,ATT006356,254,20241101,21,10,11,4,2,3.2,0.4762,0.5238
6357,ATT006357,254,20241201,22,16,6,2,9,6.9,0.7273,0.2727
6358,ATT006358,254,20250101,23,14,9,3,1,4.4,0.6087,0.3913
6359,ATT006359,254,20250201,20,16,4,1,8,2.1,0.8,0.2
6360,ATT006360,254,20250301,21,13,8,0,2,8.2,0.619,0.381
6361,ATT006361,254,20250401,22,14,8,2,1,7.4,0.6364,0.3636
6362,ATT006362,254,20250501,22,19,3,0,4,0.0,0.8636,0.1364
6363,ATT006363,254,20250601,21,21,0,1,15,10.2,1.0,0.0
6364,ATT006364,254,20250701,23,17,6,3,11,4.9,0.7391,0.2609
6365,ATT006365,254,20250801,21,16,5,3,10,0.9,0.7619,0.2381
6366,ATT006366,254,20250901,22,16,6,1,4,1.9,0.7273,0.2727
6367,ATT006367,254,20251001,23,18,5,0,3,0.4,0.7826,0.2174
6368,ATT006368,254,20251101,20,15,5,0,13,0.8,0.75,0.25
6369,ATT006369,254,20251201,23,18,5,3,9,1.7,0.7826,0.2174
6370,ATT006370,254,20260101,22,19,3,3,4,0.8,0.8636,0.1364
6371,ATT006371,254,20260201,20,18,2,1,10,6.0,0.9,0.1
6372,ATT006372,254,20260301,22,21,1,1,13,3.8,0.9545,0.0455
6373,ATT006373,254,20260401,22,19,3,3,5,8.7,0.8636,0.1364
6374,ATT006374,254,20260501,21,19,2,2,7,0.0,0.9048,0.0952
6375,ATT006375,254,20260601,22,18,4,3,6,3.0,0.8182,0.1818
6376,ATT006376,255,20240101,23,22,1,0,11,5.9,0.9565,0.0435
6377,ATT006377,255,20240201,21,20,1,1,10,2.4,0.9524,0.0476
6378,ATT006378,255,20240301,21,19,2,1,8,1.8,0.9048,0.0952
6379,ATT006379,255,20240401,22,19,3,0,1,0.0,0.8636,0.1364
6380,ATT006380,255,20240501,23,22,1,1,8,6.6,0.9565,0.0435
6381,ATT006381,255,20240601,20,19,1,0,5,1.3,0.95,0.05
6382,ATT006382,255,20240701,23,20,3,1,10,0.6,0.8696,0.1304
6383,ATT006383,255,20240801,22,20,2,1,14,4.7,0.9091,0.0909
6384,ATT006384,255,20240901,21,20,1,0,11,4.3,0.9524,0.0476
6385,ATT006385,255,20241001,23,22,1,2,11,4.0,0.9565,0.0435
6386,ATT006386,255,20241101,21,19,2,0,7,1.8,0.9048,0.0952
6387,ATT006387,255,20241201,22,21,1,1,10,0.0,0.9545,0.0455
6388,ATT006388,255,20250101,23,22,1,1,6,6.5,0.9565,0.0435
6389,ATT006389,255,20250201,20,19,1,0,5,7.5,0.95,0.05
6390,ATT006390,255,20250301,21,21,0,1,5,6.4,1.0,0.0
6391,ATT006391,255,20250401,22,19,3,0,8,8.3,0.8636,0.1364
6392,ATT006392,255,20250501,22,20,2,1,5,3.5,0.9091,0.0909
6393,ATT006393,255,20250601,21,21,0,1,5,1.4,1.0,0.0
6394,ATT006394,255,20250701,23,21,2,0,7,4.7,0.913,0.087
6395,ATT006395,255,20250801,21,19,2,2,6,9.6,0.9048,0.0952
6396,ATT006396,255,20250901,22,20,2,2,9,0.6,0.9091,0.0909
6397,ATT006397,255,20251001,23,23,0,1,11,2.5,1.0,0.0
6398,ATT006398,255,20251101,20,18,2,1,9,4.7,0.9,0.1
6399,ATT006399,255,20251201,23,23,0,1,10,5.5,1.0,0.0
6400,ATT006400,255,20260101,22,20,2,0,9,4.6,0.9091,0.0909
6401,ATT006401,255,20260201,20,19,1,0,6,2.2,0.95,0.05
6402,ATT006402,255,20260301,22,20,2,1,8,0.8,0.9091,0.0909
6403,ATT006403,255,20260401,22,16,6,1,11,3.1,0.7273,0.2727
6404,ATT006404,255,20260501,21,21,0,1,11,1.7,1.0,0.0
6405,ATT006405,255,20260601,22,20,2,2,3,3.2,0.9091,0.0909
6406,ATT006406,256,20240101,23,21,2,0,17,5.2,0.913,0.087
6407,ATT006407,256,20240201,21,21,0,1,6,4.6,1.0,0.0
6408,ATT006408,256,20240301,21,18,3,1,7,0.0,0.8571,0.1429
6409,ATT006409,256,20240401,22,18,4,0,11,6.5,0.8182,0.1818
6410,ATT006410,256,20240501,23,23,0,0,6,8.9,1.0,0.0
6411,ATT006411,256,20240601,20,19,1,1,12,8.9,0.95,0.05
6412,ATT006412,256,20240701,23,20,3,0,5,13.4,0.8696,0.1304
6413,ATT006413,256,20240801,22,21,1,1,5,0.0,0.9545,0.0455
6414,ATT006414,256,20240901,21,18,3,0,4,7.2,0.8571,0.1429
6415,ATT006415,256,20241001,23,20,3,0,12,7.1,0.8696,0.1304
6416,ATT006416,256,20241101,21,19,2,1,14,7.8,0.9048,0.0952
6417,ATT006417,256,20241201,22,21,1,3,12,12.5,0.9545,0.0455
6418,ATT006418,256,20250101,23,19,4,0,7,0.2,0.8261,0.1739
6419,ATT006419,256,20250201,20,19,1,1,12,2.6,0.95,0.05
6420,ATT006420,256,20250301,21,19,2,0,4,11.5,0.9048,0.0952
6421,ATT006421,256,20250401,22,21,1,0,10,4.5,0.9545,0.0455
6422,ATT006422,256,20250501,22,21,1,0,11,11.7,0.9545,0.0455
6423,ATT006423,256,20250601,21,16,5,0,5,6.9,0.7619,0.2381
6424,ATT006424,256,20250701,23,20,3,0,11,3.7,0.8696,0.1304
6425,ATT006425,256,20250801,21,21,0,0,3,4.7,1.0,0.0
6426,ATT006426,256,20250901,22,21,1,0,10,0.0,0.9545,0.0455
6427,ATT006427,256,20251001,23,23,0,1,17,3.7,1.0,0.0
6428,ATT006428,256,20251101,20,19,1,1,8,4.3,0.95,0.05
6429,ATT006429,256,20251201,23,21,2,0,10,0.0,0.913,0.087
6430,ATT006430,256,20260101,22,20,2,0,8,3.8,0.9091,0.0909
6431,ATT006431,256,20260201,20,19,1,0,10,1.8,0.95,0.05
6432,ATT006432,256,20260301,22,21,1,2,10,7.9,0.9545,0.0455
6433,ATT006433,256,20260401,22,21,1,0,8,4.9,0.9545,0.0455
6434,ATT006434,256,20260501,21,21,0,1,6,10.1,1.0,0.0
6435,ATT006435,256,20260601,22,19,3,0,12,6.9,0.8636,0.1364
6436,ATT006436,257,20240101,23,20,3,1,11,1.8,0.8696,0.1304
6437,ATT006437,257,20240201,21,19,2,1,3,5.6,0.9048,0.0952
6438,ATT006438,257,20240301,21,18,3,1,6,1.3,0.8571,0.1429
6439,ATT006439,257,20240401,22,22,0,1,7,4.0,1.0,0.0
6440,ATT006440,257,20240501,23,20,3,1,3,3.8,0.8696,0.1304
6441,ATT006441,257,20240601,20,16,4,1,8,18.6,0.8,0.2
6442,ATT006442,257,20240701,23,22,1,2,11,0.0,0.9565,0.0435
6443,ATT006443,257,20240801,22,19,3,2,10,8.1,0.8636,0.1364
6444,ATT006444,257,20240901,21,20,1,1,1,6.1,0.9524,0.0476
6445,ATT006445,257,20241001,23,19,4,2,7,1.7,0.8261,0.1739
6446,ATT006446,257,20241101,21,17,4,0,6,4.2,0.8095,0.1905
6447,ATT006447,257,20241201,22,22,0,0,12,5.8,1.0,0.0
6448,ATT006448,257,20250101,23,22,1,1,8,4.7,0.9565,0.0435
6449,ATT006449,257,20250201,20,19,1,0,4,0.0,0.95,0.05
6450,ATT006450,257,20250301,21,16,5,0,4,0.7,0.7619,0.2381
6451,ATT006451,257,20250401,22,20,2,0,11,2.9,0.9091,0.0909
6452,ATT006452,257,20250501,22,18,4,0,7,0.0,0.8182,0.1818
6453,ATT006453,257,20250601,21,18,3,1,7,7.9,0.8571,0.1429
6454,ATT006454,257,20250701,23,20,3,0,7,7.0,0.8696,0.1304
6455,ATT006455,257,20250801,21,18,3,0,12,8.7,0.8571,0.1429
6456,ATT006456,257,20250901,22,21,1,0,9,0.0,0.9545,0.0455
6457,ATT006457,257,20251001,23,22,1,0,8,2.2,0.9565,0.0435
6458,ATT006458,257,20251101,20,19,1,0,8,11.5,0.95,0.05
6459,ATT006459,257,20251201,23,21,2,1,13,4.1,0.913,0.087
6460,ATT006460,257,20260101,22,20,2,0,9,7.0,0.9091,0.0909
6461,ATT006461,257,20260201,20,18,2,2,11,1.9,0.9,0.1
6462,ATT006462,257,20260301,22,21,1,1,13,5.5,0.9545,0.0455
6463,ATT006463,257,20260401,22,21,1,2,10,0.0,0.9545,0.0455
6464,ATT006464,257,20260501,21,20,1,1,8,4.9,0.9524,0.0476
6465,ATT006465,257,20260601,22,22,0,1,7,0.0,1.0,0.0
6466,ATT006466,258,20240101,23,23,0,0,4,0.0,1.0,0.0
6467,ATT006467,258,20240201,21,21,0,0,9,0.8,1.0,0.0
6468,ATT006468,258,20240301,21,20,1,0,13,3.7,0.9524,0.0476
6469,ATT006469,258,20240401,22,20,2,0,4,2.7,0.9091,0.0909
6470,ATT006470,258,20240501,23,23,0,0,10,4.0,1.0,0.0
6471,ATT006471,258,20240601,20,19,1,0,7,7.3,0.95,0.05
6472,ATT006472,258,20240701,23,23,0,0,10,3.9,1.0,0.0
6473,ATT006473,258,20240801,22,22,0,0,6,16.6,1.0,0.0
6474,ATT006474,258,20240901,21,20,1,0,11,1.6,0.9524,0.0476
6475,ATT006475,258,20241001,23,22,1,0,6,8.5,0.9565,0.0435
6476,ATT006476,258,20241101,21,20,1,0,9,1.9,0.9524,0.0476
6477,ATT006477,258,20241201,22,22,0,0,7,8.2,1.0,0.0
6478,ATT006478,258,20250101,23,23,0,1,6,5.8,1.0,0.0
6479,ATT006479,258,20250201,20,20,0,0,8,2.9,1.0,0.0
6480,ATT006480,258,20250301,21,21,0,0,13,2.4,1.0,0.0
6481,ATT006481,258,20250401,22,22,0,0,7,6.0,1.0,0.0
6482,ATT006482,258,20250501,22,22,0,0,11,3.0,1.0,0.0
6483,ATT006483,258,20250601,21,21,0,0,10,9.9,1.0,0.0
6484,ATT006484,258,20250701,23,23,0,0,9,3.9,1.0,0.0
6485,ATT006485,258,20250801,21,21,0,0,10,4.5,1.0,0.0
6486,ATT006486,258,20250901,22,21,1,0,12,4.9,0.9545,0.0455
6487,ATT006487,258,20251001,23,23,0,0,13,8.3,1.0,0.0
6488,ATT006488,258,20251101,20,19,1,0,12,5.7,0.95,0.05
6489,ATT006489,258,20251201,23,22,1,0,10,1.6,0.9565,0.0435
6490,ATT006490,258,20260101,22,22,0,0,10,0.0,1.0,0.0
6491,ATT006491,258,20260201,20,20,0,0,11,5.9,1.0,0.0
6492,ATT006492,258,20260301,22,22,0,0,10,8.7,1.0,0.0
6493,ATT006493,258,20260401,22,21,1,0,6,7.7,0.9545,0.0455
6494,ATT006494,258,20260501,21,21,0,0,6,3.5,1.0,0.0
6495,ATT006495,258,20260601,22,22,0,0,12,5.7,1.0,0.0
6496,ATT006496,259,20250201,20,14,6,0,5,0.0,0.7,0.3
6497,ATT006497,259,20250301,21,15,6,2,9,4.5,0.7143,0.2857
6498,ATT006498,259,20250401,22,18,4,1,5,3.3,0.8182,0.1818
6499,ATT006499,259,20250501,22,15,7,1,13,0.0,0.6818,0.3182
6500,ATT006500,259,20250601,21,12,9,1,0,0.6,0.5714,0.4286
6501,ATT006501,259,20250701,23,18,5,2,10,8.1,0.7826,0.2174
6502,ATT006502,259,20250801,21,17,4,1,11,1.2,0.8095,0.1905
6503,ATT006503,259,20250901,22,18,4,0,11,8.0,0.8182,0.1818
6504,ATT006504,259,20251001,23,17,6,3,9,1.3,0.7391,0.2609
6505,ATT006505,259,20251101,20,12,8,1,7,8.5,0.6,0.4
6506,ATT006506,259,20251201,23,21,2,4,7,0.1,0.913,0.087
6507,ATT006507,259,20260101,22,20,2,2,11,5.3,0.9091,0.0909
6508,ATT006508,259,20260201,20,17,3,1,8,4.9,0.85,0.15
6509,ATT006509,259,20260301,22,19,3,1,8,0.0,0.8636,0.1364
6510,ATT006510,259,20260401,22,17,5,1,7,1.8,0.7727,0.2273
6511,ATT006511,259,20260501,21,18,3,0,7,0.0,0.8571,0.1429
6512,ATT006512,259,20260601,22,16,6,1,9,1.0,0.7273,0.2727
6513,ATT006513,260,20240101,23,23,0,0,4,5.9,1.0,0.0
6514,ATT006514,260,20240201,21,20,1,1,2,1.4,0.9524,0.0476
6515,ATT006515,260,20240301,21,21,0,0,0,7.4,1.0,0.0
6516,ATT006516,260,20240401,22,21,1,0,2,3.9,0.9545,0.0455
6517,ATT006517,260,20240501,23,22,1,0,7,10.8,0.9565,0.0435
6518,ATT006518,261,20240101,23,23,0,0,13,0.0,1.0,0.0
6519,ATT006519,261,20240201,21,19,2,0,8,3.1,0.9048,0.0952
6520,ATT006520,261,20240301,21,19,2,0,8,0.0,0.9048,0.0952
6521,ATT006521,261,20240401,22,21,1,0,12,4.0,0.9545,0.0455
6522,ATT006522,261,20240501,23,23,0,0,14,2.3,1.0,0.0
6523,ATT006523,261,20240601,20,20,0,1,10,0.0,1.0,0.0
6524,ATT006524,261,20240701,23,22,1,0,7,4.2,0.9565,0.0435
6525,ATT006525,261,20240801,22,21,1,0,13,0.0,0.9545,0.0455
6526,ATT006526,261,20240901,21,21,0,1,10,8.1,1.0,0.0
6527,ATT006527,261,20241001,23,23,0,0,9,4.9,1.0,0.0
6528,ATT006528,261,20241101,21,19,2,0,7,2.6,0.9048,0.0952
6529,ATT006529,261,20241201,22,21,1,0,9,5.3,0.9545,0.0455
6530,ATT006530,261,20250101,23,23,0,1,13,0.2,1.0,0.0
6531,ATT006531,261,20250201,20,19,1,0,11,0.0,0.95,0.05
6532,ATT006532,261,20250301,21,21,0,1,5,2.3,1.0,0.0
6533,ATT006533,261,20250401,22,21,1,0,14,0.0,0.9545,0.0455
6534,ATT006534,261,20250501,22,19,3,2,9,0.0,0.8636,0.1364
6535,ATT006535,261,20250601,21,20,1,0,13,0.0,0.9524,0.0476
6536,ATT006536,261,20250701,23,19,4,0,7,2.9,0.8261,0.1739
6537,ATT006537,261,20250801,21,17,4,2,10,4.3,0.8095,0.1905
6538,ATT006538,261,20250901,22,20,2,0,11,5.2,0.9091,0.0909
6539,ATT006539,261,20251001,23,23,0,0,10,0.0,1.0,0.0
6540,ATT006540,261,20251101,20,19,1,0,10,8.1,0.95,0.05
6541,ATT006541,261,20251201,23,22,1,0,11,10.7,0.9565,0.0435
6542,ATT006542,261,20260101,22,21,1,0,8,0.7,0.9545,0.0455
6543,ATT006543,261,20260201,20,19,1,0,7,5.9,0.95,0.05
6544,ATT006544,261,20260301,22,22,0,0,9,0.0,1.0,0.0
6545,ATT006545,261,20260401,22,21,1,0,13,7.0,0.9545,0.0455
6546,ATT006546,261,20260501,21,20,1,0,9,2.0,0.9524,0.0476
6547,ATT006547,261,20260601,22,18,4,1,8,8.8,0.8182,0.1818
6548,ATT006548,262,20240101,23,20,3,0,1,12.4,0.8696,0.1304
6549,ATT006549,262,20240201,21,21,0,0,0,6.2,1.0,0.0
6550,ATT006550,262,20240301,21,21,0,1,3,0.0,1.0,0.0
6551,ATT006551,262,20240401,22,19,3,0,2,3.8,0.8636,0.1364
6552,ATT006552,262,20240501,23,21,2,0,1,2.7,0.913,0.087
6553,ATT006553,262,20240601,20,18,2,0,3,6.2,0.9,0.1
6554,ATT006554,262,20240701,23,17,6,0,3,4.8,0.7391,0.2609
6555,ATT006555,262,20240801,22,21,1,0,4,0.9,0.9545,0.0455
6556,ATT006556,262,20240901,21,18,3,1,1,0.1,0.8571,0.1429
6557,ATT006557,262,20241001,23,21,2,1,2,5.5,0.913,0.087
6558,ATT006558,262,20241101,21,21,0,0,0,6.2,1.0,0.0
6559,ATT006559,262,20241201,22,20,2,0,3,3.9,0.9091,0.0909
6560,ATT006560,262,20250101,23,22,1,0,2,3.0,0.9565,0.0435
6561,ATT006561,262,20250201,20,19,1,1,2,6.1,0.95,0.05
6562,ATT006562,262,20250301,21,18,3,1,3,13.0,0.8571,0.1429
6563,ATT006563,262,20250401,22,16,6,1,0,0.0,0.7273,0.2727
6564,ATT006564,262,20250501,22,20,2,1,1,0.0,0.9091,0.0909
6565,ATT006565,262,20250601,21,19,2,1,0,0.0,0.9048,0.0952
6566,ATT006566,262,20250701,23,20,3,1,3,3.8,0.8696,0.1304
6567,ATT006567,262,20250801,21,20,1,1,3,0.0,0.9524,0.0476
6568,ATT006568,262,20250901,22,19,3,0,1,9.1,0.8636,0.1364
6569,ATT006569,262,20251001,23,21,2,2,3,0.0,0.913,0.087
6570,ATT006570,262,20251101,20,14,6,1,2,4.5,0.7,0.3
6571,ATT006571,262,20251201,23,22,1,1,1,4.0,0.9565,0.0435
6572,ATT006572,262,20260101,22,20,2,0,0,5.1,0.9091,0.0909
6573,ATT006573,262,20260201,20,20,0,2,4,5.1,1.0,0.0
6574,ATT006574,262,20260301,22,20,2,0,3,0.0,0.9091,0.0909
6575,ATT006575,262,20260401,22,22,0,0,3,0.0,1.0,0.0
6576,ATT006576,262,20260501,21,19,2,0,0,3.5,0.9048,0.0952
6577,ATT006577,262,20260601,22,22,0,0,1,10.7,1.0,0.0
6578,ATT006578,263,20260201,20,20,0,0,0,3.7,1.0,0.0
6579,ATT006579,263,20260301,22,22,0,0,0,1.2,1.0,0.0
6580,ATT006580,263,20260401,22,21,1,0,0,0.0,0.9545,0.0455
6581,ATT006581,263,20260501,21,21,0,0,0,0.0,1.0,0.0
6582,ATT006582,263,20260601,22,21,1,0,1,0.0,0.9545,0.0455
6583,ATT006583,264,20240101,23,16,7,0,9,0.0,0.6957,0.3043
6584,ATT006584,264,20240201,21,16,5,1,5,4.9,0.7619,0.2381
6585,ATT006585,264,20240301,21,16,5,1,10,5.5,0.7619,0.2381
6586,ATT006586,264,20240401,22,19,3,0,4,0.0,0.8636,0.1364
6587,ATT006587,264,20240501,23,21,2,2,4,5.7,0.913,0.087
6588,ATT006588,264,20240601,20,19,1,1,12,2.8,0.95,0.05
6589,ATT006589,264,20240701,23,22,1,0,7,3.5,0.9565,0.0435
6590,ATT006590,264,20240801,22,18,4,1,8,2.3,0.8182,0.1818
6591,ATT006591,264,20240901,21,20,1,2,12,12.7,0.9524,0.0476
6592,ATT006592,264,20241001,23,22,1,2,9,1.6,0.9565,0.0435
6593,ATT006593,264,20241101,21,14,7,3,7,0.8,0.6667,0.3333
6594,ATT006594,264,20241201,22,20,2,0,4,0.0,0.9091,0.0909
6595,ATT006595,264,20250101,23,19,4,1,10,2.0,0.8261,0.1739
6596,ATT006596,264,20250201,20,17,3,0,7,1.9,0.85,0.15
6597,ATT006597,264,20250301,21,20,1,2,9,8.7,0.9524,0.0476
6598,ATT006598,264,20250401,22,20,2,0,10,4.1,0.9091,0.0909
6599,ATT006599,264,20250501,22,17,5,2,14,1.6,0.7727,0.2273
6600,ATT006600,264,20250601,21,15,6,0,7,4.9,0.7143,0.2857
6601,ATT006601,264,20250701,23,21,2,0,7,8.7,0.913,0.087
6602,ATT006602,264,20250801,21,18,3,2,4,6.5,0.8571,0.1429
6603,ATT006603,264,20250901,22,18,4,1,6,0.1,0.8182,0.1818
6604,ATT006604,264,20251001,23,20,3,1,9,0.0,0.8696,0.1304
6605,ATT006605,264,20251101,20,20,0,1,10,3.5,1.0,0.0
6606,ATT006606,264,20251201,23,19,4,3,5,11.5,0.8261,0.1739
6607,ATT006607,264,20260101,22,19,3,2,6,0.0,0.8636,0.1364
6608,ATT006608,264,20260201,20,16,4,2,8,8.6,0.8,0.2
6609,ATT006609,264,20260301,22,19,3,2,11,10.2,0.8636,0.1364
6610,ATT006610,264,20260401,22,21,1,5,6,0.0,0.9545,0.0455
6611,ATT006611,264,20260501,21,20,1,3,11,1.2,0.9524,0.0476
6612,ATT006612,264,20260601,22,16,6,0,8,1.6,0.7273,0.2727
6613,ATT006613,265,20240101,23,19,4,2,16,5.4,0.8261,0.1739
6614,ATT006614,265,20240201,21,17,4,1,16,6.3,0.8095,0.1905
6615,ATT006615,265,20240301,21,19,2,2,16,6.0,0.9048,0.0952
6616,ATT006616,265,20240401,22,20,2,1,18,8.0,0.9091,0.0909
6617,ATT006617,265,20240501,23,21,2,0,16,6.9,0.913,0.087
6618,ATT006618,265,20240601,20,16,4,1,14,3.9,0.8,0.2
6619,ATT006619,265,20240701,23,18,5,0,14,6.2,0.7826,0.2174
6620,ATT006620,265,20240801,22,18,4,2,13,2.1,0.8182,0.1818
6621,ATT006621,265,20240901,21,20,1,1,14,10.2,0.9524,0.0476
6622,ATT006622,265,20241001,23,20,3,1,18,0.6,0.8696,0.1304
6623,ATT006623,265,20241101,21,18,3,1,15,6.9,0.8571,0.1429
6624,ATT006624,265,20241201,22,21,1,1,21,8.1,0.9545,0.0455
6625,ATT006625,265,20250101,23,18,5,2,16,2.3,0.7826,0.2174
6626,ATT006626,265,20250201,20,16,4,0,11,3.9,0.8,0.2
6627,ATT006627,265,20250301,21,18,3,1,16,8.4,0.8571,0.1429
6628,ATT006628,265,20250401,22,20,2,2,16,0.9,0.9091,0.0909
6629,ATT006629,265,20250501,22,19,3,2,14,11.4,0.8636,0.1364
6630,ATT006630,265,20250601,21,15,6,2,10,0.0,0.7143,0.2857
6631,ATT006631,265,20250701,23,21,2,1,14,3.2,0.913,0.087
6632,ATT006632,265,20250801,21,19,2,1,16,7.2,0.9048,0.0952
6633,ATT006633,265,20250901,22,16,6,0,13,15.1,0.7273,0.2727
6634,ATT006634,265,20251001,23,20,3,2,17,4.9,0.8696,0.1304
6635,ATT006635,265,20251101,20,15,5,2,12,0.0,0.75,0.25
6636,ATT006636,265,20251201,23,20,3,1,17,9.4,0.8696,0.1304
6637,ATT006637,265,20260101,22,21,1,0,20,4.6,0.9545,0.0455
6638,ATT006638,265,20260201,20,19,1,0,15,7.4,0.95,0.05
6639,ATT006639,265,20260301,22,21,1,4,18,7.1,0.9545,0.0455
6640,ATT006640,265,20260401,22,18,4,2,12,6.5,0.8182,0.1818
6641,ATT006641,265,20260501,21,17,4,2,15,4.7,0.8095,0.1905
6642,ATT006642,265,20260601,22,20,2,1,15,1.0,0.9091,0.0909
6643,ATT006643,266,20240101,23,22,1,0,15,3.8,0.9565,0.0435
6644,ATT006644,266,20240201,21,21,0,0,15,4.0,1.0,0.0
6645,ATT006645,266,20240301,21,16,5,0,9,0.0,0.7619,0.2381
6646,ATT006646,266,20240401,22,21,1,1,12,12.3,0.9545,0.0455
6647,ATT006647,266,20240501,23,22,1,0,4,7.5,0.9565,0.0435
6648,ATT006648,266,20240601,20,20,0,3,14,0.2,1.0,0.0
6649,ATT006649,266,20240701,23,19,4,2,8,6.6,0.8261,0.1739
6650,ATT006650,266,20240801,22,19,3,0,10,11.0,0.8636,0.1364
6651,ATT006651,266,20240901,21,18,3,0,5,0.1,0.8571,0.1429
6652,ATT006652,266,20241001,23,19,4,1,7,4.1,0.8261,0.1739
6653,ATT006653,266,20241101,21,19,2,0,3,8.0,0.9048,0.0952
6654,ATT006654,266,20241201,22,19,3,1,6,2.5,0.8636,0.1364
6655,ATT006655,266,20250101,23,21,2,1,8,7.6,0.913,0.087
6656,ATT006656,266,20250201,20,18,2,1,9,5.5,0.9,0.1
6657,ATT006657,266,20250301,21,19,2,0,11,9.3,0.9048,0.0952
6658,ATT006658,266,20250401,22,19,3,0,8,6.7,0.8636,0.1364
6659,ATT006659,266,20250501,22,22,0,1,1,0.0,1.0,0.0
6660,ATT006660,266,20250601,21,19,2,2,9,1.7,0.9048,0.0952
6661,ATT006661,266,20250701,23,22,1,1,9,4.1,0.9565,0.0435
6662,ATT006662,266,20250801,21,18,3,0,2,0.0,0.8571,0.1429
6663,ATT006663,266,20250901,22,22,0,0,9,4.9,1.0,0.0
6664,ATT006664,266,20251001,23,19,4,0,9,2.1,0.8261,0.1739
6665,ATT006665,266,20251101,20,19,1,1,11,16.5,0.95,0.05
6666,ATT006666,266,20251201,23,22,1,0,8,11.1,0.9565,0.0435
6667,ATT006667,266,20260101,22,22,0,0,18,9.8,1.0,0.0
6668,ATT006668,266,20260201,20,18,2,0,14,2.9,0.9,0.1
6669,ATT006669,266,20260301,22,19,3,0,7,9.4,0.8636,0.1364
6670,ATT006670,266,20260401,22,22,0,1,9,10.1,1.0,0.0
6671,ATT006671,266,20260501,21,18,3,0,2,0.0,0.8571,0.1429
6672,ATT006672,266,20260601,22,19,3,2,7,5.9,0.8636,0.1364
6673,ATT006673,267,20240101,23,20,3,1,7,0.0,0.8696,0.1304
6674,ATT006674,267,20240201,21,19,2,2,8,9.2,0.9048,0.0952
6675,ATT006675,267,20240301,21,18,3,1,7,5.9,0.8571,0.1429
6676,ATT006676,267,20240401,22,14,8,1,0,0.5,0.6364,0.3636
6677,ATT006677,267,20240501,23,18,5,1,7,13.5,0.7826,0.2174
6678,ATT006678,267,20240601,20,17,3,2,10,5.9,0.85,0.15
6679,ATT006679,267,20240701,23,18,5,1,3,2.6,0.7826,0.2174
6680,ATT006680,267,20240801,22,17,5,1,6,1.2,0.7727,0.2273
6681,ATT006681,267,20240901,21,19,2,2,9,0.0,0.9048,0.0952
6682,ATT006682,267,20241001,23,17,6,1,7,3.2,0.7391,0.2609
6683,ATT006683,267,20241101,21,20,1,1,5,0.0,0.9524,0.0476
6684,ATT006684,267,20241201,22,19,3,0,9,4.2,0.8636,0.1364
6685,ATT006685,267,20250101,23,19,4,4,4,3.3,0.8261,0.1739
6686,ATT006686,267,20250201,20,17,3,1,10,5.2,0.85,0.15
6687,ATT006687,267,20250301,21,19,2,0,5,6.4,0.9048,0.0952
6688,ATT006688,267,20250401,22,20,2,1,12,0.0,0.9091,0.0909
6689,ATT006689,267,20250501,22,20,2,2,8,10.7,0.9091,0.0909
6690,ATT006690,267,20250601,21,20,1,0,7,8.0,0.9524,0.0476
6691,ATT006691,267,20250701,23,22,1,2,4,0.0,0.9565,0.0435
6692,ATT006692,267,20250801,21,17,4,0,8,10.7,0.8095,0.1905
6693,ATT006693,267,20250901,22,20,2,0,11,0.8,0.9091,0.0909
6694,ATT006694,267,20251001,23,19,4,0,7,0.3,0.8261,0.1739
6695,ATT006695,267,20251101,20,17,3,0,3,8.9,0.85,0.15
6696,ATT006696,267,20251201,23,19,4,1,10,5.3,0.8261,0.1739
6697,ATT006697,267,20260101,22,17,5,0,11,15.6,0.7727,0.2273
6698,ATT006698,267,20260201,20,20,0,0,8,6.6,1.0,0.0
6699,ATT006699,267,20260301,22,20,2,1,5,9.5,0.9091,0.0909
6700,ATT006700,267,20260401,22,19,3,0,15,4.0,0.8636,0.1364
6701,ATT006701,267,20260501,21,21,0,1,4,9.6,1.0,0.0
6702,ATT006702,267,20260601,22,20,2,2,6,4.5,0.9091,0.0909
6703,ATT006703,268,20241001,23,21,2,0,2,1.3,0.913,0.087
6704,ATT006704,268,20241101,21,19,2,0,2,6.4,0.9048,0.0952
6705,ATT006705,268,20241201,22,20,2,1,0,0.0,0.9091,0.0909
6706,ATT006706,268,20250101,23,23,0,0,1,6.6,1.0,0.0
6707,ATT006707,268,20250201,20,19,1,1,2,7.6,0.95,0.05
6708,ATT006708,268,20250301,21,18,3,1,3,5.2,0.8571,0.1429
6709,ATT006709,268,20250401,22,20,2,1,8,10.6,0.9091,0.0909
6710,ATT006710,268,20250501,22,22,0,1,1,7.9,1.0,0.0
6711,ATT006711,268,20250601,21,19,2,0,1,2.4,0.9048,0.0952
6712,ATT006712,268,20250701,23,23,0,1,2,5.2,1.0,0.0
