employee_id,age,gender,department,job_role,job_level,location,work_mode,tenure_years,annual_salary,salary_band,absence_rate,late_arrivals,training_hours,training_completion_flag,training_completion_rate,performance_rating,potential_rating,promotion_flag,attrition_flag
EMP0371,48,Female,Operations,Operations Assistant,Junior,Birmingham,Hybrid,1.39,25000,Under 30K,0.0977,11,28.8,1,0.75,4,4,0,0
EMP0372,51,Male,Finance,Accounts Assistant,Junior,Leeds,Office,2.35,25000,Under 30K,0.1672,61,13.6,1,1.0,3,3,0,0
EMP0373,41,Male,Legal,Legal Assistant,Junior,London,Hybrid,2.05,41500,40K-50K,0.0374,6,19.3,0,0.0,3,3,0,0
EMP0374,31,Female,Finance,Finance Director,Director,Edinburgh,Office,3.06,109000,100K+,0.1005,16,21.1,0,0.25,2,3,0,0
EMP0375,44,Male,Legal,Legal Assistant,Junior,Bristol,Hybrid,9.44,37000,30K-40K,0.0763,19,6.8,1,1.0,5,5,0,0
EMP0376,22,Male,HR,HR Business Partner,Senior,Leeds,Office,6.1,53000,50K-65K,0.126,14,27.3,1,0.6667,,,0,1
EMP0377,31,Female,IT,Senior Data Engineer,Senior,Manchester,Hybrid,4.19,60500,50K-65K,0.1744,45,10.5,1,0.5,4,5,0,0
EMP0378,49,Male,IT,Data Analyst,Mid,London,Hybrid,6.68,58000,50K-65K,0.2733,2,30.3,1,1.0,,,0,1
EMP0379,41,Male,HR,HR Assistant,Junior,Leeds,Hybrid,3.78,27500,Under 30K,0.1688,33,22.6,0,0.0,4,4,0,0
EMP0380,34,Female,Sales,Senior Account Executive,Senior,London,Hybrid,8.76,78000,65K-80K,0.009,6,13.6,1,1.0,4,5,1,0
EMP0381,32,Female,Marketing,Marketing Executive,Mid,Manchester,Hybrid,1.1,46500,40K-50K,0.1084,20,17.3,1,0.5,1,1,0,1
EMP0382,39,Female,Marketing,Marketing Assistant,Junior,Bristol,Hybrid,1.08,28500,Under 30K,0.0627,17,20.6,1,0.5,2,2,0,0
EMP0383,50,Female,Sales,Sales Development Representative,Junior,London,Office,4.93,32500,30K-40K,0.0791,13,10.5,1,1.0,4,4,0,0
EMP0384,31,Female,Operations,Operations Manager,Manager,Edinburgh,Office,1.82,74000,65K-80K,0.0396,9,7.2,1,1.0,3,2,0,0
EMP0385,34,Male,IT,Junior Software Developer,Junior,London,Office,7.48,38500,30K-40K,0.0473,11,11.6,1,1.0,1,1,0,0
EMP0386,27,Male,IT,Data Analyst,Mid,London,Hybrid,3.94,54000,50K-65K,0.1616,38,14.8,1,0.5,4,5,0,0
EMP0387,33,Female,Legal,Legal Assistant,Junior,Birmingham,Remote,2.82,28000,Under 30K,0.0888,18,32.8,1,0.6667,3,4,0,0
EMP0388,54,Female,Operations,Senior Operations Specialist,Senior,Manchester,Hybrid,6.56,54500,50K-65K,0.0289,11,27.1,1,0.75,4,4,0,0
EMP0389,51,Male,Legal,Legal Assistant,Junior,London,Office,7.84,40500,40K-50K,0.0383,7,10.0,1,1.0,5,5,0,0
EMP0390,34,Male,Operations,Operations Analyst,Mid,Leeds,Office,8.06,43500,40K-50K,0.0543,6,9.3,1,1.0,3,2,0,1
EMP0391,49,Female,IT,Senior Data Engineer,Senior,Edinburgh,Remote,1.93,64000,50K-65K,0.0573,1,33.3,0,0.3333,,,0,1
EMP0392,38,Female,Finance,Accounts Assistant,Junior,London,Hybrid,7.89,29500,Under 30K,0.0747,12,39.6,1,0.5,4,4,0,0
EMP0393,33,Female,Operations,Operations Director,Director,Birmingham,Office,8.45,84000,80K-100K,0.0446,18,39.2,1,1.0,3,3,0,0
EMP0394,30,Male,Sales,Sales Development Representative,Junior,Manchester,Office,3.58,34000,30K-40K,0.0687,17,11.0,1,0.6667,5,5,1,0
EMP0395,38,Female,Sales,Senior Account Executive,Senior,London,Hybrid,8.13,80000,80K-100K,0.0434,6,7.1,1,1.0,3,3,0,0
EMP0396,35,Female,IT,Technology Director,Director,Edinburgh,Hybrid,0.3,136000,100K+,0.1618,2,36.1,1,0.75,,,0,0
EMP0397,39,Male,Operations,Senior Operations Specialist,Senior,Manchester,Hybrid,5.6,47500,40K-50K,0.087,18,10.4,1,0.5,2,1,0,0
EMP0398,51,Male,Customer Support,Customer Support Specialist,Mid,Manchester,Office,2.92,39000,30K-40K,0.1118,26,21.9,1,1.0,3,2,0,0
EMP0399,43,Male,Operations,Operations Assistant,Junior,Birmingham,Hybrid,0.58,23500,Under 30K,0.0395,4,11.3,0,0.0,1,1,0,1
EMP0400,28,Male,Sales,Sales Manager,Manager,Edinburgh,Remote,5.28,88000,80K-100K,0.0353,8,21.2,1,0.5,3,4,0,0
EMP0401,40,Female,IT,Data Analyst,Mid,Bristol,Office,4.57,45500,40K-50K,0.1174,32,13.4,1,1.0,2,1,0,0
EMP0402,32,Female,Sales,Sales Development Representative,Junior,Birmingham,Remote,7.66,32000,30K-40K,0.1153,30,38.6,1,0.75,5,4,0,0
EMP0403,40,Female,Sales,Senior Account Executive,Senior,Manchester,Hybrid,5.39,61000,50K-65K,0.1814,30,38.8,1,0.75,4,5,0,0
EMP0404,42,Female,Customer Support,Senior Support Specialist,Senior,Manchester,Remote,6.25,53500,50K-65K,0.1212,22,45.9,0,0.25,3,3,0,0
EMP0405,27,Female,Finance,Accounts Assistant,Junior,Edinburgh,Hybrid,1.34,26500,Under 30K,0.0958,9,43.4,1,0.75,5,3,0,0
EMP0406,27,Female,Operations,Operations Analyst,Mid,London,Hybrid,7.23,50000,50K-65K,0.0553,16,27.0,1,1.0,3,4,0,0
EMP0407,40,Male,HR,HR Assistant,Junior,Birmingham,Hybrid,6.52,26500,Under 30K,0.1585,56,28.6,0,0.3333,3,3,0,0
EMP0408,49,Female,Operations,Operations Assistant,Junior,Edinburgh,Hybrid,3.86,25500,Under 30K,0.0142,5,7.1,1,1.0,4,4,0,0
EMP0409,33,Male,Sales,Sales Development Representative,Junior,Leeds,Hybrid,4.98,26500,Under 30K,0.1361,32,52.7,1,1.0,3,4,0,0
EMP0410,42,Female,HR,HR Assistant,Junior,Birmingham,Hybrid,7.06,22500,Under 30K,0.0195,5,18.4,1,0.6667,2,1,0,0
EMP0411,33,Female,Sales,Sales Executive,Mid,London,Hybrid,1.0,40500,40K-50K,0.0347,3,29.3,1,1.0,3,2,0,0
EMP0412,25,Male,Legal,Legal Assistant,Junior,Birmingham,Remote,0.31,28000,Under 30K,0.1721,5,23.8,1,1.0,,,0,0
EMP0413,32,Male,Sales,Sales Development Representative,Junior,Manchester,Office,4.3,26000,Under 30K,0.0108,3,24.7,1,1.0,3,4,0,0
EMP0414,40,Male,IT,Data Analyst,Mid,Edinburgh,Hybrid,3.38,46000,40K-50K,0.0399,13,30.6,1,1.0,5,4,0,0
EMP0415,60,Male,Operations,Operations Assistant,Junior,Bristol,Hybrid,9.1,28500,Under 30K,0.1097,17,16.0,1,0.6667,4,4,0,0
EMP0416,27,Male,Customer Support,Customer Experience Director,Director,Leeds,Office,3.07,110000,100K+,0.0739,10,26.9,1,1.0,5,5,1,1
EMP0417,29,Male,Customer Support,Customer Support Specialist,Mid,London,Hybrid,1.71,46000,40K-50K,0.1419,25,12.7,1,1.0,1,1,0,1
EMP0418,57,Male,Sales,Sales Executive,Mid,Edinburgh,Hybrid,5.29,45000,40K-50K,0.0321,5,21.4,1,1.0,5,5,1,1
EMP0419,43,Female,Customer Support,Customer Support Advisor,Junior,Manchester,Remote,6.09,27500,Under 30K,0.0949,10,15.8,1,1.0,2,2,0,1
EMP0420,37,Female,Operations,Operations Manager,Manager,Birmingham,Office,0.73,64000,50K-65K,0.0453,0,13.5,1,1.0,4,4,0,0
EMP0421,25,Female,Sales,Sales Director,Director,Edinburgh,Office,3.87,97500,80K-100K,0.0528,10,6.6,1,1.0,3,4,0,1
EMP0422,25,Male,HR,HR Advisor,Mid,Manchester,Remote,2.51,41500,40K-50K,0.1261,22,14.4,1,0.5,4,5,0,0
EMP0423,38,Female,Customer Support,Customer Support Specialist,Mid,Manchester,Hybrid,4.1,39500,30K-40K,0.0561,19,32.3,1,0.8,4,4,0,0
EMP0424,24,Male,Sales,Sales Executive,Mid,Birmingham,Office,6.86,37000,30K-40K,0.1284,31,29.4,0,0.3333,3,2,0,0
EMP0425,50,Male,Customer Support,Senior Support Specialist,Senior,Edinburgh,Remote,6.28,48500,40K-50K,0.0489,10,36.3,0,0.0,4,4,0,0
EMP0426,30,Male,IT,Data Analyst,Mid,London,Remote,4.46,49000,40K-50K,0.0815,24,21.8,1,0.5,4,4,1,0
EMP0427,49,Male,Customer Support,Customer Support Advisor,Junior,Edinburgh,Remote,5.31,22500,Under 30K,0.0139,7,40.7,1,1.0,3,2,0,0
EMP0428,51,Female,Legal,Senior Legal Counsel,Senior,Birmingham,Office,4.14,62000,50K-65K,0.0322,6,18.3,1,1.0,2,2,0,0
EMP0429,52,Male,Sales,Sales Development Representative,Junior,Edinburgh,Hybrid,0.57,29000,Under 30K,0.0174,0,6.2,1,1.0,4,4,0,1
EMP0430,51,Female,HR,HR Advisor,Mid,London,Hybrid,6.39,47500,40K-50K,0.1766,24,44.7,1,1.0,2,2,0,1
EMP0431,50,Female,IT,Junior Software Developer,Junior,Edinburgh,Hybrid,3.19,33500,30K-40K,0.089,1,28.9,1,0.6667,,,0,1
EMP0432,26,Female,Sales,Senior Account Executive,Senior,Edinburgh,Hybrid,5.62,62500,50K-65K,0.0693,16,12.5,1,0.5,3,4,0,0
EMP0433,30,Male,Marketing,Marketing Director,Director,Bristol,Office,7.58,110000,100K+,0.04,4,36.3,1,1.0,4,3,0,0
EMP0434,26,Male,IT,Senior Data Engineer,Senior,Manchester,Office,4.04,58500,50K-65K,0.0411,10,5.4,1,1.0,4,5,0,0
EMP0435,36,Male,IT,Junior Software Developer,Junior,London,Office,0.71,32500,30K-40K,0.0658,4,36.2,1,0.6667,4,3,0,1
EMP0436,34,Male,Legal,Legal Assistant,Junior,Leeds,Office,4.38,28000,Under 30K,0.0921,29,10.7,0,0.0,3,3,0,0
EMP0437,43,Female,Finance,Finance Analyst,Mid,Edinburgh,Hybrid,3.25,40500,40K-50K,0.1073,24,36.3,1,1.0,4,4,1,0
EMP0438,38,Male,Customer Support,Customer Support Manager,Manager,Bristol,Office,3.14,72500,65K-80K,0.1007,18,38.6,1,1.0,3,3,0,0
EMP0439,43,Male,Operations,Operations Manager,Manager,Manchester,Hybrid,0.5,77500,65K-80K,0.139,7,13.6,1,0.6667,,,0,0
EMP0440,34,Male,Sales,Sales Executive,Mid,Manchester,Remote,3.15,36500,30K-40K,0.0215,5,31.8,1,1.0,4,3,0,0
EMP0441,37,Male,Customer Support,Senior Support Specialist,Senior,Birmingham,Remote,5.86,50000,50K-65K,0.2132,42,5.9,0,0.0,3,3,0,0
EMP0442,36,Female,Operations,Operations Assistant,Junior,London,Remote,1.51,35500,30K-40K,0.1154,22,29.4,1,0.5,4,3,0,1
EMP0443,48,Male,IT,Junior Software Developer,Junior,London,Hybrid,3.14,33500,30K-40K,0.0354,3,28.2,1,0.8,3,3,0,0
EMP0444,42,Male,Finance,Finance Analyst,Mid,London,Hybrid,5.62,41500,40K-50K,0.1343,24,26.6,0,0.3333,1,1,0,0
EMP0445,24,Female,Customer Support,Customer Support Advisor,Junior,London,Office,0.41,27500,Under 30K,0.0091,1,8.5,1,1.0,,,0,0
EMP0446,22,Female,Operations,Senior Operations Specialist,Senior,London,Remote,1.4,57500,50K-65K,0.0431,3,14.8,1,0.5,3,4,0,0
EMP0447,46,Male,IT,Junior Software Developer,Junior,London,Hybrid,6.12,36000,30K-40K,0.2022,55,21.0,1,1.0,4,4,1,0
EMP0448,42,Female,HR,HR Business Partner,Senior,Birmingham,Hybrid,4.49,44500,40K-50K,0.0324,11,7.3,1,1.0,5,4,0,0
EMP0449,29,Female,Finance,Senior Finance Analyst,Senior,Birmingham,Hybrid,0.76,61000,50K-65K,0.0778,7,25.6,1,0.6667,4,3,0,0
EMP0450,31,Female,IT,Junior Software Developer,Junior,Manchester,Office,9.36,29500,Under 30K,0.1068,24,32.4,1,0.6667,4,3,0,0
EMP0451,33,Male,Legal,Legal Assistant,Junior,Manchester,Office,4.24,32000,30K-40K,0.1134,28,33.8,1,0.75,4,5,0,0
EMP0452,41,Female,Sales,Sales Director,Director,London,Office,3.22,147000,100K+,0.1144,30,25.0,1,1.0,4,5,0,0
EMP0453,22,Male,IT,Data Analyst,Mid,London,Office,8.1,48000,40K-50K,0.1463,27,37.7,1,1.0,3,3,0,0
EMP0454,37,Female,Sales,Senior Account Executive,Senior,London,Hybrid,9.24,61000,50K-65K,0.0661,16,6.0,1,1.0,4,3,0,0
EMP0455,60,Female,Finance,Finance Analyst,Mid,London,Hybrid,2.37,44000,40K-50K,0.1168,20,28.5,0,0.3333,4,3,0,0
EMP0456,33,Male,Customer Support,Senior Support Specialist,Senior,Birmingham,Hybrid,1.76,44000,40K-50K,0.0924,21,17.2,1,1.0,5,5,0,0
EMP0457,29,Female,Operations,Operations Director,Director,Birmingham,Office,3.16,115500,100K+,0.0383,7,4.3,1,1.0,3,4,0,0
EMP0458,36,Male,Sales,Senior Account Executive,Senior,Birmingham,Office,1.52,55000,50K-65K,0.1722,32,27.1,1,0.6667,3,3,0,0
EMP0459,37,Female,Operations,Operations Analyst,Mid,London,Hybrid,1.75,52000,50K-65K,0.0339,3,22.1,1,0.75,5,5,0,1
EMP0460,36,Male,Operations,Operations Manager,Manager,Bristol,Hybrid,0.63,63500,50K-65K,0.0688,2,2.2,0,0.0,4,4,0,0
EMP0461,53,Female,Finance,Finance Analyst,Mid,Leeds,Hybrid,2.06,48000,40K-50K,0.0469,11,12.5,1,1.0,4,4,0,0
EMP0462,34,Female,Marketing,Marketing Manager,Manager,Birmingham,Office,4.77,70500,65K-80K,0.1328,22,17.8,1,1.0,4,5,0,1
EMP0463,43,Male,Operations,Operations Manager,Manager,Birmingham,Office,9.05,74500,65K-80K,0.0869,20,15.9,1,1.0,4,4,0,0
EMP0464,43,Female,Finance,Accounts Assistant,Junior,Edinburgh,Hybrid,7.26,28500,Under 30K,0.0334,7,29.9,1,0.6,3,3,0,0
EMP0465,31,Female,Customer Support,Senior Support Specialist,Senior,Manchester,Hybrid,5.39,51500,50K-65K,0.2016,48,12.4,1,1.0,4,5,1,0
EMP0466,40,Female,HR,HR Advisor,Mid,Edinburgh,Office,2.36,41500,40K-50K,0.1628,35,37.8,1,1.0,3,3,0,0
EMP0467,37,Female,Operations,Senior Operations Specialist,Senior,London,Hybrid,2.9,64500,50K-65K,0.0305,11,26.1,1,1.0,5,4,1,0
EMP0468,34,Female,HR,HR Assistant,Junior,Edinburgh,Hybrid,4.18,27500,Under 30K,0.0137,2,8.6,1,1.0,2,2,0,0
EMP0469,34,Female,Marketing,Marketing Manager,Manager,Bristol,Hybrid,1.34,68500,65K-80K,0.0982,8,45.2,1,1.0,4,5,0,0
EMP0470,41,Male,Sales,Sales Director,Director,Bristol,Hybrid,1.88,106500,100K+,0.0679,13,18.8,1,1.0,5,4,0,0
EMP0471,44,Male,Marketing,Marketing Manager,Manager,Manchester,Office,6.13,65000,65K-80K,0.057,18,13.4,1,0.5,2,2,0,0
EMP0472,36,Female,IT,IT Manager,Manager,Leeds,Remote,0.21,70000,65K-80K,0.1833,7,13.2,1,1.0,,,0,0
EMP0473,37,Female,Sales,Sales Executive,Mid,Birmingham,Hybrid,1.86,43500,40K-50K,0.0438,6,29.7,1,0.6667,3,4,0,0
EMP0474,52,Male,Marketing,Senior Marketing Specialist,Senior,Birmingham,Office,3.9,54000,50K-65K,0.0664,17,30.1,1,0.6667,4,4,0,0
EMP0475,25,Female,Operations,Operations Analyst,Mid,Edinburgh,Hybrid,5.45,43000,40K-50K,0.1702,34,40.3,1,0.5,4,4,0,0
EMP0476,43,Female,IT,Data Analyst,Mid,Birmingham,Office,4.02,36000,30K-40K,0.1722,27,27.7,1,1.0,2,2,0,0
EMP0477,22,Male,Sales,Sales Executive,Mid,Manchester,Office,4.62,50000,50K-65K,0.0579,17,14.0,1,1.0,4,4,0,0
EMP0478,36,Male,Marketing,Senior Marketing Specialist,Senior,London,Office,3.18,53000,50K-65K,0.0767,16,47.2,1,0.5,4,4,1,0
EMP0479,39,Not disclosed,Operations,Operations Director,Director,Leeds,Hybrid,5.16,95000,80K-100K,0.0945,16,23.6,1,1.0,3,4,0,0
EMP0480,23,Female,Sales,Sales Development Representative,Junior,Bristol,Hybrid,2.54,33500,30K-40K,0.0881,23,26.4,1,0.75,4,2,0,0
EMP0481,36,Female,Sales,Senior Account Executive,Senior,London,Remote,2.2,65500,65K-80K,0.0459,9,15.8,1,1.0,3,3,0,0
EMP0482,48,Female,IT,Junior Software Developer,Junior,London,Hybrid,6.09,37000,30K-40K,0.1938,47,36.5,1,1.0,2,2,0,0
EMP0483,29,Female,Legal,Legal Assistant,Junior,Leeds,Remote,5.11,34500,30K-40K,0.1896,45,20.1,1,1.0,3,4,0,0
EMP0484,22,Female,Customer Support,Customer Support Manager,Manager,Edinburgh,Hybrid,8.54,76000,65K-80K,0.0565,19,3.5,1,1.0,2,1,0,0
EMP0485,27,Male,Operations,Operations Assistant,Junior,Leeds,Hybrid,9.37,26000,Under 30K,0.0601,11,16.1,0,0.3333,2,3,0,0
EMP0486,36,Male,Sales,Senior Account Executive,Senior,London,Hybrid,3.17,67500,65K-80K,0.0806,15,3.9,1,1.0,3,2,0,0
EMP0487,43,Female,IT,Data Analyst,Mid,Manchester,Office,7.62,47500,40K-50K,0.0876,20,10.2,1,1.0,3,5,0,0
EMP0488,29,Female,Legal,Senior Legal Counsel,Senior,Birmingham,Office,3.61,64500,50K-65K,0.0769,7,15.5,0,0.3333,3,3,0,0
EMP0489,30,Male,Sales,Sales Director,Director,London,Office,5.59,132000,100K+,0.021,6,28.7,1,1.0,4,4,0,0
EMP0490,29,Female,Operations,Senior Operations Specialist,Senior,Birmingham,Remote,3.29,57000,50K-65K,0.2227,59,26.7,1,0.6667,2,2,0,0
EMP0491,35,Female,Legal,Legal Manager,Manager,Birmingham,Hybrid,0.39,73500,65K-80K,0.0841,2,42.1,0,0.25,,,0,0
EMP0492,37,Female,IT,Data Analyst,Mid,Leeds,Hybrid,4.67,38000,30K-40K,0.043,15,30.7,0,0.25,3,2,0,0
EMP0493,31,Male,Sales,Senior Account Executive,Senior,Birmingham,Hybrid,7.82,60000,50K-65K,0.0913,25,17.3,1,0.5,4,3,0,0
EMP0494,31,Female,Operations,Operations Assistant,Junior,London,Office,4.39,33500,30K-40K,0.0168,9,37.0,1,1.0,4,5,0,0
EMP0495,26,Female,Customer Support,Customer Support Manager,Manager,Birmingham,Office,8.49,77500,65K-80K,0.1963,44,31.0,1,0.8,2,2,0,0
EMP0496,43,Female,IT,Data Analyst,Mid,London,Remote,1.24,48000,40K-50K,0.1045,15,46.5,1,0.6,3,3,0,0
EMP0497,43,Male,Sales,Sales Executive,Mid,Birmingham,Remote,4.82,46000,40K-50K,0.0161,2,40.5,1,1.0,2,2,0,1
EMP0498,30,Male,IT,Junior Software Developer,Junior,Edinburgh,Office,8.13,26500,Under 30K,0.1188,26,26.3,1,0.5,3,2,0,0
EMP0499,35,Female,Operations,Operations Assistant,Junior,Birmingham,Office,2.51,23000,Under 30K,0.0322,6,31.1,1,1.0,2,2,0,1
EMP0500,41,Male,Sales,Sales Executive,Mid,Leeds,Office,0.97,42500,40K-50K,0.0948,9,33.0,0,0.3333,4,4,0,0
EMP0501,30,Male,IT,Data Analyst,Mid,Edinburgh,Hybrid,3.59,39500,30K-40K,0.0345,12,15.5,1,1.0,3,3,0,0
EMP0502,32,Male,Operations,Operations Assistant,Junior,Manchester,Remote,0.46,25500,Under 30K,0.0704,3,4.1,1,1.0,,,0,0
EMP0503,29,Male,Marketing,Marketing Executive,Mid,London,Hybrid,7.97,47500,40K-50K,0.0427,10,19.6,1,0.5,2,2,0,0
EMP0504,32,Female,Operations,Operations Manager,Manager,Edinburgh,Remote,0.48,83000,80K-100K,0.1015,5,46.2,1,1.0,,,0,0
EMP0505,36,Female,Finance,Accounts Assistant,Junior,Bristol,Remote,5.31,26500,Under 30K,0.1149,28,12.5,1,1.0,2,1,0,0
EMP0506,42,Other,Sales,Sales Executive,Mid,London,Hybrid,3.78,53000,50K-65K,0.0357,7,41.8,1,0.5,4,5,1,0
EMP0507,37,Not disclosed,IT,Data Analyst,Mid,Birmingham,Remote,3.83,50500,50K-65K,0.0953,22,23.3,1,1.0,4,3,0,0
EMP0508,43,Male,Marketing,Marketing Executive,Mid,Birmingham,Remote,1.15,43000,40K-50K,0.1012,8,37.4,1,0.75,3,3,0,0
EMP0509,38,Male,HR,HR Business Partner,Senior,London,Hybrid,3.41,66000,65K-80K,0.1717,37,17.4,1,1.0,4,5,0,0
EMP0510,36,Male,Sales,Sales Executive,Mid,Birmingham,Office,6.28,39000,30K-40K,0.0615,12,17.1,1,1.0,3,4,0,1
EMP0511,28,Female,Marketing,Marketing Assistant,Junior,Birmingham,Hybrid,1.08,28500,Under 30K,0.0863,11,14.0,1,1.0,2,3,0,1
EMP0512,22,Female,Marketing,Marketing Manager,Manager,Bristol,Remote,5.89,63500,50K-65K,0.0825,18,21.1,1,0.5,4,5,0,0
EMP0513,25,Male,Legal,Legal Advisor,Mid,London,Office,4.33,58500,50K-65K,0.0834,25,11.7,0,0.0,4,5,0,0
EMP0514,33,Male,IT,Data Analyst,Mid,London,Hybrid,8.95,49500,40K-50K,0.08,15,27.1,1,0.75,4,5,0,0
EMP0515,44,Male,Finance,Finance Analyst,Mid,London,Office,7.39,54500,50K-65K,0.0613,18,14.6,1,1.0,2,1,0,0
EMP0516,22,Male,Operations,Senior Operations Specialist,Senior,Edinburgh,Office,4.82,56500,50K-65K,0.04,8,32.4,1,1.0,4,4,0,0
EMP0517,43,Female,IT,Data Analyst,Mid,London,Remote,3.95,42000,40K-50K,0.0601,14,14.4,1,1.0,5,5,0,0
EMP0518,34,Male,Sales,Sales Executive,Mid,London,Hybrid,7.35,52500,50K-65K,0.0598,13,32.4,1,1.0,2,1,0,0
EMP0519,26,Male,Operations,Operations Analyst,Mid,Leeds,Office,5.2,36500,30K-40K,0.0326,7,28.2,1,1.0,4,4,0,0
EMP0520,30,Not disclosed,Sales,Senior Account Executive,Senior,London,Hybrid,8.32,63000,50K-65K,0.2043,37,34.5,1,0.75,4,4,0,0
EMP0521,35,Female,Marketing,Marketing Assistant,Junior,Manchester,Hybrid,6.01,28000,Under 30K,0.1736,40,35.2,1,0.75,2,2,0,0
EMP0522,39,Male,IT,Junior Software Developer,Junior,London,Remote,2.1,33000,30K-40K,0.0868,23,14.0,1,0.5,4,4,0,0
EMP0523,46,Male,IT,Senior Data Engineer,Senior,Leeds,Office,1.08,64500,50K-65K,0.2045,21,23.1,1,0.6667,4,4,0,1
EMP0524,30,Male,HR,HR Assistant,Junior,Leeds,Hybrid,9.36,25000,Under 30K,0.0407,7,40.5,1,0.5,5,4,0,0
EMP0525,35,Female,Finance,Finance Analyst,Mid,Edinburgh,Office,2.54,42500,40K-50K,0.1267,39,15.1,1,1.0,3,4,0,0
EMP0526,39,Male,Finance,Finance Analyst,Mid,Birmingham,Office,1.39,43500,40K-50K,0.2203,31,16.7,1,0.5,4,3,0,0
EMP0527,51,Female,Customer Support,Customer Support Manager,Manager,Manchester,Hybrid,1.46,58500,50K-65K,0.1015,15,52.7,1,0.5,3,2,0,0
EMP0528,51,Female,HR,HR Manager,Manager,London,Hybrid,4.98,91500,80K-100K,0.1874,36,37.1,1,1.0,3,2,0,0
EMP0529,40,Male,HR,HR Assistant,Junior,Manchester,Hybrid,9.08,25500,Under 30K,0.2134,55,30.7,1,0.75,5,5,0,0
EMP0530,37,Female,Legal,Legal Manager,Manager,Bristol,Remote,4.55,98500,80K-100K,0.1426,7,2.7,0,0.0,,,0,1
EMP0531,53,Female,HR,HR Assistant,Junior,Birmingham,Office,0.65,23000,Under 30K,0.0179,0,12.1,1,1.0,3,3,0,0
EMP0532,36,Female,IT,Senior Data Engineer,Senior,Birmingham,Hybrid,6.15,52000,50K-65K,0.1061,24,12.4,1,0.6667,2,2,0,0
EMP0533,44,Male,Operations,Senior Operations Specialist,Senior,Leeds,Hybrid,8.9,51000,50K-65K,0.0949,36,13.8,1,1.0,5,5,0,0
EMP0534,41,Female,Sales,Sales Executive,Mid,Leeds,Office,0.67,44500,40K-50K,0.1232,14,15.0,1,1.0,4,4,1,1
EMP0535,43,Other,HR,HR Assistant,Junior,Manchester,Hybrid,1.55,24500,Under 30K,0.0185,7,4.9,1,1.0,2,4,0,1
EMP0536,37,Male,Customer Support,Customer Support Specialist,Mid,Edinburgh,Office,0.62,35500,30K-40K,0.1605,18,24.3,1,1.0,,,0,1
EMP0537,39,Female,IT,Senior Data Engineer,Senior,Birmingham,Remote,7.23,66500,65K-80K,0.1185,15,18.2,1,1.0,3,3,0,1
EMP0538,37,Female,Operations,Operations Analyst,Mid,London,Hybrid,7.29,39000,30K-40K,0.0953,27,12.1,0,0.3333,2,3,0,0
EMP0539,39,Female,Operations,Senior Operations Specialist,Senior,Edinburgh,Office,1.68,55500,50K-65K,0.2029,48,11.6,1,0.5,3,3,0,0
EMP0540,45,Male,Operations,Senior Operations Specialist,Senior,Bristol,Hybrid,8.77,50000,50K-65K,0.0948,30,11.0,1,1.0,2,2,0,0
EMP0541,39,Male,Sales,Sales Executive,Mid,London,Hybrid,1.87,52500,50K-65K,0.0684,17,19.3,1,0.6667,3,3,0,0
EMP0542,31,Female,HR,HR Advisor,Mid,Edinburgh,Remote,4.77,38500,30K-40K,0.0293,7,17.3,1,0.6667,4,4,0,0
EMP0543,33,Female,Finance,Accounts Assistant,Junior,Leeds,Office,7.03,30000,30K-40K,0.0296,5,34.8,1,1.0,4,4,0,0
EMP0544,36,Not disclosed,Sales,Sales Manager,Manager,Edinburgh,Hybrid,0.27,82000,80K-100K,0.0341,0,3.5,1,1.0,,,0,0
EMP0545,22,Female,Operations,Operations Analyst,Mid,London,Hybrid,3.32,36000,30K-40K,0.104,17,48.4,1,0.75,5,3,0,0
EMP0546,39,Male,Marketing,Marketing Assistant,Junior,Manchester,Hybrid,0.41,24000,Under 30K,0.0554,6,14.9,1,0.5,,,0,0
EMP0547,41,Male,Marketing,Marketing Manager,Manager,Bristol,Office,2.3,71000,65K-80K,0.0448,9,16.7,0,0.0,4,4,0,0
EMP0548,35,Male,Finance,Finance Analyst,Mid,Edinburgh,Office,3.95,48500,40K-50K,0.0726,19,20.4,0,0.0,2,1,0,0
EMP0549,43,Male,Finance,Finance Analyst,Mid,Leeds,Hybrid,0.86,40500,40K-50K,0.0842,12,9.2,1,0.5,3,3,0,0
EMP0550,28,Male,HR,HR Business Partner,Senior,Edinburgh,Hybrid,1.63,50500,50K-65K,0.1295,20,12.4,0,0.0,3,3,0,0
EMP0551,45,Male,Marketing,Marketing Executive,Mid,Bristol,Hybrid,7.06,33000,30K-40K,0.1615,33,39.2,1,0.75,3,3,0,0
EMP0552,22,Female,Operations,Senior Operations Specialist,Senior,Manchester,Remote,5.09,48000,40K-50K,0.2054,41,10.9,1,0.6667,3,3,0,0
EMP0553,32,Female,IT,Data Analyst,Mid,Manchester,Hybrid,4.96,44500,40K-50K,0.0434,13,29.6,1,0.5,5,5,0,0
EMP0554,43,Not disclosed,IT,Senior Data Engineer,Senior,London,Remote,6.61,77500,65K-80K,0.0956,23,8.8,1,0.6667,3,3,0,0
EMP0555,39,Female,Operations,Operations Assistant,Junior,Manchester,Office,4.91,27500,Under 30K,0.041,8,1.1,0,0.0,3,3,0,1
EMP0556,47,Female,Operations,Operations Manager,Manager,Birmingham,Hybrid,5.5,72000,65K-80K,0.0731,11,19.2,1,0.75,3,3,0,0
