training_key,training_id,employee_key,assigned_date_key,completion_date_key,course_name,course_category,completion_status,completion_flag,training_hours,training_score
631,TRN000629,248,20250815,20250829,Presentation Skills,Soft Skills,Completed,1,11.9,95.1
632,TRN000632,249,20251122,,First Line Manager Training,Leadership,Not Started,0,4.3,
633,TRN000633,249,20251211,,Inclusive Hiring,HR,In Progress,0,15.6,
634,TRN000636,250,20240416,20240430,Employee Relations Essentials,HR,Completed,1,1.3,64.0
635,TRN000634,250,20240928,20241020,Cloud Data Fundamentals,Technical,Completed,1,12.0,65.7
636,TRN000635,250,20250909,20251016,Presentation Skills,Soft Skills,Completed,1,12.4,78.3
637,TRN000638,251,20240611,20240702,Inclusive Hiring,HR,Completed,1,16.0,66.9
638,TRN000637,251,20250124,20250213,Communication Skills,Soft Skills,Completed,1,10.5,68.5
639,TRN000639,252,20240411,20240515,Stakeholder Management,Soft Skills,Completed,1,15.4,96.0
640,TRN000641,252,20241206,,Cloud Data Fundamentals,Technical,Overdue,0,15.7,
641,TRN000640,252,20250709,,Data Protection Training,Compliance,In Progress,0,1.9,
642,TRN000645,253,20240526,20240616,Information Security Awareness,Compliance,Completed,1,6.1,100.0
643,TRN000643,253,20241105,20241109,Budget Management,Finance,Completed,1,9.9,64.2
644,TRN000644,253,20251116,20251219,Presentation Skills,Soft Skills,Completed,1,8.6,71.1
645,TRN000642,253,20251127,,Budget Management,Finance,In Progress,0,13.1,
646,TRN000646,254,20240116,20240214,First Line Manager Training,Leadership,Completed,1,8.9,81.9
647,TRN000647,254,20240713,,Power BI Fundamentals,Technical,In Progress,0,11.2,
648,TRN000648,254,20260128,20260227,Budget Management,Finance,Completed,1,2.1,86.6
649,TRN000649,255,20241223,20250105,Employee Relations Essentials,HR,Completed,1,15.9,71.7
650,TRN000651,255,20250926,20251026,Financial Controls,Finance,Completed,1,7.4,100.0
651,TRN000650,255,20251005,20251013,Coaching Skills,Leadership,Completed,1,8.9,81.5
652,TRN000655,256,20240325,,Data Protection Training,Compliance,Overdue,0,3.4,
653,TRN000654,256,20240623,20240701,Coaching Skills,Leadership,Completed,1,2.9,100.0
654,TRN000652,256,20251018,20251104,First Line Manager Training,Leadership,Completed,1,12.9,64.6
655,TRN000653,256,20260626,20260630,Data Protection Training,Compliance,Completed,1,7.5,85.6
656,TRN000656,257,20250531,,Financial Controls,Finance,Overdue,0,10.7,
657,TRN000657,258,20240326,,Data Protection Training,Compliance,In Progress,0,13.7,
658,TRN000660,259,20250313,20250327,Communication Skills,Soft Skills,Completed,1,12.8,100.0
659,TRN000659,259,20250326,,Financial Controls,Finance,In Progress,0,6.6,
660,TRN000658,259,20250503,20250512,SQL for Analysts,Technical,Completed,1,11.8,88.6
661,TRN000661,260,20240217,,Information Security Awareness,Compliance,Overdue,0,10.6,
662,TRN000663,261,20240806,20240914,Coaching Skills,Leadership,Completed,1,4.8,78.7
663,TRN000664,261,20260210,20260325,Information Security Awareness,Compliance,Completed,1,15.1,100.0
664,TRN000662,261,20260226,20260328,Inclusive Hiring,HR,Completed,1,5.4,91.2
665,TRN000665,262,20250409,20250422,Budget Management,Finance,Completed,1,11.9,79.7
666,TRN000667,263,20260505,20260618,Communication Skills,Soft Skills,Completed,1,4.7,57.7
667,TRN000668,263,20260523,20260630,Workplace Health and Safety,Compliance,Completed,1,1.8,89.3
668,TRN000666,263,20260616,20260626,Coaching Skills,Leadership,Completed,1,11.0,67.1
669,TRN000669,264,20240126,,Python for Data Analysis,Technical,In Progress,0,16.0,
670,TRN000670,264,20240924,20241030,Financial Controls,Finance,Completed,1,7.4,54.4
671,TRN000671,264,20241101,20241106,Information Security Awareness,Compliance,Completed,1,8.3,67.3
672,TRN000672,265,20240207,20240215,Leading High Performing Teams,Leadership,Completed,1,15.1,96.5
673,TRN000674,266,20250612,20250623,First Line Manager Training,Leadership,Completed,1,5.9,71.8
674,TRN000673,266,20250811,20250823,Employee Relations Essentials,HR,Completed,1,10.2,95.9
675,TRN000675,266,20250923,,SQL for Analysts,Technical,Not Started,0,2.8,
676,TRN000676,266,20260624,20260630,Communication Skills,Soft Skills,Completed,1,6.0,63.0
677,TRN000679,267,20240313,20240404,Information Security Awareness,Compliance,Completed,1,11.6,69.8
678,TRN000677,267,20240504,20240617,Financial Controls,Finance,Completed,1,2.8,84.6
679,TRN000678,267,20240514,,Inclusive Hiring,HR,Not Started,0,3.5,
680,TRN000680,268,20260402,20260422,Stakeholder Management,Soft Skills,Completed,1,14.6,61.4
681,TRN000681,269,20240503,20240513,Coaching Skills,Leadership,Completed,1,1.8,75.0
682,TRN000685,270,20240201,,Inclusive Hiring,HR,In Progress,0,2.4,
683,TRN000684,270,20240206,20240221,Coaching Skills,Leadership,Completed,1,10.6,82.5
684,TRN000682,270,20240224,20240307,Information Security Awareness,Compliance,Completed,1,4.6,69.0
685,TRN000683,270,20240303,20240307,Coaching Skills,Leadership,Completed,1,3.0,81.4
686,TRN000689,271,20240118,,Financial Controls,Finance,In Progress,0,14.3,
687,TRN000690,271,20240611,20240620,First Line Manager Training,Leadership,Completed,1,1.1,78.8
688,TRN000686,271,20240803,,Data Protection Training,Compliance,Overdue,0,13.1,
689,TRN000687,271,20240924,20241004,SQL for Analysts,Technical,Completed,1,10.6,64.2
690,TRN000688,271,20260108,20260123,Employee Relations Essentials,HR,Completed,1,10.6,57.9
691,TRN000693,272,20240322,,Stakeholder Management,Soft Skills,In Progress,0,6.4,
692,TRN000694,272,20240929,20241006,Stakeholder Management,Soft Skills,Completed,1,5.3,80.1
693,TRN000691,272,20250125,20250208,Employee Relations Essentials,HR,Completed,1,7.5,89.8
694,TRN000692,272,20250610,20250719,Stakeholder Management,Soft Skills,Completed,1,8.1,57.7
695,TRN000695,273,20240311,,Communication Skills,Soft Skills,Overdue,0,7.9,
696,TRN000698,273,20240505,20240604,Budget Management,Finance,Completed,1,11.5,93.3
697,TRN000697,273,20250522,20250611,Information Security Awareness,Compliance,Completed,1,11.6,73.8
698,TRN000696,273,20250623,,Employee Relations Essentials,HR,Not Started,0,13.3,
699,TRN000699,274,20240901,20240908,Communication Skills,Soft Skills,Completed,1,11.6,85.3
700,TRN000700,274,20250413,20250512,Stakeholder Management,Soft Skills,Completed,1,12.3,78.2
701,TRN000701,274,20250912,20250915,Inclusive Hiring,HR,Completed,1,6.9,77.2
702,TRN000702,275,20260217,20260302,Inclusive Hiring,HR,Completed,1,3.7,77.2
703,TRN000703,276,20250109,,Cloud Data Fundamentals,Technical,Overdue,0,10.5,
704,TRN000707,277,20250807,20250916,Presentation Skills,Soft Skills,Completed,1,5.6,78.3
705,TRN000705,277,20260103,,Employee Relations Essentials,HR,In Progress,0,3.7,
706,TRN000704,277,20260520,20260617,Leading High Performing Teams,Leadership,Completed,1,11.5,63.1
707,TRN000706,277,20260531,,Power BI Fundamentals,Technical,Not Started,0,7.6,
708,TRN000709,278,20240414,,Power BI Fundamentals,Technical,In Progress,0,12.5,
709,TRN000710,278,20241225,20241227,Inclusive Hiring,HR,Completed,1,6.8,77.0
710,TRN000711,278,20250705,20250715,Budget Management,Finance,Completed,1,1.1,100.0
711,TRN000708,278,20251006,20251008,Information Security Awareness,Compliance,Completed,1,4.4,74.5
712,TRN000712,279,20260217,20260319,First Line Manager Training,Leadership,Completed,1,11.4,76.0
713,TRN000713,280,20241112,20241116,Stakeholder Management,Soft Skills,Completed,1,10.8,100.0
714,TRN000714,281,20240827,,Communication Skills,Soft Skills,In Progress,0,13.5,
715,TRN000715,281,20241018,20241122,Workplace Health and Safety,Compliance,Completed,1,2.7,81.4
716,TRN000716,282,20250401,20250411,Budget Management,Finance,Completed,1,4.0,100.0
717,TRN000718,282,20250409,20250415,Python for Data Analysis,Technical,Completed,1,3.3,73.7
718,TRN000717,282,20251104,20251215,Financial Controls,Finance,Completed,1,10.3,80.4
719,TRN000720,283,20250314,20250408,Leading High Performing Teams,Leadership,Completed,1,11.1,78.5
720,TRN000719,283,20251122,20260105,Presentation Skills,Soft Skills,Completed,1,14.9,72.2
721,TRN000721,284,20240705,,Workplace Health and Safety,Compliance,In Progress,0,4.5,
722,TRN000722,285,20260312,20260425,Employee Relations Essentials,HR,Completed,1,5.4,86.4
723,TRN000723,286,20240606,20240711,Leading High Performing Teams,Leadership,Completed,1,14.4,79.9
724,TRN000724,286,20240716,20240817,Workplace Health and Safety,Compliance,Completed,1,4.1,84.9
725,TRN000726,287,20240316,20240426,Communication Skills,Soft Skills,Completed,1,15.4,65.9
726,TRN000727,287,20240713,,Financial Controls,Finance,In Progress,0,4.0,
727,TRN000725,287,20250101,,Communication Skills,Soft Skills,In Progress,0,13.4,
728,TRN000728,287,20250603,20250606,Data Protection Training,Compliance,Completed,1,9.3,57.6
729,TRN000729,288,20240929,,Power BI Fundamentals,Technical,In Progress,0,2.7,
730,TRN000730,288,20250720,20250808,Coaching Skills,Leadership,Completed,1,2.5,96.7
731,TRN000731,288,20260116,20260214,Financial Controls,Finance,Completed,1,2.8,59.0
732,TRN000734,289,20240404,20240418,First Line Manager Training,Leadership,Completed,1,4.9,84.3
733,TRN000735,289,20240424,20240517,Budget Management,Finance,Completed,1,13.4,76.4
734,TRN000736,289,20240430,20240506,Inclusive Hiring,HR,Completed,1,10.7,86.6
735,TRN000733,289,20241027,20241130,Presentation Skills,Soft Skills,Completed,1,12.7,74.4
736,TRN000732,289,20241231,20250102,Leading High Performing Teams,Leadership,Completed,1,3.9,66.2
737,TRN000737,290,20250427,,Stakeholder Management,Soft Skills,In Progress,0,5.4,
738,TRN000738,291,20240320,20240417,Data Protection Training,Compliance,Completed,1,6.2,68.2
739,TRN000740,291,20241230,20250207,Employee Relations Essentials,HR,Completed,1,8.6,79.3
740,TRN000739,291,20250316,,Inclusive Hiring,HR,In Progress,0,1.7,
741,TRN000741,292,20241202,,Data Protection Training,Compliance,In Progress,0,4.8,
742,TRN000742,292,20250817,20250828,Financial Controls,Finance,Completed,1,12.9,88.7
743,TRN000743,293,20240810,20240812,Stakeholder Management,Soft Skills,Completed,1,15.7,78.3
744,TRN000744,293,20250209,20250218,SQL for Analysts,Technical,Completed,1,13.5,65.9
745,TRN000745,293,20250527,20250703,Leading High Performing Teams,Leadership,Completed,1,13.5,82.3
746,TRN000746,293,20260530,,Presentation Skills,Soft Skills,In Progress,0,9.7,
747,TRN000748,294,20250528,20250615,Workplace Health and Safety,Compliance,Completed,1,11.6,69.4
748,TRN000749,294,20250702,20250707,Budget Management,Finance,Completed,1,2.6,72.3
749,TRN000747,294,20250809,20250912,Workplace Health and Safety,Compliance,Completed,1,10.4,69.5
750,TRN000750,294,20250826,20250921,Workplace Health and Safety,Compliance,Completed,1,14.7,84.0
751,TRN000751,295,20241216,20250117,Inclusive Hiring,HR,Completed,1,5.8,79.5
752,TRN000752,296,20240106,20240110,First Line Manager Training,Leadership,Completed,1,6.7,82.2
753,TRN000754,296,20250212,20250227,Coaching Skills,Leadership,Completed,1,15.6,89.1
754,TRN000753,296,20250726,20250802,Information Security Awareness,Compliance,Completed,1,4.3,87.6
755,TRN000755,297,20240505,,Budget Management,Finance,Not Started,0,9.8,
756,TRN000756,297,20251222,20251226,SQL for Analysts,Technical,Completed,1,10.3,58.2
757,TRN000757,298,20250522,,Python for Data Analysis,Technical,Not Started,0,2.7,
758,TRN000760,298,20250701,20250709,Stakeholder Management,Soft Skills,Completed,1,4.1,78.6
759,TRN000758,298,20260602,20260630,Budget Management,Finance,Completed,1,8.6,76.8
760,TRN000759,298,20260627,20260630,First Line Manager Training,Leadership,Completed,1,10.1,83.2
761,TRN000761,299,20240412,20240514,Power BI Fundamentals,Technical,Completed,1,1.5,89.1
762,TRN000765,300,20240802,,First Line Manager Training,Leadership,Not Started,0,2.0,
763,TRN000764,300,20241017,,Presentation Skills,Soft Skills,In Progress,0,2.1,
764,TRN000762,300,20250503,20250608,Inclusive Hiring,HR,Completed,1,12.6,92.1
765,TRN000766,300,20250909,20251020,Workplace Health and Safety,Compliance,Completed,1,12.8,78.7
766,TRN000763,300,20260531,20260609,Inclusive Hiring,HR,Completed,1,11.3,93.1
767,TRN000767,301,20260409,20260423,Communication Skills,Soft Skills,Completed,1,9.4,62.6
768,TRN000768,302,20240217,20240328,Employee Relations Essentials,HR,Completed,1,14.1,89.4
769,TRN000770,302,20250305,20250403,Presentation Skills,Soft Skills,Completed,1,9.0,77.5
770,TRN000769,302,20250827,20250911,Power BI Fundamentals,Technical,Completed,1,1.4,86.0
771,TRN000771,303,20240731,,Financial Controls,Finance,In Progress,0,6.7,
772,TRN000773,303,20241028,,Financial Controls,Finance,In Progress,0,1.5,
773,TRN000772,303,20260129,20260205,Coaching Skills,Leadership,Completed,1,1.0,98.0
774,TRN000776,304,20240809,20240910,Leading High Performing Teams,Leadership,Completed,1,3.0,56.6
775,TRN000777,304,20241119,20241211,First Line Manager Training,Leadership,Completed,1,10.7,99.8
776,TRN000774,304,20250319,20250401,Workplace Health and Safety,Compliance,Completed,1,13.0,98.8
777,TRN000775,304,20250913,20251003,Inclusive Hiring,HR,Completed,1,3.7,84.2
778,TRN000779,305,20240625,20240629,Information Security Awareness,Compliance,Completed,1,13.5,88.0
779,TRN000780,305,20240921,,Workplace Health and Safety,Compliance,Overdue,0,11.5,
780,TRN000778,305,20241027,20241210,Stakeholder Management,Soft Skills,Completed,1,7.5,72.3
781,TRN000781,305,20250302,,SQL for Analysts,Technical,Overdue,0,4.8,
782,TRN000782,305,20250307,20250312,Coaching Skills,Leadership,Completed,1,1.4,67.7
783,TRN000783,306,20250715,,Budget Management,Finance,Not Started,0,2.7,
784,TRN000784,307,20240515,20240525,Leading High Performing Teams,Leadership,Completed,1,14.4,61.2
785,TRN000786,308,20251017,20251119,Power BI Fundamentals,Technical,Completed,1,2.9,76.9
786,TRN000785,308,20260509,20260517,Python for Data Analysis,Technical,Completed,1,14.6,95.3
787,TRN000790,309,20240920,20240927,Leading High Performing Teams,Leadership,Completed,1,8.7,88.0
788,TRN000788,309,20241219,,Communication Skills,Soft Skills,In Progress,0,11.8,
789,TRN000787,309,20250617,20250709,Employee Relations Essentials,HR,Completed,1,6.5,94.4
790,TRN000789,309,20260413,20260504,Power BI Fundamentals,Technical,Completed,1,15.6,74.7
791,TRN000792,310,20241206,20250102,Cloud Data Fundamentals,Technical,Completed,1,12.7,66.9
792,TRN000793,310,20250129,20250224,Data Protection Training,Compliance,Completed,1,2.3,74.5
793,TRN000791,310,20250525,20250704,Presentation Skills,Soft Skills,Completed,1,13.1,75.0
794,TRN000794,311,20251114,20251202,Cloud Data Fundamentals,Technical,Completed,1,10.8,91.1
795,TRN000795,311,20260515,20260603,Inclusive Hiring,HR,Completed,1,9.7,67.0
796,TRN000796,312,20241222,20250113,Stakeholder Management,Soft Skills,Completed,1,15.0,95.6
797,TRN000797,312,20250624,20250720,Stakeholder Management,Soft Skills,Completed,1,9.6,72.9
798,TRN000799,313,20250125,20250303,Presentation Skills,Soft Skills,Completed,1,12.9,100.0
799,TRN000798,313,20250130,20250224,Employee Relations Essentials,HR,Completed,1,2.8,63.8
800,TRN000800,313,20250925,,Inclusive Hiring,HR,Not Started,0,2.5,
801,TRN000801,314,20260504,20260615,Budget Management,Finance,Completed,1,13.4,58.0
802,TRN000802,315,20240209,20240323,Data Protection Training,Compliance,Completed,1,9.0,71.9
803,TRN000805,316,20240424,20240512,Leading High Performing Teams,Leadership,Completed,1,7.7,88.9
804,TRN000804,316,20241022,,SQL for Analysts,Technical,In Progress,0,5.1,
805,TRN000803,316,20260610,20260615,Inclusive Hiring,HR,Completed,1,10.3,98.8
806,TRN000807,317,20240816,20240904,Stakeholder Management,Soft Skills,Completed,1,4.0,51.3
807,TRN000809,317,20240922,20241024,Data Protection Training,Compliance,Completed,1,13.2,87.8
808,TRN000808,317,20250120,,Cloud Data Fundamentals,Technical,Not Started,0,9.1,
809,TRN000806,317,20250624,20250706,Employee Relations Essentials,HR,Completed,1,9.5,66.8
810,TRN000810,318,20251212,,Inclusive Hiring,HR,In Progress,0,6.7,
811,TRN000812,319,20240129,20240209,Cloud Data Fundamentals,Technical,Completed,1,15.5,90.4
812,TRN000813,319,20240610,20240720,Employee Relations Essentials,HR,Completed,1,9.0,69.3
813,TRN000811,319,20241224,,Power BI Fundamentals,Technical,In Progress,0,13.4,
814,TRN000815,320,20250613,20250718,Workplace Health and Safety,Compliance,Completed,1,13.3,83.8
815,TRN000814,320,20260309,20260315,Coaching Skills,Leadership,Completed,1,9.7,64.5
816,TRN000818,321,20240225,,Leading High Performing Teams,Leadership,Not Started,0,2.8,
817,TRN000816,321,20240523,,Leading High Performing Teams,Leadership,Overdue,0,6.9,
818,TRN000817,321,20250519,,First Line Manager Training,Leadership,In Progress,0,14.1,
819,TRN000820,322,20250813,,Budget Management,Finance,In Progress,0,7.4,
820,TRN000821,322,20251010,,Financial Controls,Finance,In Progress,0,9.8,
821,TRN000819,322,20260407,20260519,Budget Management,Finance,Completed,1,2.2,60.9
822,TRN000823,323,20240316,20240331,Presentation Skills,Soft Skills,Completed,1,11.2,87.8
823,TRN000824,323,20241121,,First Line Manager Training,Leadership,Overdue,0,13.8,
824,TRN000822,323,20250813,20250911,Stakeholder Management,Soft Skills,Completed,1,2.4,69.0
825,TRN000825,324,20240903,20240918,Workplace Health and Safety,Compliance,Completed,1,3.1,89.3
826,TRN000826,325,20240414,20240518,Cloud Data Fundamentals,Technical,Completed,1,5.6,82.4
827,TRN000827,325,20250215,,First Line Manager Training,Leadership,In Progress,0,8.1,
828,TRN000828,325,20260301,20260330,Financial Controls,Finance,Completed,1,10.7,96.9
829,TRN000829,326,20240622,20240709,Data Protection Training,Compliance,Completed,1,14.3,87.8
830,TRN000830,327,20250528,20250603,SQL for Analysts,Technical,Completed,1,6.7,78.9
831,TRN000831,327,20251023,20251031,Information Security Awareness,Compliance,Completed,1,13.4,79.3
832,TRN000832,328,20241026,20241106,First Line Manager Training,Leadership,Completed,1,9.7,55.4
833,TRN000834,328,20250710,,Employee Relations Essentials,HR,In Progress,0,12.7,
834,TRN000833,328,20251126,,Inclusive Hiring,HR,Not Started,0,13.8,
835,TRN000836,329,20240506,,Coaching Skills,Leadership,Not Started,0,13.5,
836,TRN000838,329,20250614,,Employee Relations Essentials,HR,Overdue,0,4.8,
837,TRN000835,329,20251201,20251213,Information Security Awareness,Compliance,Completed,1,13.4,57.2
838,TRN000837,329,20260112,20260217,Inclusive Hiring,HR,Completed,1,5.4,87.0
839,TRN000839,330,20241105,20241202,Presentation Skills,Soft Skills,Completed,1,16.0,80.7
840,TRN000842,331,20240614,20240718,Stakeholder Management,Soft Skills,Completed,1,11.7,69.5
841,TRN000840,331,20241215,,Inclusive Hiring,HR,In Progress,0,5.5,
842,TRN000841,331,20260403,20260513,Financial Controls,Finance,Completed,1,6.4,95.3
843,TRN000843,332,20240227,,Financial Controls,Finance,In Progress,0,10.7,
844,TRN000845,332,20240315,20240327,Cloud Data Fundamentals,Technical,Completed,1,15.8,90.2
845,TRN000844,332,20250114,20250123,Inclusive Hiring,HR,Completed,1,6.4,54.4
846,TRN000848,333,20240514,20240627,First Line Manager Training,Leadership,Completed,1,5.3,74.6
847,TRN000847,333,20240611,,Communication Skills,Soft Skills,Overdue,0,15.2,
848,TRN000846,333,20240829,20240926,Stakeholder Management,Soft Skills,Completed,1,2.5,61.9
849,TRN000849,333,20260522,,Presentation Skills,Soft Skills,Overdue,0,7.8,
850,TRN000853,334,20240119,,Budget Management,Finance,Overdue,0,15.2,
851,TRN000850,334,20240822,,Data Protection Training,Compliance,Not Started,0,12.9,
852,TRN000851,334,20250304,,Presentation Skills,Soft Skills,Not Started,0,6.9,
853,TRN000852,334,20260123,,Leading High Performing Teams,Leadership,In Progress,0,12.3,
854,TRN000855,335,20240302,,Inclusive Hiring,HR,In Progress,0,9.6,
855,TRN000854,335,20241128,,Financial Controls,Finance,Overdue,0,8.7,
856,TRN000856,336,20241227,,Financial Controls,Finance,In Progress,0,6.1,
857,TRN000857,336,20250419,20250505,Financial Controls,Finance,Completed,1,3.6,70.6
858,TRN000858,336,20250724,20250828,Cloud Data Fundamentals,Technical,Completed,1,10.6,64.5
859,TRN000861,337,20240404,,Presentation Skills,Soft Skills,Not Started,0,12.4,
860,TRN000860,337,20250619,20250717,Financial Controls,Finance,Completed,1,8.3,93.5
861,TRN000862,337,20250725,20250907,Financial Controls,Finance,Completed,1,11.5,66.3
862,TRN000859,337,20250912,20251013,Employee Relations Essentials,HR,Completed,1,12.8,71.4
863,TRN000863,338,20260527,20260630,Leading High Performing Teams,Leadership,Completed,1,11.4,59.3
864,TRN000864,339,20250319,20250415,Information Security Awareness,Compliance,Completed,1,2.1,77.5
865,TRN000867,340,20240211,20240324,Budget Management,Finance,Completed,1,3.8,67.8
866,TRN000865,340,20250118,20250218,Budget Management,Finance,Completed,1,3.2,86.8
867,TRN000869,340,20250815,20250925,Data Protection Training,Compliance,Completed,1,1.7,80.7
868,TRN000868,340,20260105,20260111,Inclusive Hiring,HR,Completed,1,11.8,76.9
869,TRN000866,340,20260302,,Information Security Awareness,Compliance,Overdue,0,6.4,
870,TRN000870,341,20240210,20240225,Data Protection Training,Compliance,Completed,1,10.6,64.0
871,TRN000871,341,20240930,20241016,Stakeholder Management,Soft Skills,Completed,1,12.0,66.4
872,TRN000873,341,20241009,20241011,Workplace Health and Safety,Compliance,Completed,1,11.2,67.9
873,TRN000872,341,20250329,20250419,Coaching Skills,Leadership,Completed,1,1.4,87.6
874,TRN000874,341,20250611,,Budget Management,Finance,Not Started,0,7.7,
875,TRN000875,342,20241030,,Coaching Skills,Leadership,Overdue,0,11.6,
876,TRN000876,342,20260517,,Information Security Awareness,Compliance,In Progress,0,4.3,
877,TRN000877,342,20260601,,Data Protection Training,Compliance,Not Started,0,9.1,
878,TRN000878,343,20240103,,Financial Controls,Finance,In Progress,0,10.3,
879,TRN000879,343,20240625,20240708,Cloud Data Fundamentals,Technical,Completed,1,8.5,97.0
880,TRN000880,344,20250226,,Employee Relations Essentials,HR,In Progress,0,10.8,
881,TRN000881,344,20250617,20250717,Cloud Data Fundamentals,Technical,Completed,1,15.0,69.5
882,TRN000882,344,20260513,20260602,Presentation Skills,Soft Skills,Completed,1,13.1,63.4
883,TRN000884,345,20250308,,Employee Relations Essentials,HR,Not Started,0,1.3,
884,TRN000883,345,20250714,20250728,Financial Controls,Finance,Completed,1,4.2,80.6
885,TRN000886,346,20240603,,Data Protection Training,Compliance,In Progress,0,14.9,
886,TRN000885,346,20240610,,Employee Relations Essentials,HR,Overdue,0,8.1,
887,TRN000887,346,20250430,20250526,Financial Controls,Finance,Completed,1,1.7,74.1
888,TRN000890,347,20240529,20240706,Power BI Fundamentals,Technical,Completed,1,14.0,75.3
889,TRN000891,347,20250719,20250823,Power BI Fundamentals,Technical,Completed,1,9.6,92.9
890,TRN000889,347,20250816,20250928,Budget Management,Finance,Completed,1,2.4,67.2
891,TRN000888,347,20260615,20260630,First Line Manager Training,Leadership,Completed,1,7.0,68.0
892,TRN000893,348,20241029,20241210,Inclusive Hiring,HR,Completed,1,1.2,81.9
893,TRN000892,348,20250530,,Inclusive Hiring,HR,Overdue,0,14.1,
894,TRN000894,348,20250719,20250823,Information Security Awareness,Compliance,Completed,1,4.7,62.7
895,TRN000895,348,20251129,20260101,Data Protection Training,Compliance,Completed,1,4.0,76.5
896,TRN000896,349,20260311,20260419,Financial Controls,Finance,Completed,1,4.0,64.7
897,TRN000899,350,20240226,,Data Protection Training,Compliance,In Progress,0,9.2,
898,TRN000897,350,20240321,,Python for Data Analysis,Technical,Overdue,0,12.7,
899,TRN000898,350,20241007,20241118,Stakeholder Management,Soft Skills,Completed,1,3.0,81.2
900,TRN000900,351,20260129,20260216,Leading High Performing Teams,Leadership,Completed,1,3.1,52.4
901,TRN000901,352,20241202,,Stakeholder Management,Soft Skills,Not Started,0,11.9,
902,TRN000903,353,20240213,20240227,Inclusive Hiring,HR,Completed,1,1.7,79.0
903,TRN000902,353,20241008,20241108,Financial Controls,Finance,Completed,1,6.0,85.3
904,TRN000904,353,20250721,20250815,Budget Management,Finance,Completed,1,3.5,65.0
905,TRN000905,354,20240101,20240121,SQL for Analysts,Technical,Completed,1,13.6,79.8
906,TRN000908,355,20240114,20240124,Workplace Health and Safety,Compliance,Completed,1,13.4,58.9
907,TRN000907,355,20240224,,Inclusive Hiring,HR,In Progress,0,12.5,
908,TRN000906,355,20240228,20240307,Data Protection Training,Compliance,Completed,1,13.5,73.1
909,TRN000909,356,20240106,,Coaching Skills,Leadership,Not Started,0,4.9,
910,TRN000910,356,20240508,20240514,Presentation Skills,Soft Skills,Completed,1,2.1,84.2
911,TRN000912,357,20240418,,Python for Data Analysis,Technical,In Progress,0,4.7,
912,TRN000914,357,20240811,20240907,First Line Manager Training,Leadership,Completed,1,12.1,80.1
913,TRN000911,357,20251220,20260202,Communication Skills,Soft Skills,Completed,1,7.1,83.7
914,TRN000913,357,20260404,,Coaching Skills,Leadership,Overdue,0,15.3,
915,TRN000916,358,20240527,,Financial Controls,Finance,Overdue,0,15.6,
916,TRN000915,358,20250923,,First Line Manager Training,Leadership,Overdue,0,3.3,
917,TRN000917,358,20260425,,Presentation Skills,Soft Skills,In Progress,0,13.3,
918,TRN000920,359,20240105,,Budget Management,Finance,Not Started,0,2.6,
919,TRN000919,359,20240918,20241012,Communication Skills,Soft Skills,Completed,1,6.3,63.1
920,TRN000918,359,20250602,20250622,Budget Management,Finance,Completed,1,2.0,83.4
921,TRN000921,360,20241113,20241209,Power BI Fundamentals,Technical,Completed,1,7.3,87.4
922,TRN000923,361,20240104,20240123,Employee Relations Essentials,HR,Completed,1,3.8,55.0
923,TRN000924,361,20241010,20241014,Inclusive Hiring,HR,Completed,1,8.8,70.8
924,TRN000922,361,20250510,20250527,Inclusive Hiring,HR,Completed,1,2.1,59.0
925,TRN000926,362,20260531,20260614,Workplace Health and Safety,Compliance,Completed,1,9.3,100.0
926,TRN000925,362,20260607,,Communication Skills,Soft Skills,Not Started,0,7.7,
927,TRN000928,363,20240410,20240412,Presentation Skills,Soft Skills,Completed,1,1.2,64.3
928,TRN000927,363,20241106,20241118,Leading High Performing Teams,Leadership,Completed,1,14.8,57.9
929,TRN000929,363,20241230,20250203,Presentation Skills,Soft Skills,Completed,1,4.8,55.6
930,TRN000930,364,20240317,20240331,Information Security Awareness,Compliance,Completed,1,9.6,77.0
931,TRN000931,364,20250430,20250601,Python for Data Analysis,Technical,Completed,1,9.6,75.6
932,TRN000933,365,20240201,20240212,Information Security Awareness,Compliance,Completed,1,13.8,80.1
933,TRN000932,365,20251218,20251223,Presentation Skills,Soft Skills,Completed,1,5.3,100.0
934,TRN000934,366,20240203,20240223,Data Protection Training,Compliance,Completed,1,12.2,65.0
935,TRN000936,366,20241106,20241127,Workplace Health and Safety,Compliance,Completed,1,9.1,95.4
936,TRN000935,366,20260130,20260305,Data Protection Training,Compliance,Completed,1,4.0,73.5
937,TRN000937,367,20241204,20241208,SQL for Analysts,Technical,Completed,1,13.2,75.1
938,TRN000938,368,20241023,20241106,Workplace Health and Safety,Compliance,Completed,1,4.0,68.1
939,TRN000940,368,20250102,20250214,Presentation Skills,Soft Skills,Completed,1,8.2,92.1
940,TRN000939,368,20260107,20260206,Power BI Fundamentals,Technical,Completed,1,8.8,89.7
941,TRN000941,369,20240829,,Employee Relations Essentials,HR,In Progress,0,11.8,
942,TRN000943,369,20240831,20240917,Presentation Skills,Soft Skills,Completed,1,10.4,72.3
943,TRN000942,369,20240918,20241030,Communication Skills,Soft Skills,Completed,1,7.7,65.9
944,TRN000946,370,20240504,20240604,Inclusive Hiring,HR,Completed,1,6.3,84.3
945,TRN000945,370,20250114,20250218,SQL for Analysts,Technical,Completed,1,14.0,63.1
