attendance_id,employee_id,attendance_month,working_days,present_days,absent_days,late_arrivals,remote_work_days,overtime_hours,ingestion_timestamp,source_file_name,source_system,pipeline_run_id,attendance_rate,absence_rate
ATT009821,EMP0388,2025-01-01,23,23,0,0,10,2.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009822,EMP0388,2025-02-01,20,20,0,0,8,8.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009823,EMP0388,2025-03-01,21,21,0,0,12,3.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009824,EMP0388,2025-04-01,22,22,0,0,6,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009825,EMP0388,2025-05-01,22,21,1,1,7,7.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009826,EMP0388,2025-06-01,21,19,2,0,3,4.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT009827,EMP0388,2025-07-01,23,22,1,2,9,4.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009828,EMP0388,2025-08-01,21,20,1,0,10,6.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009829,EMP0388,2025-09-01,22,21,1,2,8,5.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009830,EMP0388,2025-10-01,23,23,0,0,10,9.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009831,EMP0388,2025-11-01,20,19,1,1,11,9.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT009832,EMP0388,2025-12-01,23,19,4,1,12,3.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8261,0.1739
ATT009833,EMP0388,2026-01-01,22,22,0,0,7,2.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009834,EMP0388,2026-02-01,20,20,0,0,13,8.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009835,EMP0388,2026-03-01,22,21,1,0,5,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009836,EMP0388,2026-04-01,22,22,0,0,10,3.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009837,EMP0388,2026-05-01,21,21,0,0,12,3.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009838,EMP0388,2026-06-01,22,19,3,0,5,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8636,0.1364
ATT009839,EMP0389,2024-01-01,23,23,0,1,0,4.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009840,EMP0389,2024-02-01,21,19,2,1,1,3.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT009841,EMP0389,2024-03-01,21,20,1,0,0,5.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009842,EMP0389,2024-04-01,22,21,1,1,1,9.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009843,EMP0389,2024-05-01,23,23,0,0,0,2.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009844,EMP0389,2024-06-01,20,19,1,0,0,0.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT009845,EMP0389,2024-07-01,23,19,4,0,2,5.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8261,0.1739
ATT009846,EMP0389,2024-08-01,22,22,0,0,1,6.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009847,EMP0389,2024-09-01,21,20,1,1,1,7.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009848,EMP0389,2024-10-01,23,21,2,0,0,7.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.913,0.087
ATT009849,EMP0389,2024-11-01,21,21,0,0,1,4.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009850,EMP0389,2024-12-01,22,22,0,0,0,0.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009851,EMP0389,2025-01-01,23,22,1,2,2,8.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009852,EMP0389,2025-02-01,20,19,1,0,1,1.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT009853,EMP0389,2025-03-01,21,21,0,0,2,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009854,EMP0389,2025-04-01,22,22,0,0,7,4.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009855,EMP0389,2025-05-01,22,21,1,0,0,9.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009856,EMP0389,2025-06-01,21,21,0,0,0,0.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009857,EMP0389,2025-07-01,23,23,0,0,2,2.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009858,EMP0389,2025-08-01,21,21,0,0,1,7.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009859,EMP0389,2025-09-01,22,22,0,0,1,3.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009860,EMP0389,2025-10-01,23,21,2,0,3,0.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.913,0.087
ATT009861,EMP0389,2025-11-01,20,19,1,0,1,4.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT009862,EMP0389,2025-12-01,23,23,0,0,0,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009863,EMP0389,2026-01-01,22,20,2,0,1,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT009864,EMP0389,2026-02-01,20,19,1,1,4,0.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT009865,EMP0389,2026-03-01,22,19,3,0,1,4.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8636,0.1364
ATT009866,EMP0389,2026-04-01,22,22,0,0,0,2.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009867,EMP0389,2026-05-01,21,20,1,0,1,0.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009868,EMP0389,2026-06-01,22,22,0,0,0,5.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009869,EMP0390,2024-01-01,23,20,3,0,1,8.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8696,0.1304
ATT009870,EMP0390,2024-02-01,21,20,1,0,2,2.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009871,EMP0390,2024-03-01,21,20,1,2,0,3.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009872,EMP0390,2024-04-01,22,20,2,0,1,14.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT009873,EMP0390,2024-05-01,23,23,0,0,0,5.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009874,EMP0390,2024-06-01,20,20,0,2,5,6.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009875,EMP0390,2024-07-01,23,22,1,0,0,4.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009876,EMP0390,2024-08-01,22,21,1,0,2,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009877,EMP0390,2024-09-01,21,19,2,0,0,6.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT009878,EMP0390,2024-10-01,23,21,2,0,0,4.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.913,0.087
ATT009879,EMP0390,2024-11-01,21,20,1,0,2,9.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009880,EMP0390,2024-12-01,22,22,0,0,4,10.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009881,EMP0390,2025-01-01,23,22,1,1,2,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009882,EMP0390,2025-02-01,20,19,1,1,1,13.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT009883,EMP0390,2025-03-01,21,19,2,0,3,4.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT009884,EMP0390,2025-04-01,22,21,1,0,2,0.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009885,EMP0391,2024-01-01,23,21,2,0,18,4.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.913,0.087
ATT009886,EMP0391,2024-02-01,21,20,1,0,17,7.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009887,EMP0391,2024-03-01,21,21,0,0,14,9.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009888,EMP0391,2024-04-01,22,19,3,0,13,10.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8636,0.1364
ATT009889,EMP0391,2024-05-01,23,20,3,0,19,10.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8696,0.1304
ATT009890,EMP0391,2024-06-01,20,20,0,0,16,6.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009891,EMP0391,2024-07-01,23,23,0,1,19,2.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009892,EMP0392,2024-01-01,23,23,0,0,14,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009893,EMP0392,2024-02-01,21,20,1,0,10,7.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009894,EMP0392,2024-03-01,21,18,3,1,6,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8571,0.1429
ATT009895,EMP0392,2024-04-01,22,21,1,0,9,2.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009896,EMP0392,2024-05-01,23,23,0,0,20,1.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009897,EMP0392,2024-06-01,20,17,3,1,8,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.85,0.15
ATT009898,EMP0392,2024-07-01,23,21,2,1,4,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.913,0.087
ATT009899,EMP0392,2024-08-01,22,21,1,0,3,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009900,EMP0392,2024-09-01,21,18,3,0,7,2.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8571,0.1429
ATT009901,EMP0392,2024-10-01,23,20,3,1,2,6.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8696,0.1304
ATT009902,EMP0392,2024-11-01,21,21,0,0,15,3.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009903,EMP0392,2024-12-01,22,22,0,2,5,7.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009904,EMP0392,2025-01-01,23,22,1,0,9,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009905,EMP0392,2025-02-01,20,16,4,2,4,12.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8,0.2
ATT009906,EMP0392,2025-03-01,21,20,1,1,6,3.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009907,EMP0392,2025-04-01,22,21,1,1,9,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009908,EMP0392,2025-05-01,22,20,2,0,8,2.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT009909,EMP0392,2025-06-01,21,16,5,0,4,3.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.7619,0.2381
ATT009910,EMP0392,2025-07-01,23,22,1,0,11,4.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009911,EMP0392,2025-08-01,21,19,2,0,10,11.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT009912,EMP0392,2025-09-01,22,21,1,0,7,0.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009913,EMP0392,2025-10-01,23,22,1,0,9,1.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009914,EMP0392,2025-11-01,20,18,2,0,4,15.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9,0.1
ATT009915,EMP0392,2025-12-01,23,22,1,0,8,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009916,EMP0392,2026-01-01,22,21,1,0,14,0.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009917,EMP0392,2026-02-01,20,20,0,0,11,4.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009918,EMP0392,2026-03-01,22,21,1,1,11,7.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009919,EMP0392,2026-04-01,22,19,3,1,4,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8636,0.1364
ATT009920,EMP0392,2026-05-01,21,19,2,0,7,2.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT009921,EMP0392,2026-06-01,22,20,2,0,10,5.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT009922,EMP0393,2024-01-01,23,22,1,0,4,2.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009923,EMP0393,2024-02-01,21,21,0,1,3,0.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009924,EMP0393,2024-03-01,21,21,0,0,2,6.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009925,EMP0393,2024-04-01,22,21,1,0,4,5.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009926,EMP0393,2024-05-01,23,23,0,2,3,10.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009927,EMP0393,2024-06-01,20,19,1,2,2,8.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT009928,EMP0393,2024-07-01,23,22,1,0,0,9.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009929,EMP0393,2024-08-01,22,22,0,0,2,6.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009930,EMP0393,2024-09-01,21,21,0,1,5,9.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009931,EMP0393,2024-10-01,23,21,2,0,2,7.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.913,0.087
ATT009932,EMP0393,2024-11-01,21,19,2,1,2,2.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT009933,EMP0393,2024-12-01,22,22,0,0,2,7.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009934,EMP0393,2025-01-01,23,23,0,0,3,2.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009935,EMP0393,2025-02-01,20,19,1,3,0,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT009936,EMP0393,2025-03-01,21,20,1,0,4,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009937,EMP0393,2025-04-01,22,21,1,1,1,8.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009938,EMP0393,2025-05-01,22,21,1,1,0,4.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009939,EMP0393,2025-06-01,21,19,2,0,3,11.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9048,0.0952
ATT009940,EMP0393,2025-07-01,23,21,2,1,0,6.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.913,0.087
ATT009941,EMP0393,2025-08-01,21,20,1,0,0,2.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009942,EMP0393,2025-09-01,22,22,0,2,1,11.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009943,EMP0393,2025-10-01,23,22,1,0,1,12.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009944,EMP0393,2025-11-01,20,18,2,0,0,4.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9,0.1
ATT009945,EMP0393,2025-12-01,23,22,1,0,2,5.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009946,EMP0393,2026-01-01,22,18,4,1,5,6.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8182,0.1818
ATT009947,EMP0393,2026-02-01,20,19,1,1,5,3.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT009948,EMP0393,2026-03-01,22,22,0,0,0,7.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009949,EMP0393,2026-04-01,22,21,1,0,2,0.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009950,EMP0393,2026-05-01,21,21,0,1,1,1.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009951,EMP0393,2026-06-01,22,20,2,0,1,5.9,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9091,0.0909
ATT009952,EMP0394,2024-01-01,23,22,1,0,0,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9565,0.0435
ATT009953,EMP0394,2024-02-01,21,20,1,1,4,4.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009954,EMP0394,2024-03-01,21,20,1,2,3,1.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009955,EMP0394,2024-04-01,22,17,5,0,0,2.2,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.7727,0.2273
ATT009956,EMP0394,2024-05-01,23,23,0,1,0,7.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009957,EMP0394,2024-06-01,20,19,1,0,0,2.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT009958,EMP0394,2024-07-01,23,23,0,1,2,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009959,EMP0394,2024-08-01,22,21,1,0,5,10.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009960,EMP0394,2024-09-01,21,18,3,0,3,2.7,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8571,0.1429
ATT009961,EMP0394,2024-10-01,23,21,2,2,5,2.8,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.913,0.087
ATT009962,EMP0394,2024-11-01,21,21,0,1,2,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009963,EMP0394,2024-12-01,22,18,4,0,2,5.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.8182,0.1818
ATT009964,EMP0394,2025-01-01,23,23,0,0,2,5.6,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009965,EMP0394,2025-02-01,20,19,1,0,2,3.4,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.95,0.05
ATT009966,EMP0394,2025-03-01,21,20,1,0,0,0.1,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
ATT009967,EMP0394,2025-04-01,22,21,1,0,0,0.0,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9545,0.0455
ATT009968,EMP0394,2025-05-01,22,22,0,1,0,2.3,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,1.0,0.0
ATT009969,EMP0394,2025-06-01,21,20,1,1,2,2.5,2026-07-09 14:28:10 UTC,attendance.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,0.9524,0.0476
